,Unnamed: 0,name,code,class,market_cap,reg_day,per
1,1,SK이노베이션,A096770,kospi,252893,2007-07-25,-11.8
16,16,S-Oil,A010950,kospi,88152,1987-05-27,-11.47
7,7,GS,A078930,kospi,36237,2004-08-05,-15.22
6,6,SK디스커버리,A006120,kospi,11194,1976-06-29,4.49
11,11,대한그린파워,A060900,kosdaq,3863,2002-09-17,-16.26
