,Unnamed: 0,name,code,class,market_cap,reg_day,per
9,9,씨젠,A096530,kosdaq,45306,2010-09-10,9.02
7,7,인트론바이오,A048530,kosdaq,8619,2011-01-26,55.98
24,24,서흥,A008490,kospi,5900,1990-03-27,11.13
23,23,크리스탈지노믹스,A083790,kosdaq,4270,2006-01-06,-61.26
18,18,마크로젠,A038290,kosdaq,3696,2000-02-22,4.17
