,Unnamed: 0,name,code,class,market_cap,reg_day,per
30,30,엔씨소프트,A036570,kospi,198684,2003-05-22,33.82
14,14,컴투스,A078340,kosdaq,22439,2007-07-06,27.92
34,34,웹젠,A069080,kosdaq,15855,2003-05-23,18.39
33,33,위메이드,A112040,kosdaq,9744,2009-12-18,-133.03
17,17,네오위즈,A095660,kosdaq,5354,2007-07-02,8.85
