,Unnamed: 0,name,code,class,market_cap,reg_day,per
60,60,현대건설,A000720,kospi,50945,1984-12-22,41.67
52,52,GS건설,A006360,kospi,38385,1981-08-03,11.54
45,45,대우건설,A047040,kospi,28096,2001-03-23,9.9
38,38,삼성엔지니어링,A028050,kospi,27244,1996-12-24,11.13
30,30,아이에스동서,A010780,kospi,17856,1986-01-27,14.37
