,Unnamed: 0,name,code,class,market_cap,reg_day,per
11,11,더존비즈온,A012510,kospi,26889,1988-10-28,49.17
43,43,안랩,A053800,kosdaq,7110,2001-09-13,38.3
7,7,알서포트,A131370,kosdaq,5060,2011-01-05,-395.83
30,30,한글과컴퓨터,A030520,kosdaq,4398,1996-09-24,12.15
6,6,한컴위드,A054920,kosdaq,2681,2001-11-01,35.19
