,Unnamed: 0,name,code,class,market_cap,reg_day,per
5,5,삼성생명,A032830,kospi,153000,2010-05-12,12.09
0,0,한화생명,A088350,kospi,28748,2010-03-17,12.21
1,1,한화,A000880,kospi,23350,1976-06-24,14.26
4,4,동양생명,A082640,kospi,7189,2009-10-08,5.59
3,3,한화3우B,A00088K,kospi,3258,1976-06-24,6.64
