,Unnamed: 0,name,code,class,market_cap,reg_day,per
70,70,LG화학,A051910,kospi,572504,2001-04-25,123.84
46,46,롯데케미칼,A011170,kospi,99913,1991-05-30,63.05
20,20,한화솔루션,A009830,kospi,91527,1974-06-19,25.96
111,111,금호석유,A011780,kospi,74798,1988-01-22,14.11
27,27,SKC,A011790,kospi,50175,1997-07-18,133.97
