,Unnamed: 0,name,code,class,market_cap,reg_day,per
52,52,롯데지주,A004990,kospi,35040,1974-02-16,-17.82
43,43,오뚜기,A007310,kospi,20967,1994-08-12,19.49
64,64,농심,A004370,kospi,17761,1976-06-30,11.96
1,1,오리온홀딩스,A001800,kospi,10368,1975-06-27,13.38
36,36,동원산업,A006040,kospi,9452,1989-03-07,3.93
