,Unnamed: 0,name,code,class,market_cap,reg_day,per
5,5,현대차,A005380,kospi,483958,1974-06-28,44.04
1,1,기아,A000270,kospi,344153,1973-07-21,23.13
4,4,현대차2우B,A005387,kospi,38127,1974-06-28,20.32
0,0,현대차우,A005385,kospi,25940,1974-06-28,20.71
3,3,쌍용차,A003620,kospi,4151,1975-05-29,-0.82
