,Unnamed: 0,name,code,class,market_cap,reg_day,per
32,32,케이엠더블유,A032500,kosdaq,24012,2000-03-21,90.13
41,41,에이스테크,A088800,kosdaq,7925,2006-03-27,-9.79
27,27,유비쿼스홀딩스,A078070,kosdaq,3908,2009-01-23,40.90
37,37,쏠리드,A050890,kosdaq,3783,2005-07-08,-32.81
29,29,다산네트웍스,A039560,kosdaq,3509,2000-06-22,-24.75
