,Unnamed: 0,name,code,class,market_cap,reg_day,per
34,34,CJ ENM,A035760,kosdaq,31205,1999-11-23,54.82
31,31,JYP Ent.,A035900,kosdaq,12158,2001-08-30,41.17
32,32,CJ CGV,A079160,kospi,9442,2004-12-24,-1.19
17,17,에스엠,A041510,kosdaq,7153,2000-04-27,-10.19
38,38,현대퓨처넷,A126560,kospi,5633,2010-12-23,-19.12
