,Unnamed: 0,name,code,class,market_cap,reg_day,per
1,1,HMM,A011200,kospi,102365,1995-10-05,78.26
3,3,팬오션,A028670,kospi,32341,2007-09-21,34.97
9,9,대한해운,A005880,kospi,7120,1992-04-23,80.97
8,8,와이엔텍,A067900,kosdaq,3048,2005-12-23,13.92
2,2,KSS해운,A044450,kospi,2527,2007-10-26,19.26
