,Unnamed: 0,name,code,class,market_cap,reg_day,per
7,7,롯데쇼핑,A023530,kospi,35502,2006-02-09,-4.52
1,1,신세계,A004170,kospi,27665,1985-08-19,-26.73
5,5,현대백화점,A069960,kospi,20735,2002-11-25,29.48
4,4,광주신세계,A037710,kospi,2728,2002-02-07,6.32
3,3,세이브존I&C,A067830,kospi,1551,2002-07-25,15.68
