,Unnamed: 0,name,code,class,market_cap,reg_day,per
4,4,한국조선해양,A009540,kospi,93067,1999-08-24,-11.16
8,8,삼성중공업,A010140,kospi,48132,1994-01-28,-3.25
23,23,에이치엘비,A028300,kosdaq,37337,1996-07-27,-44.67
2,2,대우조선해양,A042660,kospi,31061,2001-02-02,35.87
7,7,현대미포조선,A010620,kospi,26601,1983-12-20,-136.48
