,Unnamed: 0,name,code,class,market_cap,reg_day,per
1,1,삼성화재,A000810,kospi,90249,1975-06-30,12.76
10,10,DB손해보험,A005830,kospi,32462,1973-06-28,5.81
7,7,메리츠화재,A000060,kospi,22376,1956-07-02,4.93
4,4,현대해상,A001450,kospi,20786,1989-08-25,6.26
2,2,코리안리,A003690,kospi,10207,1969-12-22,7.19
