,Unnamed: 0,name,code,class,market_cap,reg_day,per
23,23,LG생활건강,A051900,kospi,244112,2001-04-25,34.72
46,46,아모레퍼시픽,A090430,kospi,144977,2006-06-29,487.23
42,42,아모레G,A002790,kospi,54422,1973-04-30,611.11
28,28,현대바이오,A048410,kosdaq,16994,2002-08-08,-195.83
11,11,LG생활건강우,A051905,kospi,14383,2001-04-25,15.22
