,Unnamed: 0,name,code,class,market_cap,reg_day,per
87,87,두산중공업,A034020,kospi,49078,2000-10-25,-3.34
64,64,두산인프라코어,A042670,kospi,23390,2001-02-02,15.06
75,75,현대엘리베이,A017800,kospi,18591,1996-07-03,19.24
16,16,에스에프에이,A056190,kosdaq,15189,2001-12-18,14.03
7,7,유니슨,A018000,kosdaq,5230,1996-01-10,-19.72
