,Unnamed: 0,name,code,class,market_cap,reg_day,per
27,27,미래에셋증권,A006800,kospi,65755,1975-09-30,10.14
3,3,한국금융지주,A071050,kospi,57119,2003-07-21,7.31
24,24,삼성증권,A016360,kospi,37283,1988-03-28,7.34
8,8,키움증권,A039490,kospi,35923,2009-08-03,4.99
20,20,NH투자증권,A005940,kospi,33769,1975-09-30,6.25
