,Unnamed: 0,name,code,class,market_cap,reg_day,per
0,0,KB금융,A105560,kospi,221626,2008-10-10,6.41
4,4,신한지주,A055550,kospi,193467,2001-09-10,5.55
7,7,하나금융지주,A086790,kospi,124000,2005-12-12,4.7
8,8,기업은행,A024110,kospi,67588,2003-12-24,4.56
6,6,BNK금융지주,A138930,kospi,22098,2011-03-30,4.26
