,Unnamed: 0,name,code,class,market_cap,reg_day,per
12,12,제넥신,A095700,kosdaq,24573,2009-09-15,85.99
9,9,오스코텍,A039200,kosdaq,12489,2007-01-17,-287.93
26,26,메디톡스,A086900,kosdaq,11190,2009-01-16,-39.59
7,7,차바이오텍,A085660,kosdaq,10536,2005-12-27,-56.48
37,37,헬릭스미스,A084990,kosdaq,8652,2005-12-29,-8.17
