day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
20210326,15200,15650,14750,15450,450,71462,1239138,0,9.27,0,15500,15500,15500,15500,50,612
20210325,14850,15150,14600,15000,0,45139,1239138,2580,9.27,0,15000,15000,14950,15000,0,268
20210324,15050,15300,14800,15000,250,53079,1236558,5777,9.25,0,15000,15000,14850,14900,-100,3631
20210323,15750,15800,15250,15250,300,56675,1230781,-1687,9.21,0,15250,15250,15200,15200,-50,244
20210322,16200,16200,15450,15550,400,70971,1232468,-365,9.22,0,15550,15550,15550,15550,0,170
20210319,15600,16050,15250,15950,0,49737,1232833,666,9.22,0,15950,16050,15900,15900,-50,4634
20210318,15900,16050,15600,15950,150,82608,1232167,370,9.22,-54,15950,15950,15950,15950,0,2861
20210317,15450,15800,15150,15800,300,72978,1231797,-630,9.22,0,15800,15800,15550,15700,-100,581
20210316,15250,15500,15150,15500,300,72938,1232427,736,9.22,0,15500,15500,15400,15450,-50,593
20210315,15050,15300,14700,15200,150,65337,1231691,611,9.22,0,15200,15200,15150,15150,-50,376
20210312,14700,15150,14650,15050,750,108654,1231080,-4313,9.21,0,15150,15150,14950,14950,-100,2298
20210311,14100,14400,13950,14300,400,71090,1235393,858,9.24,0,14300,14600,14300,14600,300,934
20210310,14400,14650,13850,13900,100,83468,1234535,-11091,9.24,0,13900,13950,13900,13950,50,229
20210309,14400,14550,13550,14000,600,178700,1245626,16158,9.32,0,14050,14150,14050,14100,100,1001
20210308,15300,15450,14500,14600,600,166758,1229468,-3254,9.2,0,14600,14600,14450,14450,-150,1347
20210305,15550,15650,15000,15200,650,128099,1232722,-11041,9.22,0,15200,15250,15100,15100,-100,1107
20210304,16100,16100,15600,15850,500,107801,1243763,1354,9.31,0,15850,15850,15850,15850,0,1364
20210303,15600,18150,15500,16350,600,701169,1242409,-7476,9.3,0,16500,16500,16300,16400,50,4747
20210302,16200,16300,15650,15750,150,116118,1249885,-9719,9.35,0,15850,15850,15750,15750,0,2360
20210226,15800,16100,15450,15600,850,153418,1259604,10055,9.43,0,15550,15650,15550,15650,50,1806
20210225,16600,17050,16250,16450,300,130336,1249549,1927,9.35,0,16450,16500,16450,16500,50,2150
20210224,17350,17350,16150,16150,1200,183272,1247622,-5637,9.34,0,16050,16200,16050,16200,50,2059
20210223,17100,17600,16500,17350,250,168947,1253259,141,9.38,0,17200,17350,17200,17250,-100,1411
20210222,18600,18700,17500,17600,950,167692,1253118,-1112,9.38,0,17500,17650,17500,17500,-100,3307
20210219,18850,19000,17800,18550,450,192739,1254230,-12072,9.38,0,18600,18700,18500,18700,150,886
20210218,19100,19650,18800,19000,450,242857,1266302,10964,9.48,0,19000,19000,18900,18900,-100,1150
20210217,20100,20100,19300,19450,550,166573,1255338,-9807,9.39,0,19450,19600,19450,19600,150,1817
20210216,20850,20850,19900,20000,550,186423,1265145,-17667,9.47,0,20000,20000,19900,19900,-100,3131
20210215,19800,21600,19750,20550,800,420439,1282812,12087,9.6,0,20650,20650,20550,20550,0,1616
20210210,19500,19800,19300,19750,200,120267,1270725,5045,9.51,-2000,19750,19800,19750,19800,50,2806
20210209,19900,20050,19500,19550,200,142966,1265680,12668,9.47,-3,19550,19700,19550,19550,0,1488
20210208,20250,20550,19700,19750,500,156654,1253012,501,9.38,0,19750,19850,19750,19800,50,2058
20210205,20750,21400,20050,20250,50,187523,1252511,-4192,9.37,0,20350,20350,20200,20200,-50,3639
20210204,20000,20850,19700,20300,600,361490,1256703,2249,9.4,-2000,20300,20400,20250,20400,100,12446
20210203,20200,20300,19600,19700,200,200620,1254454,-7449,9.39,-7840,19700,19800,19700,19750,50,2278
20210202,19650,20100,19250,19900,300,283249,1261903,15203,9.44,0,19900,20000,19750,19750,-150,4128
20210201,19800,20750,18450,19600,250,487255,1246700,1864,9.32,-20121,19600,19750,19600,19700,100,4705
20210129,21800,22300,19000,19850,2050,642451,1244836,-19429,9.31,-9879,20000,20100,19800,20000,150,5705
20210128,20650,22050,20500,21900,400,518232,1264265,29125,9.46,639,21850,21850,21600,21650,-250,7818
20210127,21300,22400,20700,21500,750,639575,1235140,22928,9.24,0,21500,21500,21350,21450,-50,4649
20210126,21700,21750,20300,20750,750,612347,1212212,72060,9.07,7201,21000,21000,20900,20900,150,10606
20210125,20950,22900,19950,21500,700,2690215,1140152,28829,8.53,-1000,21500,21500,21250,21400,-100,16486
20210122,18100,20800,17000,20800,4800,6382518,1111323,-28819,8.32,-9620,20800,20800,19800,19900,-900,64650
20210121,15200,16000,15150,16000,950,309609,1140142,46343,8.53,44620,16400,17500,16250,17500,1500,27623
20210120,15150,15150,14750,15050,250,93949,1093799,13956,8.18,0,15000,15150,14950,15150,100,1554
20210119,14500,14850,14450,14800,300,99193,1079843,12211,8.08,0,15100,15100,14900,14900,100,3421
20210118,14500,14850,14050,14500,0,97619,1067632,8839,7.99,2,14500,14500,14400,14400,-100,556
20210115,14500,14700,14300,14500,150,78113,1058793,9377,7.92,0,14500,14650,14450,14450,-50,312
20210114,14650,14700,14500,14650,0,76705,1049416,13068,7.85,0,14650,14700,14600,14700,50,790
20210113,15000,15250,14650,14650,150,123345,1036348,19908,7.75,0,14700,14800,14700,14800,150,548
20210112,15100,15100,14500,14800,300,138837,1016440,1121,7.61,0,14750,14750,14700,14700,-100,811
20210111,15500,15950,14850,15100,50,379237,1015319,-7737,7.6,0,15100,15150,15100,15150,50,2070
20210108,14950,15250,14700,15150,450,280746,1023056,1786,7.66,0,15200,15200,15050,15100,-50,1276
20210107,15050,15100,14500,14700,100,122641,1021270,6374,7.64,0,14800,14800,14700,14700,0,616
20210106,14950,14950,14500,14600,500,165925,1014896,-1146,7.59,0,14600,14750,14600,14750,150,1451
20210105,15000,15300,14800,15100,50,159478,1016042,-4076,7.6,0,15100,15100,14950,14950,-150,1376
20210104,15100,15150,14550,15150,850,239775,1020118,20494,7.63,0,15200,15250,15150,15150,0,1308
20201230,14150,14350,13950,14300,350,148365,999624,6475,7.48,0,14350,14400,14300,14350,50,928
20201229,13550,14000,13350,13950,650,130358,993149,2027,7.43,0,13950,14400,13950,14200,250,14297
20201228,13800,13850,13300,13300,550,134135,991122,-98,7.42,0,13550,13550,13350,13450,150,88
20201224,13500,14100,13300,13850,250,118856,991220,6573,7.42,0,13700,13750,13700,13750,-100,1068
20201223,14000,14150,13600,13600,100,137884,984647,2630,7.37,0,13600,13750,13600,13750,150,1552
20201222,14300,14300,13700,13700,700,179642,982017,-2959,7.35,-4862,13950,14100,13900,14000,300,4756
20201221,14700,14750,14300,14400,50,146223,984976,-44550,7.37,0,14400,14400,14350,14400,0,1396
20201218,14350,14800,14350,14450,100,264644,1029526,-22113,7.7,0,14500,14550,14500,14550,100,1755
20201217,14500,14950,14250,14350,100,424035,1051639,-30708,7.87,-38772,14400,14450,14400,14450,100,909
20201216,14300,14550,14200,14450,250,227980,1082347,-13152,8.1,-6000,14450,14500,14450,14500,50,3030
20201215,14150,14500,14000,14200,50,211886,1095499,-24849,8.2,-12618,14200,14300,14200,14300,100,868
20201214,13950,14900,13750,14150,200,668327,1120348,-105892,8.38,-77778,14150,14250,14150,14250,100,1435
20201211,14050,14200,13900,13950,50,132636,1226240,2172,9.18,-39373,13950,14000,13950,14000,50,1046
20201210,13800,14150,13550,14000,0,149669,1224068,-19027,9.16,-6671,13950,14000,13900,14000,0,1475
20201209,13800,14000,13600,14000,450,202827,1243095,-4423,9.3,-12018,13850,14000,13850,13900,-100,2830
20201208,13600,13950,13450,13550,150,150757,1247518,3841,9.32,-62745,13550,13600,13550,13600,50,558
