day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for_perc,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
19961224,43200,43200,43200,43200,0,0,0,0,0.0,0,0,0,0,0,0,0
19961226,43200,43200,43200,43200,0,0,0,0,0.0,0,0,0,0,0,0,0
19961227,43200,43200,43200,43200,0,0,0,0,0.0,0,0,0,0,0,0,0
19970103,46900,48500,45000,46700,200,64460,0,0,0.0,0,0,0,0,0,0,0
19970104,46700,47000,45300,45900,800,40700,0,0,0.0,0,0,0,0,0,0,0
19970106,45400,45400,42300,42300,3600,28140,0,0,0.0,0,0,0,0,0,0,0
19970107,39000,39700,39000,39000,3300,27900,0,0,0.0,0,0,0,0,0,0,0
19970108,35900,38500,35900,38000,1000,94160,0,0,0.0,0,0,0,0,0,0,0
19970109,37600,41000,36000,41000,3000,32920,0,0,0.0,0,0,0,0,0,0,0
19970110,42000,44200,41500,44200,3200,54540,0,0,0.0,0,0,0,0,0,0,0
19970111,47700,47700,46000,47700,3500,83020,0,0,0.0,0,0,0,0,0,0,0
19970113,49900,51500,49200,51500,3800,232820,0,0,0.0,0,0,0,0,0,0,0
19970114,51400,54500,50500,51900,400,198160,0,0,0.0,0,0,0,0,0,0,0
19970115,51900,54000,51400,52600,700,184630,0,0,0.0,0,0,0,0,0,0,0
19970116,53200,56800,52900,56800,4200,112930,0,0,0.0,0,0,0,0,0,0,0
19970117,60700,60700,55000,57000,200,228940,0,0,0.0,0,0,0,0,0,0,0
19970118,57000,59500,56000,58000,1000,95630,0,0,0.0,0,0,0,0,0,0,0
19970120,59200,60700,58100,58700,700,192270,0,0,0.0,0,0,0,0,0,0,0
19970121,58600,58600,54100,54100,4600,117180,0,0,0.0,0,0,0,0,0,0,0
19970122,53000,57600,53000,55500,1400,142140,0,0,0.0,0,0,0,0,0,0,0
19970123,56500,57900,53600,54500,1000,85620,0,0,0.0,0,0,0,0,0,0,0
19970124,52500,55000,52500,54500,0,54870,0,0,0.0,0,0,0,0,0,0,0
19970125,55200,57500,55000,56000,1500,66510,0,0,0.0,0,0,0,0,0,0,0
19970127,56500,56500,54000,54800,1200,64580,0,0,0.0,0,0,0,0,0,0,0
19970128,54500,56300,53200,54100,700,60860,0,0,0.0,0,0,0,0,0,0,0
19970129,54100,54500,52000,53200,900,54200,0,0,0.0,0,0,0,0,0,0,0
19970130,54200,57400,54000,57400,4200,101140,0,0,0.0,0,0,0,0,0,0,0
19970131,58500,59800,58000,59000,1600,123880,0,0,0.0,0,0,0,0,0,0,0
19970201,59000,59000,55000,57000,2000,40090,0,0,0.0,0,0,0,0,0,0,0
19970203,55500,58000,55500,56000,1000,49390,0,0,0.0,0,0,0,0,0,0,0
19970204,57000,59300,56600,58500,2500,85570,0,0,0.0,0,0,0,0,0,0,0
19970205,58500,63100,58500,59000,500,566370,0,0,0.0,0,0,0,0,0,0,0
19970206,59500,60400,58300,59000,0,74980,0,0,0.0,0,0,0,0,0,0,0
19970210,57900,58500,56500,57700,1300,135700,0,0,0.0,0,0,0,0,0,0,0
19970211,57200,58000,56100,56900,800,74240,0,0,0.0,0,0,0,0,0,0,0
19970212,56900,58500,56700,56700,200,58470,0,0,0.0,0,0,0,0,0,0,0
19970213,57000,58000,56500,56700,0,64710,0,0,0.0,0,0,0,0,0,0,0
19970214,56000,58000,56000,57600,900,107810,0,0,0.0,0,0,0,0,0,0,0
19970215,58200,62000,58000,60000,2400,137010,0,0,0.0,0,0,0,0,0,0,0
19970217,60000,61500,59400,60500,500,232939,0,0,0.0,0,0,0,0,0,0,0
19970218,61000,61000,58100,58900,1600,66230,0,0,0.0,0,0,0,0,0,0,0
19970219,59000,59500,57500,57800,1100,77220,0,0,0.0,0,0,0,0,0,0,0
19970220,58300,58500,56000,56100,1700,78340,0,0,0.0,0,0,0,0,0,0,0
19970221,56200,56800,51700,51700,4400,93226,0,0,0.0,0,0,0,0,0,0,0
19970222,50000,52000,49300,50700,1000,53870,0,0,0.0,0,0,0,0,0,0,0
19970224,50700,52200,49500,49500,1200,63340,0,0,0.0,0,0,0,0,0,0,0
19970225,50000,50600,48000,50000,500,55276,0,0,0.0,0,0,0,0,0,0,0
19970226,49500,51000,48100,48100,1900,37090,0,0,0.0,0,0,0,0,0,0,0
19970227,48600,50000,47100,48400,300,83410,0,0,0.0,0,0,0,0,0,0,0
19970228,48500,49700,48500,49500,1100,35360,0,0,0.0,0,0,0,0,0,0,0
19970303,49000,50000,49000,49400,100,26667,0,0,0.0,0,0,0,0,0,0,0
19970304,49400,49600,48400,48500,900,23070,0,0,0.0,0,0,0,0,0,0,0
19970305,48500,49300,46000,47000,1500,28600,0,0,0.0,0,0,0,0,0,0,0
19970306,46900,49500,46300,49500,2500,123180,0,0,0.0,0,0,0,0,0,0,0
19970307,49900,50000,47700,47700,1800,30880,0,0,0.0,0,0,0,0,0,0,0
19970308,48200,48500,47000,47200,500,12820,0,0,0.0,0,0,0,0,0,0,0
19970310,46500,47100,45000,45100,2100,17660,0,0,0.0,0,0,0,0,0,0,0
19970311,45100,46600,44000,45500,400,53980,0,0,0.0,0,0,0,0,0,0,0
19970312,46100,48000,46100,46500,1000,26840,0,0,0.0,0,0,0,0,0,0,0
19970313,46500,47000,45500,45500,1000,66410,0,0,0.0,0,0,0,0,0,0,0
19970314,44500,45500,43000,43500,2000,21400,0,0,0.0,0,0,0,0,0,0,0
19970315,42000,44400,42000,42500,1000,117480,0,0,0.0,0,0,0,0,0,0,0
19970317,43000,45900,43000,45900,3400,188258,0,0,0.0,0,0,0,0,0,0,0
19970318,45900,48000,45900,46600,700,111030,0,0,0.0,0,0,0,0,0,0,0
19970319,46100,46600,45000,45900,700,34510,0,0,0.0,0,0,0,0,0,0,0
19970320,45900,46300,43600,45400,500,32210,0,0,0.0,0,0,0,0,0,0,0
19970321,45000,45000,43600,43600,1800,14680,0,0,0.0,0,0,0,0,0,0,0
19970322,43100,44200,42800,43000,600,15750,0,0,0.0,0,0,0,0,0,0,0
19970324,43200,43500,40500,40600,2400,32060,0,0,0.0,0,0,0,0,0,0,0
19970325,41000,43100,40900,42500,1900,20070,0,0,0.0,0,0,0,0,0,0,0
19970326,41500,43100,41500,42500,0,19210,0,0,0.0,0,0,0,0,0,0,0
19970327,42500,44700,42500,42700,200,39100,0,0,0.0,0,0,0,0,0,0,0
19970328,43000,44500,42700,43300,600,68610,0,0,0.0,0,0,0,0,0,0,0
19970329,43500,44300,43500,43800,500,62050,0,0,0.0,0,0,0,0,0,0,0
19970331,44200,45000,43600,43800,0,23720,0,0,0.0,0,0,0,0,0,0,0
19970401,44500,44500,42800,43000,800,16580,0,0,0.0,0,0,0,0,0,0,0
19970402,43000,44400,42500,43500,500,29410,0,0,0.0,0,0,0,0,0,0,0
19970403,43500,44400,43000,43000,500,18150,0,0,0.0,0,0,0,0,0,0,0
19970404,43200,43400,42500,43000,0,44632,0,0,0.0,0,0,0,0,0,0,0
19970407,43000,45500,42500,44400,1400,36160,0,0,0.0,0,0,0,0,0,0,0
19970408,44400,44400,43400,44000,400,16450,0,0,0.0,0,0,0,0,0,0,0
19970409,44100,45400,43500,44200,200,46610,0,0,0.0,0,0,0,0,0,0,0
