day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
20191226,52400,54900,50000,54100,1700,798766,1119041,-23229,15.78,143709,54100,54500,53500,54300,200,419
20191227,53200,54400,52700,54000,100,66735,1095664,-23377,15.45,9368,54000,54000,54000,54000,0,72
20191230,53900,55900,53600,54600,600,51972,1070118,-25546,15.09,7020,54900,54900,54600,54600,0,14
20200102,54700,55800,53500,54900,300,46472,1049367,-20751,14.8,25389,54900,54900,54900,54900,0,0
20200103,55800,56200,54500,54500,400,30370,1039534,-9833,14.66,3209,54500,54500,54500,54500,0,1
20200106,53700,55000,53600,54000,500,30172,1025469,-14065,14.46,13853,54200,54200,54200,54200,200,2
20200107,54000,57500,54000,56400,2400,95709,971837,-53632,13.7,54706,56400,56400,56400,56400,0,0
20200108,56500,57300,55300,55500,900,42793,940964,-30873,13.27,15155,55700,55700,55700,55700,200,11
20200109,56200,56600,55200,55200,300,29647,927849,-13115,13.08,7658,55200,55200,55200,55200,0,0
20200110,55500,57200,55400,57000,1800,46043,905244,-22605,12.76,23201,57000,57000,57000,57000,0,0
20200113,57800,60800,57100,59800,2800,61427,888974,-16270,12.53,18823,59800,59800,59800,59800,0,0
20200114,60000,61200,59100,59600,200,23448,883552,-5422,12.46,-1850,59600,59600,59600,59600,0,0
20200115,59600,60600,59600,60100,500,16699,879537,-4015,12.4,-624,60100,60100,60100,60100,0,4
20200116,60100,60900,59300,60900,800,23249,868931,-10606,12.25,14488,60800,60800,60800,60800,-100,2
20200117,60700,61700,60000,60200,700,22730,856142,-12789,12.07,5536,59900,59900,59900,59900,-300,2
20200120,60200,61000,56100,56600,3600,47037,844668,-11474,11.91,-2533,56600,56600,56600,56600,0,0
20200121,56700,57700,55700,56000,600,13939,843530,-1138,11.89,-2989,56000,56000,56000,56000,0,0
20200122,56500,56900,55200,56700,700,13141,839495,-4035,11.84,1198,56700,56700,56700,56700,0,0
20200123,56000,56600,54700,55000,1700,18894,836525,-2970,11.8,-603,55000,55000,55000,55000,0,0
20200128,52000,52400,50400,51000,4000,34854,833543,-2982,11.75,-11537,50400,51000,50400,50600,-400,65
20200129,51200,52500,50300,51700,700,22784,831064,-2479,11.72,-3678,51700,51700,51700,51700,0,0
20200130,51200,51500,48500,49200,2500,24121,827159,-3905,11.66,-4690,49250,49250,49200,49200,0,230
20200131,49850,49900,48450,48450,750,13029,825683,-1476,11.64,-1441,48850,48850,48850,48850,400,1
20200203,47250,49850,47250,49800,1350,14651,823911,-1772,11.62,2938,49800,49800,49800,49800,0,0
20200204,49800,50500,48500,49750,50,11485,821464,-2447,11.58,-404,49750,49750,49750,49750,0,0
20200205,50400,50500,45650,45950,3800,35523,819571,-1893,11.56,-18120,46200,46200,46000,46050,100,88
20200206,46500,47000,45900,46800,850,16418,816844,-2727,11.52,-922,46800,46800,46800,46800,0,0
20200207,46950,46950,46250,46300,500,6232,814671,-2173,11.49,-1732,46650,46650,46650,46650,350,5
20200210,46700,46700,45700,46000,300,6433,813064,-1607,11.46,-1491,46000,46000,46000,46000,0,0
20200211,46100,47150,46050,46450,450,5250,810648,-2416,11.43,283,46450,46450,46450,46450,0,0
20200212,46900,48300,46450,48300,1850,7116,808328,-2320,11.4,384,48300,48300,48300,48300,0,0
20200213,49100,49400,47650,48000,300,21914,805620,-2708,11.36,-7038,48050,48050,47900,47900,-100,14
20200214,48700,48800,47950,48150,150,6877,805251,-369,11.35,-3497,48150,48150,48150,48150,0,0
20200217,48800,50100,48250,49450,1300,12308,804701,-550,11.35,3577,49450,49450,49450,49450,0,0
