day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
20161019,17150,18200,17050,17800,650,1871286,1860770,42681,8.28,61504,17800,17950,17850,17950,150,825
20161020,17950,18150,17600,18050,250,584819,1999728,138958,8.9,-88791,18050,18200,18050,18050,0,145
20161021,18100,19200,18000,19050,1000,866412,2148653,148925,9.56,-66451,19050,19100,18750,19100,50,3237
20161024,19150,19450,18850,19400,350,573417,2351547,202894,10.46,-2190,19400,19200,19200,19200,-200,52
20161025,19400,19850,19050,19650,250,543584,2620018,268471,11.66,-63651,19650,19650,19650,19650,0,172
20161026,19650,19650,18850,19250,400,314883,2692644,72626,11.98,-68283,19250,19250,19150,19250,0,649
20161027,19100,19350,18850,19200,50,169601,2722915,30271,12.12,-4308,19200,19200,19200,19200,0,0
20161028,19050,19150,18500,18650,550,121367,2715336,-7579,12.08,25551,18650,18850,18800,18800,150,102
20161031,18500,18950,18250,18900,250,195913,2677136,-38200,11.91,79114,18900,18900,18900,18900,0,501
20161101,18500,18700,17850,17850,1050,362183,2575164,-101972,11.46,29364,17850,17850,17850,17850,0,21
20161102,17950,17950,17150,17500,350,232445,2535888,-39276,11.28,35129,17500,17500,17500,17500,0,2
20161103,17350,17900,17350,17650,150,87308,2543893,8005,11.32,4911,17650,17650,17650,17650,0,502
20161104,17550,17700,17300,17650,0,77373,2555005,11112,11.37,21913,17650,17650,17650,17650,0,0
20161107,17700,17900,17650,17800,150,42235,2552730,-2275,11.36,6763,17800,17800,17800,17800,0,0
20161108,17850,18000,17650,18000,200,93059,2574879,22149,11.46,-11955,18000,18000,18000,18000,0,0
20161109,17950,18000,16950,17450,550,164619,2568390,-6489,11.43,-8835,17450,17300,17150,17150,-300,35
20161110,17550,18000,17550,17650,200,119527,2542605,-25785,11.31,20133,17650,17650,17650,17650,0,0
20161111,17900,17900,17500,17850,200,106923,2498707,-43898,11.12,54588,17850,18300,18100,18300,450,2
20161114,18150,18200,17800,17900,50,138474,2440687,-58020,10.86,4140,17900,17900,17900,17900,0,0
20161115,17800,18000,17650,17950,50,115130,2388418,-52269,10.63,25186,17950,17950,17950,17950,0,0
20161116,17900,18000,17750,17850,100,98735,2353259,-35159,10.47,37109,17850,17850,17850,17850,0,0
20161117,17850,18100,17750,18000,150,128811,2301371,-51888,10.24,64150,18000,18000,18000,18000,0,0
20161118,18100,18100,17200,17550,450,138780,2247811,-53560,10.0,15477,17550,17550,17550,17550,0,0
20161121,17600,17600,17100,17350,200,116394,2239607,-8204,9.97,-20179,17350,17350,17350,17350,0,0
20161122,17350,17450,17050,17350,0,102890,2225567,-14040,9.9,-40215,17350,17350,17350,17350,0,0
20161123,17350,17600,17200,17550,200,83128,2196983,-28584,9.78,44769,17550,17300,17300,17300,-250,3
20161124,17450,17500,17000,17250,300,150750,2186607,-10376,9.73,-86840,17250,17250,17150,17150,-100,200
20161125,17200,17250,17000,17150,100,114343,2175032,-11575,9.68,-44348,17150,17150,17150,17150,0,0
20161128,17100,17150,17000,17150,0,42742,2171793,-3239,9.66,-26267,17150,17150,17150,17150,0,0
20161129,17100,17250,17050,17250,100,28446,2167713,-4080,9.65,-5347,17250,17250,17250,17250,0,0
20161130,17250,17250,16950,16950,300,50944,2150486,-17227,9.56,-13590,16950,17300,17300,17300,350,1
20161201,17150,17150,16950,17000,50,107204,2129978,-20508,9.48,-36323,17000,17000,17000,17000,0,0
20161202,17000,17050,16950,17000,0,66753,2117067,-12911,9.42,-22333,17000,17000,17000,17000,0,0
20161205,17100,17100,16950,17050,50,44277,2102379,-14688,9.36,249,17050,17200,17200,17200,150,1
20161206,17000,17100,16900,17050,0,92460,2098914,-3465,9.34,-48173,17050,17050,17050,17050,0,105
20161207,17050,17050,16800,16800,250,101628,2052786,-46128,9.13,-14783,16800,16800,16800,16800,0,0
20161208,16850,17100,16850,17000,200,56254,2043504,-9282,9.09,2635,17000,17000,17000,17000,0,0
