day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for_perc,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
19800104,5050,5070,5000,5000,1220,1030,0,0,0.0,0,0,0,0,0,0,0
19800105,4850,4850,4800,4850,150,420,0,0,0.0,0,0,0,0,0,0,0
19800107,4850,5150,4850,5150,300,3810,0,0,0.0,0,0,0,0,0,0,0
19800108,5390,5410,5110,5250,100,3250,0,0,0.0,0,0,0,0,0,0,0
19800109,5320,5320,5100,5250,0,4570,0,0,0.0,0,0,0,0,0,0,0
19800110,5200,5200,5100,5130,120,2890,0,0,0.0,0,0,0,0,0,0,0
19800111,5010,5030,4800,4800,330,3140,0,0,0.0,0,0,0,0,0,0,0
19800112,4550,4550,4500,4510,290,4520,0,0,0.0,0,0,0,0,0,0,0
19800114,4520,4620,4290,4310,200,3310,0,0,0.0,0,0,0,0,0,0,0
19800115,4350,4350,4310,4350,40,1820,0,0,0.0,0,0,0,0,0,0,0
19800116,4300,4350,4300,4350,0,1950,0,0,0.0,0,0,0,0,0,0,0
19800117,4400,4400,4300,4350,0,350,0,0,0.0,0,0,0,0,0,0,0
19800118,4350,4350,4270,4290,60,1770,0,0,0.0,0,0,0,0,0,0,0
19800119,4260,4260,4200,4200,90,1300,0,0,0.0,0,0,0,0,0,0,0
19800121,4200,4330,4200,4300,100,3030,0,0,0.0,0,0,0,0,0,0,0
19800122,4300,4300,4250,4250,50,2860,0,0,0.0,0,0,0,0,0,0,0
19800123,4260,4300,4250,4250,0,1950,0,0,0.0,0,0,0,0,0,0,0
19800124,4250,4250,4160,4160,90,1650,0,0,0.0,0,0,0,0,0,0,0
19800125,4160,4450,4090,4450,290,3770,0,0,0.0,0,0,0,0,0,0,0
19800126,4380,4500,4290,4300,150,340,0,0,0.0,0,0,0,0,0,0,0
19800128,4410,4410,4250,4350,50,1360,0,0,0.0,0,0,0,0,0,0,0
19800129,4100,4250,4100,4220,130,1300,0,0,0.0,0,0,0,0,0,0,0
19800130,4300,4520,4250,4500,280,7820,0,0,0.0,0,0,0,0,0,0,0
19800131,4500,4620,4380,4550,50,9510,0,0,0.0,0,0,0,0,0,0,0
19800201,4590,4590,4400,4400,150,5780,0,0,0.0,0,0,0,0,0,0,0
19800202,4390,4400,4300,4400,0,1360,0,0,0.0,0,0,0,0,0,0,0
19800204,4460,4480,4400,4400,0,5310,0,0,0.0,0,0,0,0,0,0,0
19800205,4400,4500,4220,4400,0,5180,0,0,0.0,0,0,0,0,0,0,0
19800206,4350,4390,4310,4310,90,2140,0,0,0.0,0,0,0,0,0,0,0
19800207,4320,4390,4320,4350,40,1250,0,0,0.0,0,0,0,0,0,0,0
19800208,4340,4340,4280,4280,70,2510,0,0,0.0,0,0,0,0,0,0,0
19800209,4250,4300,4250,4300,20,740,0,0,0.0,0,0,0,0,0,0,0
19800211,4300,4300,4300,4300,0,2630,0,0,0.0,0,0,0,0,0,0,0
19800212,4300,4320,4300,4320,20,2160,0,0,0.0,0,0,0,0,0,0,0
19800213,4300,4300,4230,4260,60,940,0,0,0.0,0,0,0,0,0,0,0
19800214,4300,4320,4300,4310,50,1120,0,0,0.0,0,0,0,0,0,0,0
