day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for_perc,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
20210324,775000,775000,775000,775000,0,0,31279739,0,44.31,0,0,0,0,0,0,0
20210323,809000,814000,774000,775000,30000,727322,31279271,-117821,44.31,-11737,775000,775000,774000,775000,0,5850
20210322,826000,828000,796000,805000,25000,595899,31396780,-69180,44.48,-1832,803000,803000,801000,803000,-2000,6336
20210319,840000,846000,829000,830000,31000,537750,31459432,-181450,44.56,-46847,832000,834000,832000,834000,4000,7129
20210318,865000,875000,857000,861000,4000,554558,31631916,-32562,44.81,-78353,862000,862000,857000,857000,-4000,5453
20210317,881000,882000,843000,857000,34000,780786,31661556,-169716,44.85,-52913,858000,858000,854000,857000,0,4724
20210316,917000,935000,885000,891000,75000,941008,31816523,-290280,45.07,-142514,892000,892000,889000,889000,-2000,7515
20210315,960000,975000,948000,966000,22000,336241,32106803,81334,45.48,31895,961000,965000,959000,963000,-3000,3372
20210312,962000,963000,940000,944000,5000,255668,32025985,34738,45.37,5042,943000,943000,935000,935000,-9000,2550
20210311,907000,943000,895000,939000,48000,601480,31991247,236615,45.32,-7791,939000,944000,939000,944000,5000,3082
20210310,910000,914000,886000,891000,30000,364520,31757238,134547,44.99,-46506,890000,890000,886000,886000,-5000,1344
20210309,888000,890000,850000,861000,29000,436628,31622691,-60841,44.8,18232,861000,866000,860000,866000,5000,1819
20210308,911000,915000,889000,890000,14000,289075,31683532,1659,44.88,-17555,889000,889000,883000,884000,-6000,1425
20210305,853000,922000,853000,904000,39000,548940,31681873,109750,44.88,45272,907000,907000,902000,902000,-2000,1816
20210304,870000,876000,855000,865000,5000,348607,31572072,-13292,44.72,-34346,866000,866000,866000,866000,1000,1391
20210303,883000,894000,863000,870000,21000,416803,31585570,-144807,44.74,31467,872000,877000,872000,877000,7000,3518
