day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for_perc,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
19870527,2650,2650,2650,2650,0,0,0,0,0.0,0,0,0,0,0,0,0
19870528,2800,2800,2800,2800,150,0,0,0,0.0,0,0,0,0,0,0,0
19870529,2950,2950,2950,2950,150,0,0,0,0.0,0,0,0,0,0,0,0
19870530,3100,3100,3100,3100,150,0,0,0,0.0,0,0,0,0,0,0,0
19870601,3250,3250,3250,3250,150,0,0,0,0.0,0,0,0,0,0,0,0
19870602,3400,3400,3400,3400,150,0,0,0,0.0,0,0,0,0,0,0,0
19870603,3550,3550,3550,3550,150,0,0,0,0.0,0,0,0,0,0,0,0
19870604,3750,3750,3750,3750,200,0,0,0,0.0,0,0,0,0,0,0,0
19870605,3750,3750,3750,3750,0,0,0,0,0.0,0,0,0,0,0,0,0
19870608,3950,3950,3950,3950,200,0,0,0,0.0,0,0,0,0,0,0,0
19870609,4150,4150,4150,4150,200,0,0,0,0.0,0,0,0,0,0,0,0
19870610,4350,4350,4350,4350,200,0,0,0,0.0,0,0,0,0,0,0,0
19870611,4550,4550,4550,4550,200,0,0,0,0.0,0,0,0,0,0,0,0
19870612,4750,4750,4750,4750,200,0,0,0,0.0,0,0,0,0,0,0,0
19870613,4950,4950,4950,4950,200,0,0,0,0.0,0,0,0,0,0,0,0
19870615,5150,5150,5150,5150,200,0,0,0,0.0,0,0,0,0,0,0,0
19870616,5450,5450,5450,5450,300,0,0,0,0.0,0,0,0,0,0,0,0
19870617,5750,5750,5750,5750,300,0,0,0,0.0,0,0,0,0,0,0,0
19870618,6050,6050,6050,6050,300,0,0,0,0.0,0,0,0,0,0,0,0
19870619,6350,6350,6350,6350,300,0,0,0,0.0,0,0,0,0,0,0,0
19870620,6650,6650,6650,6650,300,0,0,0,0.0,0,0,0,0,0,0,0
19870622,6950,6950,6950,6950,300,0,0,0,0.0,0,0,0,0,0,0,0
19870623,7250,7250,7250,7250,300,0,0,0,0.0,0,0,0,0,0,0,0
19870624,7550,7550,7550,7550,300,0,0,0,0.0,0,0,0,0,0,0,0
19870625,7950,7950,7950,7950,400,0,0,0,0.0,0,0,0,0,0,0,0
19870626,8350,8350,8350,8350,400,0,0,0,0.0,0,0,0,0,0,0,0
19870627,8550,8550,8550,8550,200,20,0,0,0.0,0,0,0,0,0,0,0
19870629,8950,8950,8950,8950,400,0,0,0,0.0,0,0,0,0,0,0,0
19870630,9350,9350,9350,9350,400,0,0,0,0.0,0,0,0,0,0,0,0
19870701,9750,9750,9750,9750,400,200,0,0,0.0,0,0,0,0,0,0,0
19870702,10150,10150,10150,10150,400,1600,0,0,0.0,0,0,0,0,0,0,0
19870703,10650,10650,10650,10650,500,0,0,0,0.0,0,0,0,0,0,0,0
19870704,11150,11150,11150,11150,500,0,0,0,0.0,0,0,0,0,0,0,0
19870706,11650,11650,11650,11650,500,0,0,0,0.0,0,0,0,0,0,0,0
19870707,12150,12150,12150,12150,500,0,0,0,0.0,0,0,0,0,0,0,0
19870708,12350,12350,12350,12350,200,1020,0,0,0.0,0,0,0,0,0,0,0
19870709,12350,12350,12350,12350,0,0,0,0,0.0,0,0,0,0,0,0,0
19870710,12850,12850,12850,12850,500,0,0,0,0.0,0,0,0,0,0,0,0
19870711,13350,13350,13350,13350,500,0,0,0,0.0,0,0,0,0,0,0,0
19870713,13350,13350,13350,13350,0,20,0,0,0.0,0,0,0,0,0,0,0
19870714,13350,13350,13350,13350,0,0,0,0,0.0,0,0,0,0,0,0,0
19870715,13350,13350,13350,13350,0,0,0,0,0.0,0,0,0,0,0,0,0
19870716,13350,13350,13350,13350,0,0,0,0,0.0,0,0,0,0,0,0,0
19870718,13350,13350,13350,13350,0,0,0,0,0.0,0,0,0,0,0,0,0
19870720,13350,13350,13350,13350,0,0,0,0,0.0,0,0,0,0,0,0,0
19870721,13350,13350,13350,13350,0,0,0,0,0.0,0,0,0,0,0,0,0
19870722,13350,13350,13350,13350,0,0,0,0,0.0,0,0,0,0,0,0,0
19870723,13350,13350,13350,13350,0,0,0,0,0.0,0,0,0,0,0,0,0
19870724,13350,13350,13350,13350,0,0,0,0,0.0,0,0,0,0,0,0,0
19870725,13350,13350,13350,13350,0,0,0,0,0.0,0,0,0,0,0,0,0
19870727,13350,13350,13350,13350,0,0,0,0,0.0,0,0,0,0,0,0,0
19870728,13350,13350,13350,13350,0,0,0,0,0.0,0,0,0,0,0,0,0
19870729,13350,13350,13350,13350,0,0,0,0,0.0,0,0,0,0,0,0,0
19870730,13850,13850,13850,13850,500,0,0,0,0.0,0,0,0,0,0,0,0
