day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
20210326,9020,9040,8940,9020,40,18091,20055,0,0.95,0,9020,9020,9020,9020,0,0
20210325,9020,9070,8930,8980,0,25401,20055,1457,0.95,0,9000,9000,8980,8980,0,100
20210324,9040,9090,8920,8980,60,23031,18598,92,0.89,0,8980,8980,8980,8980,0,0
20210323,9110,9180,9000,9040,40,12330,18506,-1869,0.88,0,9040,9040,9040,9040,0,0
20210322,9150,9200,9000,9080,70,17146,20375,853,0.97,0,9080,9080,9080,9080,0,82
20210319,9100,9170,9010,9150,30,7847,19522,0,0.92,0,9150,9150,9150,9150,0,0
20210318,9230,9290,9100,9180,30,10091,19522,-390,0.92,0,9170,9170,9170,9170,-10,62
20210317,9280,9350,9070,9210,50,22992,19912,-144,0.95,0,9200,9200,9200,9200,-10,2
20210316,9260,9380,9170,9260,0,13954,20056,234,0.95,0,9260,9260,9260,9260,0,0
20210315,9140,9500,9050,9260,150,37557,19822,-45,0.95,0,9260,9260,9260,9260,0,18
20210312,9100,9190,9000,9110,10,11821,19867,45,0.95,0,9100,9100,9100,9100,-10,2
20210311,8960,9190,8870,9100,130,14030,19822,185,0.95,0,9170,9170,9100,9150,50,22
20210310,9100,9170,8830,8970,60,19542,19637,186,0.94,0,8970,8970,8970,8970,0,5
20210309,9000,9080,8800,9030,30,18954,19451,1206,0.92,0,9150,9150,9080,9080,50,2
20210308,9200,9270,9000,9000,200,14202,18245,41,0.87,0,9000,9000,9000,9000,0,0
20210305,9190,9200,9040,9200,40,11915,18204,183,0.87,0,9200,9200,9200,9200,0,105
20210304,9260,9310,9150,9240,70,12195,18021,-571,0.86,0,9250,9250,9250,9250,10,10
20210303,9250,9350,9170,9310,220,36443,18592,202,0.89,0,9300,9300,9300,9300,-10,1
20210302,9100,9180,8990,9090,100,17111,18390,-259,0.88,0,9090,9350,9080,9300,210,7567
20210226,8980,9050,8900,8990,210,32011,18649,-1088,0.89,0,8990,8990,8990,8990,0,1
20210225,8990,9240,8880,9200,400,28969,19737,330,0.94,0,9080,9100,9080,9100,-100,124
20210224,9000,9060,8800,8800,250,25217,19407,-1133,0.92,0,8800,8850,8800,8850,50,11
