day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for_perc,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
20210330,97000,97000,95800,95800,-600,139196,1687651,-4688,6.8,1428,95900,95900,95700,95800,0,4881
20210329,97300,97600,96100,96400,500,158118,1692339,1172,6.84,-6044,96400,96400,96300,96400,0,2494
20210326,98000,99400,96300,96900,200,189994,1691167,432,6.83,-15136,97000,97000,96700,96700,-200,2956
20210325,97800,97800,96200,96700,1000,171351,1690735,-9398,6.83,-19899,96700,96700,96200,96300,-400,3312
20210324,98300,99100,97400,97700,100,153844,1700133,-9662,6.87,4517,97700,97900,97500,97700,0,1847
20210323,98900,100900,97500,97800,500,364243,1709399,21313,6.91,4263,97900,98000,97900,97900,100,2927
20210322,97700,99000,97000,97300,200,170638,1688086,-4068,6.82,243,97200,97300,97000,97100,-200,5452
20210319,95800,98000,95800,97500,300,184740,1692154,6662,6.84,-8382,97500,98200,97500,98200,700,5016
20210318,99200,100500,97200,97200,100,350447,1685492,-12961,6.8,-8443,97200,97300,97000,97100,-100,10252
20210317,98000,98100,96400,97100,900,248374,1698453,8422,6.86,-4680,97100,98100,97100,98000,900,5772
20210316,103200,104100,97500,98000,4700,565087,1690031,-29316,6.83,-16212,97900,97900,97600,97600,-400,7226
20210315,100100,104100,99400,102700,3600,334241,1719347,10034,6.95,-2854,103500,103500,102600,103200,500,7683
20210312,97400,99800,96800,99100,2600,242269,1709313,19834,6.91,1285,99100,99100,98500,98900,-200,5833
20210311,95100,99700,95100,96500,1400,266496,1689479,22263,6.83,-1421,96600,97000,96600,97000,500,3476
20210310,99700,100000,95100,95100,3700,257548,1667163,-55367,6.74,-16195,95100,95100,94700,94800,-300,4314
20210309,95600,100900,93100,98800,3600,555491,1722530,35089,6.96,22472,99500,99500,98800,98800,0,7350
20210308,98600,100100,95100,95200,2500,295040,1687441,7593,6.82,-366,95000,95100,94500,94500,-700,6189
20210305,97500,98300,96200,97700,1800,221594,1679848,-5742,6.79,-2326,97700,97700,97000,97000,-700,6819
