day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for_perc,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
19880509,19000,19000,19000,19000,0,0,0,0,0.0,0,0,0,0,0,0,0
19880510,19200,19200,19200,19200,200,0,0,0,0.0,0,0,0,0,0,0,0
19880511,20000,20000,20000,20000,800,0,0,0,0.0,0,0,0,0,0,0,0
19880512,21000,21000,21000,21000,1000,0,0,0,0.0,0,0,0,0,0,0,0
19880513,21000,21000,21000,21000,0,0,0,0,0.0,0,0,0,0,0,0,0
19880514,22000,22000,22000,22000,1000,0,0,0,0.0,0,0,0,0,0,0,0
19880516,22700,22700,22700,22700,700,0,0,0,0.0,0,0,0,0,0,0,0
19880517,23700,23700,23700,23700,1000,0,0,0,0.0,0,0,0,0,0,0,0
19880518,24700,24700,24700,24700,1000,0,0,0,0.0,0,0,0,0,0,0,0
19880519,24700,24700,24700,24700,0,0,0,0,0.0,0,0,0,0,0,0,0
19880520,24000,24000,24000,24000,700,0,0,0,0.0,0,0,0,0,0,0,0
19880521,23800,25000,23800,25000,1000,3000,0,0,0.0,0,0,0,0,0,0,0
19880524,25000,25000,24000,24000,1000,550,0,0,0.0,0,0,0,0,0,0,0
19880525,23500,23800,23300,23800,200,2820,0,0,0.0,0,0,0,0,0,0,0
19880526,24000,24600,24000,24600,800,11070,0,0,0.0,0,0,0,0,0,0,0
19880527,24300,24300,24000,24100,500,5940,0,0,0.0,0,0,0,0,0,0,0
19880528,24000,24500,23800,24000,100,10200,0,0,0.0,0,0,0,0,0,0,0
19880530,24200,24200,23700,23700,300,4090,0,0,0.0,0,0,0,0,0,0,0
19880531,23500,23600,23500,23600,100,12010,0,0,0.0,0,0,0,0,0,0,0
19880601,24600,24600,24200,24200,600,900,0,0,0.0,0,0,0,0,0,0,0
19880602,24200,24200,23600,23600,600,370,0,0,0.0,0,0,0,0,0,0,0
19880603,23600,24100,23600,24100,500,2910,0,0,0.0,0,0,0,0,0,0,0
19880604,24000,24000,24000,24000,100,102000,0,0,0.0,0,0,0,0,0,0,0
19880607,24000,24600,24000,24600,600,17010,0,0,0.0,0,0,0,0,0,0,0
19880608,24700,24700,24500,24500,100,2670,0,0,0.0,0,0,0,0,0,0,0
19880609,24500,24500,24500,24500,0,1210,0,0,0.0,0,0,0,0,0,0,0
19880610,25000,25000,24200,24500,0,4170,0,0,0.0,0,0,0,0,0,0,0
19880611,23500,23500,23500,23500,1000,150,0,0,0.0,0,0,0,0,0,0,0
19880613,23000,23000,23000,23000,500,50,0,0,0.0,0,0,0,0,0,0,0
19880614,23300,23300,23200,23200,200,110,0,0,0.0,0,0,0,0,0,0,0
19880615,22300,23000,22300,23000,200,210,0,0,0.0,0,0,0,0,0,0,0
19880616,23000,23000,23000,23000,0,120,0,0,0.0,0,0,0,0,0,0,0
19880617,22900,22900,22900,22900,100,10,0,0,0.0,0,0,0,0,0,0,0
19880618,22900,23000,22900,23000,100,1720,0,0,0.0,0,0,0,0,0,0,0
19880620,23000,23000,23000,23000,0,180,0,0,0.0,0,0,0,0,0,0,0
19880621,22800,22800,22800,22800,200,20,0,0,0.0,0,0,0,0,0,0,0
19880622,22000,22000,22000,22000,800,80,0,0,0.0,0,0,0,0,0,0,0
19880623,22000,22000,22000,22000,0,260,0,0,0.0,0,0,0,0,0,0,0
19880624,22000,22000,22000,22000,0,480,0,0,0.0,0,0,0,0,0,0,0
19880625,22000,22000,21500,21500,500,280,0,0,0.0,0,0,0,0,0,0,0
19880627,20500,21500,20500,21500,0,160,0,0,0.0,0,0,0,0,0,0,0
19880628,20500,20500,20500,20500,1000,150,0,0,0.0,0,0,0,0,0,0,0
19880629,20700,20800,20700,20700,200,100590,0,0,0.0,0,0,0,0,0,0,0
19880630,21000,21000,21000,21000,300,1620,0,0,0.0,0,0,0,0,0,0,0
19880701,21000,21000,20900,20900,100,490,0,0,0.0,0,0,0,0,0,0,0
19880702,20900,20900,20700,20900,0,250,0,0,0.0,0,0,0,0,0,0,0
19880704,20900,20900,20900,20900,0,0,0,0,0.0,0,0,0,0,0,0,0
19880705,20700,20700,20700,20700,200,160,0,0,0.0,0,0,0,0,0,0,0
19880706,20900,20900,20500,20900,200,5560,0,0,0.0,0,0,0,0,0,0,0
19880707,20800,20800,20700,20800,100,20160,0,0,0.0,0,0,0,0,0,0,0
19880708,20200,20800,20000,20800,0,407870,0,0,0.0,0,0,0,0,0,0,0
19880709,21100,21200,20800,20800,0,1090,0,0,0.0,0,0,0,0,0,0,0
19880711,20400,20800,20400,20800,0,1010,0,0,0.0,0,0,0,0,0,0,0
19880712,20800,20800,20400,20500,300,810,0,0,0.0,0,0,0,0,0,0,0
19880713,20500,20500,20300,20400,100,290,0,0,0.0,0,0,0,0,0,0,0
19880714,20200,20400,20200,20400,0,330,0,0,0.0,0,0,0,0,0,0,0
19880715,20200,20200,20000,20000,400,210,0,0,0.0,0,0,0,0,0,0,0
19880716,19900,19900,19900,19900,100,10,0,0,0.0,0,0,0,0,0,0,0
19880718,19800,20600,19800,20600,700,600,0,0,0.0,0,0,0,0,0,0,0
19880719,20100,20100,20100,20100,500,260,0,0,0.0,0,0,0,0,0,0,0
19880720,20400,20400,19800,20200,100,11090,0,0,0.0,0,0,0,0,0,0,0
19880721,20000,20000,20000,20000,200,0,0,0,0.0,0,0,0,0,0,0,0
19880722,20400,20600,20400,20600,600,6080,0,0,0.0,0,0,0,0,0,0,0
19880723,20500,21600,20400,21100,500,13650,0,0,0.0,0,0,0,0,0,0,0
19880725,21900,22100,21600,22000,900,11610,0,0,0.0,0,0,0,0,0,0,0
19880726,22500,22800,21500,22000,0,9590,0,0,0.0,0,0,0,0,0,0,0
19880727,22000,22000,21100,21500,500,60440,0,0,0.0,0,0,0,0,0,0,0
19880728,21000,21000,21000,21000,500,790,0,0,0.0,0,0,0,0,0,0,0
19880729,21000,21800,21000,21800,800,12780,0,0,0.0,0,0,0,0,0,0,0
19880730,22000,22500,22000,22000,200,10350,0,0,0.0,0,0,0,0,0,0,0
19880801,21000,21700,21000,21700,300,500,0,0,0.0,0,0,0,0,0,0,0
19880802,21000,21000,21000,21000,700,100,0,0,0.0,0,0,0,0,0,0,0
19880803,20500,20500,20000,20400,600,1690,0,0,0.0,0,0,0,0,0,0,0
19880804,20400,20400,20400,20400,0,0,0,0,0.0,0,0,0,0,0,0,0
19880805,19400,20400,19400,20400,0,1070,0,0,0.0,0,0,0,0,0,0,0
19880806,20400,20700,20400,20700,300,1270,0,0,0.0,0,0,0,0,0,0,0
19880808,20700,20700,20600,20600,100,1000,0,0,0.0,0,0,0,0,0,0,0
19880809,19800,20000,19800,20000,600,1390,0,0,0.0,0,0,0,0,0,0,0
19880810,19500,19500,19500,19500,500,0,0,0,0.0,0,0,0,0,0,0,0
19880811,18700,20000,18700,20000,500,2540,0,0,0.0,0,0,0,0,0,0,0
19880812,19000,20500,19000,20400,400,4070,0,0,0.0,0,0,0,0,0,0,0
19880813,20000,20000,19800,19800,600,180,0,0,0.0,0,0,0,0,0,0,0
19880816,19800,19800,19800,19800,0,60,0,0,0.0,0,0,0,0,0,0,0
19880817,20000,20000,19800,20000,200,420,0,0,0.0,0,0,0,0,0,0,0
19880818,19800,19800,19700,19800,200,640,0,0,0.0,0,0,0,0,0,0,0
19880819,19900,19900,19500,19500,300,230,0,0,0.0,0,0,0,0,0,0,0
19880820,19500,19500,19100,19100,400,330,0,0,0.0,0,0,0,0,0,0,0
19880822,19100,19500,19100,19500,400,270,0,0,0.0,0,0,0,0,0,0,0
19880823,19400,19400,19400,19400,100,10,0,0,0.0,0,0,0,0,0,0,0
19880824,19000,19500,19000,19000,400,270,0,0,0.0,0,0,0,0,0,0,0
19880825,18600,19000,18600,18700,300,280,0,0,0.0,0,0,0,0,0,0,0
19880826,19000,19000,18500,18500,200,500,0,0,0.0,0,0,0,0,0,0,0
19880827,18000,18000,18000,18000,500,50,0,0,0.0,0,0,0,0,0,0,0
19880829,17500,17500,17300,17500,500,640,0,0,0.0,0,0,0,0,0,0,0
19880830,18300,18300,18300,18300,800,440,0,0,0.0,0,0,0,0,0,0,0
19880831,18600,18600,17700,17700,600,570,0,0,0.0,0,0,0,0,0,0,0
19880901,17700,18500,17700,18500,800,2190,0,0,0.0,0,0,0,0,0,0,0
19880902,19000,19000,18500,18600,100,1970,0,0,0.0,0,0,0,0,0,0,0
19880903,18550,18550,18400,18400,200,420,0,0,0.0,0,0,0,0,0,0,0
19880905,18400,18400,18400,18400,0,600,0,0,0.0,0,0,0,0,0,0,0
19880906,18200,18200,18000,18000,400,200,0,0,0.0,0,0,0,0,0,0,0
19880907,17900,17900,17900,17900,100,920,0,0,0.0,0,0,0,0,0,0,0
19880908,17900,17900,17700,17900,0,50840,0,0,0.0,0,0,0,0,0,0,0
19880909,18200,18200,18200,18200,300,1050,0,0,0.0,0,0,0,0,0,0,0
19880910,18200,18800,18200,18500,300,2110,0,0,0.0,0,0,0,0,0,0,0
19880912,18500,18500,18300,18300,200,610,0,0,0.0,0,0,0,0,0,0,0
19880913,18500,18500,18000,18000,300,690,0,0,0.0,0,0,0,0,0,0,0
19880914,18000,18100,18000,18100,100,2100,0,0,0.0,0,0,0,0,0,0,0
19880915,18100,18300,18100,18200,100,5450,0,0,0.0,0,0,0,0,0,0,0
19880916,18200,18200,18000,18000,200,9250,0,0,0.0,0,0,0,0,0,0,0
19880919,18200,18200,18100,18100,100,400,0,0,0.0,0,0,0,0,0,0,0
