day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for_perc,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
19950818,22200,22200,22200,22200,0,0,0,0,0.0,0,0,0,0,0,0,0
19950819,23500,23500,23500,23500,1300,0,0,0,0.0,0,0,0,0,0,0,0
19950821,24900,24900,24900,24900,1400,0,0,0,0.0,0,0,0,0,0,0,0
19950822,26300,26300,26300,26300,1400,0,0,0,0.0,0,0,0,0,0,0,0
19950823,26300,26300,26300,26300,0,0,0,0,0.0,0,0,0,0,0,0,0
19950824,27800,27800,27800,27800,1500,0,0,0,0.0,0,0,0,0,0,0,0
19950825,29400,29400,29400,29400,1600,0,0,0,0.0,0,0,0,0,0,0,0
19950826,31100,31100,31100,31100,1700,0,0,0,0.0,0,0,0,0,0,0,0
19950828,32900,32900,32900,32900,1800,0,0,0,0.0,0,0,0,0,0,0,0
19950829,34800,34800,34800,34800,1900,0,0,0,0.0,0,0,0,0,0,0,0
19950830,36800,36800,36800,36800,2000,0,0,0,0.0,0,0,0,0,0,0,0
19950831,39000,39000,39000,39000,2200,0,0,0,0.0,0,0,0,0,0,0,0
19950901,41300,41300,41300,41300,2300,0,0,0,0.0,0,0,0,0,0,0,0
19950902,43700,43700,43700,43700,2400,0,0,0,0.0,0,0,0,0,0,0,0
19950904,43700,43700,43700,43700,0,0,0,0,0.0,0,0,0,0,0,0,0
19950905,46300,46300,46300,46300,2600,0,0,0,0.0,0,0,0,0,0,0,0
19950906,46300,46300,46300,46300,0,0,0,0,0.0,0,0,0,0,0,0,0
19950907,49000,49000,49000,49000,2700,0,0,0,0.0,0,0,0,0,0,0,0
19950911,51900,51900,51900,51900,2900,10,0,0,0.0,0,0,0,0,0,0,0
19950912,51900,51900,51900,51900,0,0,0,0,0.0,0,0,0,0,0,0,0
19950913,55000,55000,55000,55000,3100,0,0,0,0.0,0,0,0,0,0,0,0
19950914,55000,55000,55000,55000,0,0,0,0,0.0,0,0,0,0,0,0,0
19950915,55000,55000,55000,55000,0,0,0,0,0.0,0,0,0,0,0,0,0
19950916,55000,55000,55000,55000,0,0,0,0,0.0,0,0,0,0,0,0,0
19950918,58300,58300,58300,58300,3300,0,0,0,0.0,0,0,0,0,0,0,0
19950919,58300,58300,58300,58300,0,0,0,0,0.0,0,0,0,0,0,0,0
19950920,58300,58300,58300,58300,0,0,0,0,0.0,0,0,0,0,0,0,0
19950921,61700,61700,61700,61700,3400,0,0,0,0.0,0,0,0,0,0,0,0
19950922,65400,65400,65400,65400,3700,0,0,0,0.0,0,0,0,0,0,0,0
19950923,65400,65400,65400,65400,0,0,0,0,0.0,0,0,0,0,0,0,0
19950925,65400,65400,65400,65400,0,0,0,0,0.0,0,0,0,0,0,0,0
19950926,65400,65400,65400,65400,0,0,0,0,0.0,0,0,0,0,0,0,0
19950927,69300,69300,69300,69300,3900,0,0,0,0.0,0,0,0,0,0,0,0
19950928,69300,69300,69300,69300,0,0,0,0,0.0,0,0,0,0,0,0,0
19950929,69300,69300,69300,69300,0,0,0,0,0.0,0,0,0,0,0,0,0
19950930,69300,69300,69300,69300,0,0,0,0,0.0,0,0,0,0,0,0,0
19951002,73400,73400,73400,73400,4100,0,0,0,0.0,0,0,0,0,0,0,0
19951004,73400,73400,73400,73400,0,0,0,0,0.0,0,0,0,0,0,0,0
19951005,73400,73400,73400,73400,0,0,0,0,0.0,0,0,0,0,0,0,0
19951006,73400,73400,73400,73400,0,0,0,0,0.0,0,0,0,0,0,0,0
19951007,73400,73400,73400,73400,0,0,0,0,0.0,0,0,0,0,0,0,0
19951009,73400,73400,73400,73400,0,0,0,0,0.0,0,0,0,0,0,0,0
19951010,73400,73400,73400,73400,0,0,0,0,0.0,0,0,0,0,0,0,0
19951011,73400,73400,73400,73400,0,0,0,0,0.0,0,0,0,0,0,0,0
19951012,73400,73400,73400,73400,0,0,0,0,0.0,0,0,0,0,0,0,0
19951013,73400,73400,73400,73400,0,0,0,0,0.0,0,0,0,0,0,0,0
19951014,73400,73400,73400,73400,0,0,0,0,0.0,0,0,0,0,0,0,0
19951016,73400,73400,73400,73400,0,0,0,0,0.0,0,0,0,0,0,0,0
