day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
20210326,17615,17940,17540,17905,345,5123,0,0,0,-2529,17905,17905,17905,17905,0,0
20210325,17800,17940,17530,17560,585,3503,0,0,0,-1348,17560,17560,17560,17560,0,0
20210324,17810,18150,17770,18145,420,6993,0,0,0,-562,18145,18145,18145,18145,0,0
20210323,18890,19035,18340,18565,60,11663,0,0,0,4486,18565,18565,18565,18565,0,0
20210322,18370,18690,18295,18505,495,8587,0,0,0,7100,18505,18505,18505,18505,0,0
20210319,18205,18395,17700,18010,545,14595,0,0,0,4074,18010,18010,18010,18010,0,0
20210318,18930,18980,18420,18555,55,31732,0,0,0,16156,18555,18555,18555,18555,0,0
20210317,18140,18520,18020,18500,280,9095,0,0,0,-1610,18500,18500,18500,18500,0,0
20210316,18785,18920,18590,18780,40,19918,0,0,0,-15816,18780,18780,18780,18780,0,0
20210315,19165,19185,18590,18740,175,18206,0,0,0,5860,18740,18740,18740,18740,0,0
20210312,18835,18860,18400,18565,95,19392,0,0,0,-8501,18565,18565,18565,18565,0,0
20210311,17895,18675,17745,18660,1035,13395,0,0,0,827,18660,18660,18660,18660,0,0
20210310,17760,17875,17490,17625,370,24684,0,0,0,-6388,17625,17625,17625,17625,0,0
20210309,18410,18695,17995,17995,125,20620,0,0,0,2874,17990,17990,17990,17990,-5,5
20210308,18950,19025,17730,17870,135,31681,0,0,0,4495,17870,17870,17870,17870,0,0
20210305,17005,18130,16775,18005,830,44543,0,0,0,-7632,18005,18005,18005,18005,0,0
20210304,18405,18975,17570,18835,415,7786,0,0,0,483,18835,18835,18835,18835,0,0
20210303,19540,19665,19195,19250,755,30998,0,0,0,5023,19250,19250,19250,19250,0,0
20210302,18720,18735,18075,18495,1245,34368,0,0,0,3673,18650,18650,18650,18650,155,100
20210226,19635,20035,19485,19740,1215,47243,0,0,0,-3136,19740,19740,19740,19740,0,90
20210225,20820,21170,20580,20955,1650,31691,0,0,0,-8874,20950,20950,20950,20950,-5,7
20210224,19605,19925,19085,19305,90,31455,0,0,0,7746,19305,19305,19305,19305,0,0
20210223,19055,19830,18965,19395,90,36019,0,0,0,-10479,19395,19395,19395,19395,0,0
20210222,18710,19700,18705,19485,1915,54581,0,0,0,-15841,19485,19485,19415,19415,-70,13
20210219,16990,17570,16845,17570,645,37345,0,0,0,-7014,17570,17570,17570,17570,0,0
20210218,16275,16925,16260,16925,680,12240,0,0,0,-3381,16925,16925,16925,16925,0,0
20210217,16305,16390,16245,16245,50,10486,0,0,0,-1699,16245,16245,16245,16245,0,0
20210216,16235,16405,16100,16195,85,32099,0,0,0,9033,16195,16195,16195,16195,0,0
20210215,16055,16320,16040,16280,450,17537,0,0,0,-4786,16280,16280,16280,16280,0,0
20210210,15350,15855,15335,15830,685,34747,0,0,0,-22479,15830,15830,15830,15830,0,100
20210209,15020,15195,14980,15145,500,14247,0,0,0,3267,15145,15145,15145,15145,0,0
20210208,14755,14755,14615,14645,425,8956,0,0,0,4837,14645,14645,14645,14645,0,0
20210205,14125,14235,14055,14220,70,3904,0,0,0,-92,14220,14220,14220,14220,0,0
