day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
20210326,9315,9315,9215,9220,70,24926,0,0,0.0,-298,9220,9220,9220,9220,0,0
20210325,9060,9150,9015,9150,335,5436,0,0,0.0,-383,9150,9150,9150,9150,0,0
20210324,9540,9555,9475,9485,415,618,0,0,0.0,582,9485,9485,9485,9485,0,0
20210323,9030,9095,9030,9070,30,26,0,0,0.0,-2,9070,9070,9070,9070,0,0
20210322,9080,9115,9025,9040,245,11193,0,0,0.0,-496,9040,9040,9040,9040,0,0
20210319,9265,9320,9150,9285,620,7868,0,0,0.0,158,9285,9285,9285,9285,0,0
20210318,8620,8665,8620,8665,125,17182,0,0,0.0,-6,8665,8665,8665,8665,0,0
20210317,8570,8590,8535,8540,45,226,0,0,0.0,-26,8540,8540,8540,8540,0,0
20210316,8520,8610,8520,8585,165,326,0,0,0.0,122,8585,8585,8585,8585,0,0
20210315,8440,8445,8385,8420,40,103,0,0,0.0,-103,8420,8420,8420,8420,0,0
20210312,8445,8460,8445,8460,125,454,0,0,0.0,182,8460,8460,8460,8460,0,0
20210311,8630,8630,8570,8585,235,264,0,0,0.0,76,8585,8585,8585,8585,0,0
20210310,8710,8820,8665,8820,305,153,0,0,0.0,139,8820,8820,8820,8820,0,0
20210309,8615,8625,8515,8515,245,1295,0,0,0.0,824,8515,8515,8515,8515,0,0
20210308,8290,8330,8220,8270,400,1270,0,0,0.0,384,8270,8270,8270,8270,0,0
20210305,8745,8765,8660,8670,440,2254,0,0,0.0,-2204,8670,8670,8670,8670,0,0
20210304,9230,9230,9080,9110,255,286,0,0,0.0,-148,9110,9110,9110,9110,0,0
20210303,9440,9445,9350,9365,45,1553,0,0,0.0,1443,9365,9365,9365,9365,0,0
20210302,9315,9425,9315,9320,320,7040,0,0,0.0,1864,9320,9320,9320,9320,0,0
20210226,8865,9000,8865,9000,125,3265,0,0,0.0,-2610,9000,9000,9000,9000,0,0
20210225,8875,8900,8850,8875,330,1458,0,0,0.0,22,8875,8875,8875,8875,0,0
20210224,9150,9205,9150,9205,180,397,0,0,0.0,189,9205,9205,9205,9205,0,0
20210223,9130,9155,8955,9025,385,674,0,0,0.0,-670,9025,9025,9025,9025,0,0
20210222,9450,9450,9410,9410,90,682,0,0,0.0,-682,9410,9410,9410,9410,0,0
20210219,9450,9555,9450,9500,345,368,0,0,0.0,-360,9500,9500,9500,9500,0,0
20210218,9205,9205,9090,9155,235,311,0,0,0.0,-311,9155,9155,9155,9155,0,0
20210217,9420,9420,9365,9390,20,34,0,0,0.0,-4,9390,9390,9390,9390,0,0
20210216,9370,9370,9370,9370,45,1,0,0,0.0,1,9370,9370,9370,9370,0,0
20210215,9450,9450,9325,9325,405,426,0,0,0.0,-371,9325,9325,9325,9325,0,0
20210210,9705,9730,9700,9730,45,294,0,0,0.0,124,9730,9730,9730,9730,0,0
20210209,9775,9775,9685,9685,205,168,0,0,0.0,-168,9685,9685,9685,9685,0,0
20210208,9895,9895,9875,9890,105,1910,0,0,0.0,1346,9890,9890,9890,9890,0,0
20210205,10055,10055,9995,9995,110,552,0,0,0.0,-552,9995,9995,9995,9995,0,0
20210204,10145,10145,10095,10105,220,247,0,0,0.0,-112,10105,10105,10105,10105,0,0
20210203,10300,10325,10300,10325,110,173,0,0,0.0,61,10325,10325,10325,10325,0,0
20210202,10570,10580,10435,10435,355,557,0,0,0.0,-371,10435,10435,10435,10435,0,0
20210201,10875,10880,10790,10790,65,1071,0,0,0.0,445,10790,10790,10790,10790,0,0
20210129,10855,10855,10855,10855,60,0,0,0,0.0,0,0,0,0,0,0,0
20210128,10795,10795,10795,10795,95,0,0,0,0.0,0,0,0,0,0,0,0
20210127,10730,10730,10700,10700,95,51,0,0,0.0,-51,10700,10700,10700,10700,0,0
20210126,10710,10795,10710,10795,30,338,0,0,0.0,-44,10795,10795,10795,10795,0,0
20210125,10820,10825,10820,10825,60,34,0,0,0.0,-34,10825,10825,10825,10825,0,0
20210122,10680,10765,10680,10765,60,403,0,0,0.0,375,10765,10765,10765,10765,0,0
20210121,10705,10705,10705,10705,90,623,0,0,0.0,-183,10705,10705,10705,10705,0,0
20210120,10670,10670,10615,10615,250,75,0,0,0.0,-75,10615,10615,10615,10615,0,0
20210119,10855,10865,10830,10865,40,228,0,0,0.0,-18,10865,10865,10865,10865,0,0
20210118,10870,10905,10870,10905,240,1197,0,0,0.0,1,10905,10905,10905,10905,0,0
20210115,10560,10665,10560,10665,50,353,0,0,0.0,-53,10665,10665,10665,10665,0,0
20210114,10700,10720,10700,10715,205,918,0,0,0.0,734,10715,10715,10715,10715,0,0
20210113,10605,10605,10495,10510,320,281,0,0,0.0,-281,10510,10510,10510,10510,0,0
20210112,10840,10840,10810,10830,70,598,0,0,0.0,-586,10830,10830,10830,10830,0,0
20210111,10790,10905,10790,10900,155,558,0,0,0.0,-546,10900,10900,10900,10900,0,0
20210108,11060,11080,11035,11055,15,149,0,0,0.0,-33,11055,11055,11055,11055,0,0
20210107,11145,11145,11040,11040,205,1101,0,0,0.0,234,11040,11040,11040,11040,0,0
20210106,11310,11310,11235,11245,680,6098,0,0,0.0,-296,11245,11245,11245,11245,0,0
20210105,11925,11925,11925,11925,270,1,0,0,0.0,1,11925,11925,11925,11925,0,0
20210104,11655,11655,11655,11655,80,300,0,0,0.0,-300,11655,11655,11655,11655,0,0
20201230,11775,11785,11735,11735,100,156,0,0,0.0,144,11735,11735,11735,11735,0,0
20201229,11865,11865,11835,11835,5,187,0,0,0.0,17,11835,11835,11835,11835,0,0
20201228,11850,11850,11830,11830,85,48,0,0,0.0,-48,11830,11830,11830,11830,0,0
20201224,11745,11745,11745,11745,490,10,0,0,0.0,-10,11745,11745,11745,11745,0,0
20201223,12235,12235,12235,12235,135,0,0,0,0.0,0,0,0,0,0,0,0
20201222,11875,12100,11860,12100,240,138,0,0,0.0,-96,12100,12100,12100,12100,0,0
20201221,11705,11905,11705,11860,100,17554,0,0,0.0,58,11860,11860,11860,11860,0,0
20201218,11725,11760,11725,11760,55,189,0,0,0.0,-149,11760,11760,11760,11760,0,0
20201217,11840,11840,11705,11705,260,40,0,0,0.0,-40,11705,11705,11705,11705,0,0
20201216,11940,11965,11930,11965,155,11806,0,0,0.0,-48,11965,11965,11965,11965,0,0
20201215,12055,12140,12045,12120,40,15232,0,0,0.0,3528,12120,12120,12120,12120,0,0
20201214,12125,12135,12080,12080,5,12428,0,0,0.0,-2870,12080,12080,12080,12080,0,0
20201211,12055,12075,11985,12075,300,128,0,0,0.0,-122,12075,12075,12075,12075,0,0
20201210,12375,12375,12375,12375,75,1,0,0,0.0,-1,12375,12375,12375,12375,0,0
20201209,12420,12450,12420,12450,50,19,0,0,0.0,1,12450,12450,12450,12450,0,0
20201208,12435,12500,12435,12500,180,118,0,0,0.0,96,12500,12500,12500,12500,0,0
20201207,12320,12320,12320,12320,120,0,0,0,0.0,0,0,0,0,0,0,0
20201204,12420,12420,12200,12200,355,431,0,0,0.0,-277,12200,12200,12200,12200,0,0
20201203,12615,12615,12520,12555,320,89768,0,0,0.0,-73,12555,12555,12555,12555,0,0
20201202,12870,12875,12870,12875,200,636,0,0,0.0,482,12875,12875,12875,12875,0,0
20201201,12685,12690,12675,12675,125,121,0,0,0.0,97,12675,12675,12675,12675,0,0
20201130,12660,12800,12660,12800,165,1069,0,0,0.0,9,12800,12800,12800,12800,0,0
20201127,12645,12645,12630,12635,235,308,0,0,0.0,308,12635,12635,12635,12635,0,0
20201126,12460,12460,12360,12400,165,176,0,0,0.0,-176,12400,12400,12400,12400,0,0
20201125,12725,12725,12500,12565,490,1079,0,0,0.0,-221,12565,12565,12565,12565,0,0
20201124,13195,13200,13045,13055,330,2761,0,0,0.0,-733,13055,13055,13055,13055,0,0
20201123,13440,13440,13385,13385,265,217,0,0,0.0,-157,13385,13385,13385,13385,0,0
20201120,13645,13650,13645,13650,20,2,0,0,0.0,0,13650,13650,13650,13650,0,0
20201119,13660,13710,13625,13670,95,56,0,0,0.0,-56,13670,13670,13670,13670,0,0
20201118,13815,13820,13735,13765,130,13,0,0,0.0,-11,13765,13765,13765,13765,0,0
20201117,13725,13725,13635,13635,325,826,0,0,0.0,-826,13635,13635,13635,13635,0,0
20201116,14030,14040,13940,13960,95,31,0,0,0.0,14,13960,13960,13960,13960,0,0
