day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
20210331,39500,40750,39500,39500,-250,2665,8525,223,1.59,-98,39500,39500,39500,39500,0,40
20210330,39900,41000,39750,39750,50,1308,8302,-311,1.55,98,39800,39800,39800,39800,50,5
20210329,41000,41000,39800,39800,350,3023,8613,-637,1.6,0,43150,43150,42850,42850,3050,8
20210326,40550,40750,40000,40150,400,2471,9250,446,1.72,0,40100,40100,40100,40100,-50,7
20210325,40300,40600,38900,40550,650,8647,8804,-394,1.64,-45,40600,40600,40600,40600,50,1
20210324,40000,40000,39000,39900,650,1148,9198,-104,1.71,-230,39900,39900,39900,39900,0,9
20210323,40100,40250,39250,39250,650,2462,9302,236,1.73,-71,39250,39250,39250,39250,0,0
20210322,40900,40900,39450,39900,450,4139,9066,250,1.68,346,39900,39900,39900,39900,0,0
20210319,40700,40750,40000,40350,450,1083,8816,-40,1.64,0,40350,40350,40350,40350,0,0
20210318,40800,41000,40050,40800,500,3832,8856,-388,1.65,0,40800,40800,40800,40800,0,0
20210317,40800,40800,40050,40300,50,2009,9244,168,1.72,0,40300,40300,40300,40300,0,0
20210316,41000,41000,40000,40350,550,5634,9076,-793,1.68,18,40600,40600,40450,40450,100,7
20210315,39100,41000,38200,39800,1500,5941,9869,1056,1.84,-31,40400,40400,39850,39850,50,15
20210312,39000,39000,37500,38300,800,2490,8813,-506,1.64,0,39700,39700,39700,39700,1400,5
20210311,37500,37850,36850,37500,200,3487,9319,-223,1.74,-15,37500,37500,37500,37500,0,4
20210310,38750,39450,36600,37300,1450,4951,9542,168,1.78,-414,37500,37900,37500,37850,550,12
20210309,38250,39950,38250,38750,500,4547,9374,570,1.75,460,38750,38750,38650,38650,-100,58
20210308,39900,40100,38950,39250,50,2881,8804,-82,1.64,-381,39250,39250,39250,39250,0,0
20210305,39300,39350,38850,39200,250,3933,8886,-4,1.66,144,39200,39200,39200,39200,0,56
20210304,39800,40200,39400,39450,550,5630,8890,-866,1.66,-368,39450,39500,39450,39500,50,71
20210303,40200,40500,39500,40000,200,6028,9756,445,1.82,273,39550,39650,39550,39650,-350,7
20210302,40800,40800,39650,40200,50,4325,9311,-309,1.73,227,40200,40200,40200,40200,0,1
20210226,41000,41100,40100,40250,950,2533,9620,279,1.79,105,43000,43000,41400,41400,1150,79
20210225,41500,41500,40550,41200,50,5713,9341,-370,1.74,0,41200,41200,41200,41200,0,2
20210224,40700,43400,39100,41150,1250,16746,9711,730,1.81,-1842,40500,41150,40500,41150,0,14
20210223,39800,41400,39800,39900,650,8453,8981,-459,1.67,-100,39900,39900,39900,39900,0,0
20210222,39000,48000,39000,40550,1050,60568,9440,309,1.76,1318,40650,40800,39100,39100,-1450,323
20210219,40500,40500,39050,39500,400,4905,9131,146,1.7,-1,39500,40150,39450,40100,600,51
20210218,41200,41200,39900,39900,1300,7861,8985,-16,1.67,313,39900,39950,39900,39950,50,255
20210217,42100,42350,41200,41200,1200,6820,9001,-451,1.68,0,41200,41200,41200,41200,0,86
20210216,43500,43500,42100,42400,150,3832,9452,-197,1.76,223,42400,42400,42300,42300,-100,25
20210215,43600,43600,42350,42550,450,4026,9649,234,1.8,-609,42550,42600,42550,42600,50,12
20210210,43500,43500,42200,43000,50,3169,9415,133,1.75,698,43000,43000,43000,43000,0,29
20210209,43350,43850,42900,43050,750,3793,9282,324,1.73,-1,43050,43050,43050,43050,0,0
20210208,43300,44200,43150,43800,600,2335,8958,151,1.67,1,43800,43800,43800,43800,0,0
20210205,43300,43550,43100,43200,350,2731,8807,-4,1.64,0,43200,43200,43200,43200,0,54
20210204,45050,45050,43450,43550,450,3178,8811,-481,1.64,-231,43550,43550,43550,43550,0,0
20210203,44900,44900,43900,44000,500,3802,9292,-176,1.73,231,45300,45300,44050,44050,50,4
20210202,44950,44950,44250,44500,350,1809,9468,-76,1.76,0,44350,44500,44350,44500,0,56
20210201,43700,45350,40250,44150,200,6083,9544,549,1.78,0,43800,43800,43800,43800,-350,3
20210129,46350,46350,44350,44350,1200,8590,8995,388,1.68,0,44350,44400,44350,44400,50,13
20210128,45500,46350,45500,45550,900,4253,8607,-43,1.6,0,45550,45550,45550,45550,0,5
20210127,47250,47250,46250,46450,500,5893,8650,210,1.61,-183,46850,46850,46200,46200,-250,29
20210126,47300,47950,46700,46950,400,6767,8440,-97,1.57,182,46950,46950,46950,46950,0,1
20210125,45950,50000,45950,47350,1450,35516,8537,-482,1.59,1,47350,47350,47000,47050,-300,167
20210122,45300,46650,45300,45900,150,7565,9019,310,1.68,0,45900,45900,45700,45750,-150,53
20210121,46050,46850,45500,46050,0,5573,8709,-183,1.62,-53,46050,46050,46050,46050,0,16
20210120,46200,46650,45700,46050,150,4633,8892,84,1.66,53,46050,46050,46050,46050,0,5
20210119,46950,46950,45750,46200,200,2860,8808,-210,1.64,-5,46250,46250,46250,46250,50,2
20210118,47100,48000,46000,46000,900,7620,9018,-238,1.68,5,45900,46250,45600,45600,-400,100
20210115,48150,48150,46500,46900,650,5799,9256,107,1.72,0,46900,46900,46850,46850,-50,7
20210114,47650,48500,47400,47550,100,5562,9149,-44,1.7,0,47550,49000,47550,47900,350,19
20210113,48200,48200,47350,47650,0,4554,9193,-1069,1.71,0,47600,47600,47600,47600,-50,119
20210112,48200,48200,47200,47650,50,6122,10262,83,1.91,0,47650,47650,47400,47400,-250,13
20210111,48100,52800,46150,47700,250,67013,10179,-385,1.9,0,47900,47900,47900,47900,200,51
20210108,47250,48000,46600,47950,700,9677,10564,1380,1.97,0,47950,47950,47950,47950,0,21
20210107,47700,47700,47000,47250,50,4672,9184,-164,1.71,0,47250,47250,47200,47200,-50,72
20210106,49450,49450,46750,47200,50,11468,9348,-898,1.74,-6,47200,47200,46200,47200,0,41
20210105,45500,50000,45500,47150,950,39896,10246,-439,1.91,6,47350,47350,46850,46900,-250,533
20210104,46500,46800,45100,46200,200,5149,10685,337,1.99,0,47100,47100,47100,47100,900,5
20201230,45500,47300,45000,46400,900,6628,10348,-102,1.93,0,46400,46400,46400,46400,0,17
20201229,43400,47700,43400,45500,1550,11299,10450,-294,1.95,0,45700,45700,45500,45500,0,51
20201228,44900,44900,43600,43950,950,7381,10744,-104,2.0,0,43950,44400,43950,44400,450,38
20201224,45300,45300,43900,44900,400,7618,10848,82,2.02,0,44900,44900,44900,44900,0,4
20201223,46700,46700,44950,45300,1400,9619,10766,149,2.01,0,45300,45800,45300,45800,500,29
20201222,47950,47950,46700,46700,1250,10762,10617,132,1.98,0,46700,46700,46600,46600,-100,32
