day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for_perc,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
20210326,36500,36500,35500,35700,-800,464541,7802898,2622,21.98,-111234,35700,35700,35650,35650,-50,3397
20210325,36200,36600,35500,36500,350,433751,7800276,-40762,21.97,73084,36550,36550,36450,36450,-50,3942
20210324,35050,36200,34750,36150,750,692674,7841038,123565,22.09,117508,36200,36350,36200,36350,200,7173
20210323,35400,35900,35200,35400,0,397899,7716939,75355,21.74,40213,35250,35350,35250,35350,-50,2325
20210322,35100,35400,34800,35400,50,232718,7641584,23175,21.53,13337,35400,35400,35300,35400,0,2550
20210319,34650,35350,34500,35350,150,312519,7618409,67483,21.46,-22681,35350,35350,35300,35350,0,4291
20210318,35600,35850,35050,35200,50,385881,7550926,-12946,21.27,-2500,35200,35200,35050,35050,-150,3324
20210317,35000,35400,34800,35150,150,328527,7563872,-25414,21.31,-4166,35150,35150,35150,35150,0,1303
20210316,34400,35150,34300,35000,700,410465,7589286,34615,21.38,28045,35000,35000,34900,35000,0,3706
20210315,34500,34500,33650,34300,200,356628,7554671,-22355,21.28,-49555,34300,34350,34250,34350,50,2831
20210312,34400,34950,34300,34500,200,644453,7577026,-66789,21.35,-31682,34500,34550,34350,34350,-150,10246
20210311,33400,34400,33400,34300,1000,518613,7643815,57231,21.53,5676,34350,34350,34250,34300,0,7192
20210310,34750,35250,33200,33300,900,607663,7586513,-45464,21.37,-63978,33250,33300,33250,33250,-50,11937
20210309,35400,35750,33600,34200,1500,1078608,7631977,-22867,21.5,-106704,34200,34400,34100,34400,200,8435
20210308,37550,37600,35500,35700,1750,1642690,7654844,-229751,21.56,-135735,35650,35650,35350,35350,-350,11741
20210305,36300,38400,36000,37450,500,2420151,7884595,8963,22.21,116535,37850,37850,37250,37250,-200,44873
20210304,37500,37500,36350,36950,1000,1044756,7875632,-190085,22.19,-36245,36950,37250,36950,37250,300,10096
20210303,37700,38250,37150,37950,150,910732,8065717,-56271,22.72,87295,37950,38000,37950,38000,50,4956
20210302,37050,38200,36750,37800,1300,1482936,8121988,238977,22.88,150789,37900,37900,37750,37750,-50,10120
20210226,36300,36900,35850,36500,950,1054336,7883011,-213298,22.21,38742,36550,36600,36500,36600,100,4805
20210225,36150,37700,35700,37450,1950,1558779,8096309,155162,22.81,53199,37450,37450,37250,37300,-150,4228
20210224,35850,37450,35100,35500,0,1259163,7941147,92993,22.37,68878,35550,35700,35550,35700,200,3814
20210223,35200,36250,34700,35500,150,562824,7848154,-55955,22.11,-9925,35500,35500,35350,35350,-150,2114
