day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
20210401,10500,10650,10300,10400,-50,12734,5984,0,0.77,0,10400,10400,10400,10400,0,0
20210331,10350,10550,10300,10450,50,6989,5984,0,0.77,0,10500,10500,10500,10500,50,10
20210330,10400,10400,10250,10400,50,6885,5984,0,0.77,0,10400,10400,10350,10350,-50,85
20210329,10350,10600,10250,10350,0,12780,5984,-193,0.77,0,10350,10350,10350,10350,0,395
20210326,10600,10650,10300,10350,200,14657,6177,-182,0.8,0,10400,10400,10300,10300,-50,385
20210325,10300,10800,10300,10550,250,32309,6359,-1644,0.82,0,10500,10550,10500,10550,0,49
20210324,10150,10400,10100,10300,150,19360,8003,-66,1.03,0,10350,10700,10350,10500,200,1500
20210323,10400,10450,10100,10150,250,27550,8069,66,1.04,0,10150,10150,10150,10150,0,23
20210322,10450,10750,10300,10400,150,42445,8003,-370,1.03,0,10400,10650,10400,10450,50,3810
20210319,10600,10600,10350,10550,50,12042,8373,0,1.08,0,10550,10550,10550,10550,0,0
20210318,10600,10750,10350,10600,0,22634,8373,2883,1.08,0,10600,10600,10600,10600,0,6
20210317,10500,10750,10400,10600,100,49909,5490,1625,0.71,0,10600,10600,10600,10600,0,0
20210316,10600,10900,10350,10500,100,43141,3865,-601,0.5,0,10500,10500,10500,10500,0,0
20210315,10250,10800,10150,10600,350,46955,4466,-705,0.57,0,10850,10850,10800,10800,200,2
20210312,10250,10450,10150,10250,0,19148,5171,-1733,0.67,0,10200,10200,10200,10200,-50,5
20210311,10350,10350,10100,10250,100,23563,6904,1704,0.89,0,10250,10250,10250,10250,0,49
20210310,10050,11450,10000,10350,300,282542,5200,3924,0.67,0,10250,10350,10250,10350,0,15
20210309,10200,10400,9890,10050,150,15542,1276,583,0.16,0,10050,10050,10050,10050,0,0
20210308,10200,10800,10150,10200,0,35600,693,-1913,0.09,0,10200,10200,10200,10200,0,0
20210305,10000,10350,9890,10200,100,16715,2606,-589,0.34,0,10200,10200,10000,10050,-150,222
20210304,9740,10100,9740,10100,250,17047,3195,222,0.41,0,10100,10100,10100,10100,0,1
20210303,9800,9930,9780,9850,50,7272,2973,242,0.38,0,9910,9920,9910,9920,70,3
20210302,9850,9990,9800,9800,20,8762,2731,167,0.35,0,9950,10100,9900,9900,100,4
20210226,9960,10050,9590,9820,180,18226,2564,-913,0.33,0,9820,9820,9820,9820,0,0
20210225,10000,10050,9830,10000,120,13847,3477,0,0.45,0,10100,10100,10100,10100,100,26
20210224,10050,10100,9780,9880,170,35696,3477,-3881,0.45,0,9880,9880,9870,9880,0,50
20210223,10250,10250,10000,10050,250,25878,7358,192,0.95,0,10050,10050,10050,10050,0,0
20210222,10550,10550,10250,10300,200,13767,7166,0,0.92,0,10400,10400,10400,10400,100,20
20210219,10550,10550,10250,10500,50,14817,7166,-265,0.92,0,10500,10500,10500,10500,0,37
20210218,10600,11000,10450,10450,150,47626,7431,-885,0.95,0,10500,10500,10450,10450,0,105
20210217,10600,10750,10450,10600,100,19743,8316,-193,1.08,0,10500,10600,10500,10600,0,413
20210216,10200,10800,10200,10700,400,35245,8509,193,1.1,0,10550,10650,10550,10650,-50,113
20210215,10200,10350,10100,10300,100,19875,8316,-18,1.08,0,10300,10300,10250,10300,0,144
20210210,10300,10350,10050,10200,0,10167,8334,193,1.08,0,10200,10200,10200,10200,0,34
20210209,10450,10700,10150,10200,350,31304,8141,0,1.05,0,10250,10250,10250,10250,50,1
20210208,10650,10700,10400,10550,200,30714,8141,514,1.05,0,10550,10600,10450,10450,-100,1660
20210205,10700,10950,10500,10750,200,36043,7627,573,0.99,0,10600,10750,10600,10700,-50,722
20210204,11100,11200,10550,10550,550,69190,7054,956,0.91,0,10600,10600,10500,10600,50,648
20210203,11200,11450,10950,11100,250,116169,6098,3808,0.79,0,11000,11100,11000,11050,-50,633
20210202,11550,11550,10850,11350,150,223268,2290,-6083,0.3,0,11350,11350,11200,11300,-50,2072
20210201,11650,12650,11050,11200,700,372205,8373,2622,1.08,0,11300,11650,11250,11550,350,8434
20210129,10700,13850,10550,11900,1200,1554074,5751,1393,0.74,0,11750,11750,11500,11500,-400,35114
20210128,10550,11200,10500,10700,0,52958,4358,1061,0.56,0,10650,10650,10650,10650,-50,470
20210127,10300,11850,10200,10700,400,254847,3297,-1727,0.43,0,10700,10800,10700,10800,100,1192
20210126,10100,10350,9980,10300,200,14315,5024,162,0.65,0,10300,10300,10300,10300,0,5
20210125,10250,10300,10050,10100,150,15080,4862,-76,0.63,0,10100,10100,10100,10100,0,0
20210122,10350,10450,10100,10250,0,11147,4938,-282,0.64,0,10250,10250,10250,10250,0,0
20210121,10050,10300,10050,10250,200,10780,5220,193,0.67,0,10250,10250,10250,10250,0,0
20210120,9940,10050,9890,10050,50,6488,5027,-46,0.65,0,10100,10100,10100,10100,50,1
20210119,10100,10100,9840,10000,10,7167,5073,0,0.66,0,10100,10100,10050,10050,50,27
20210118,10150,10200,9960,9990,160,6163,5073,-108,0.66,0,10100,10100,10100,10100,110,2
20210115,10200,10250,9970,10150,50,14446,5181,-490,0.67,0,10050,10050,10050,10050,-100,17
