day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for_perc,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
20210324,688000,688000,688000,688000,0,0,1764927,0,84.06,0,0,0,0,0,0,0
20210323,693000,694000,688000,688000,5000,6051,1764927,-2370,84.06,-745,688000,688000,688000,688000,0,0
20210322,694000,696000,693000,693000,1000,4271,1767297,986,84.17,-505,693000,693000,693000,693000,0,1
20210319,694000,694000,689000,694000,0,6491,1766055,-2788,84.11,-427,694000,694000,693000,693000,-1000,6
20210318,696000,697000,694000,694000,0,3813,1768441,-2124,84.22,-257,694000,694000,694000,694000,0,2
20210317,696000,699000,694000,694000,0,4634,1770481,348,84.32,-410,696000,696000,695000,696000,2000,21
20210316,696000,697000,694000,694000,1000,5161,1770133,-3198,84.3,-69,697000,697000,697000,697000,3000,1
20210315,700000,700000,695000,695000,4000,3697,1773331,-2232,84.46,-24,696000,697000,696000,697000,2000,10
20210312,699000,700000,696000,699000,4000,3229,1775563,-1264,84.56,-241,698000,698000,697000,698000,-1000,6
20210311,698000,699000,695000,695000,3000,4096,1776827,-1954,84.62,2,696000,697000,696000,697000,2000,34
20210310,698000,701000,695000,698000,2000,3253,1778781,-57,84.72,-162,698000,698000,698000,698000,0,2
20210309,700000,700000,695000,696000,3000,3703,1778838,-1249,84.72,-496,697000,697000,697000,697000,1000,10
20210308,704000,705000,699000,699000,0,1400,1780087,-530,84.78,-7,698000,699000,698000,699000,0,18
20210305,703000,704000,699000,699000,6000,5636,1780617,-401,84.8,-69,699000,701000,699000,701000,2000,24
20210304,708000,708000,698000,705000,5000,5099,1781016,1893,84.82,-2214,704000,704000,704000,704000,-1000,1
20210303,705000,710000,701000,710000,4000,3131,1779123,1065,84.73,-478,710000,710000,710000,710000,0,0
20210302,705000,707000,701000,706000,1000,3039,1778058,884,84.68,-29,707000,707000,706000,706000,0,26
20210226,698000,705000,694000,705000,6000,14749,1777174,703,84.64,-577,704000,704000,702000,702000,-3000,12
20210225,703000,703000,698000,699000,1000,5065,1776471,-1004,84.61,-10,699000,702000,699000,702000,3000,5
20210224,702000,704000,698000,698000,2000,3615,1777475,-50,84.65,-322,698000,699000,698000,699000,1000,34
20210223,703000,707000,700000,700000,3000,6217,1777525,-2331,84.66,-2509,700000,701000,699000,699000,-1000,47
20210222,720000,723000,703000,703000,20000,5643,1779856,-1677,84.77,-2076,704000,705000,703000,703000,0,19
20210219,714000,723000,709000,723000,10000,6171,1781533,1807,84.85,-1541,721000,721000,721000,721000,-2000,1
20210218,712000,718000,712000,713000,1000,2340,1779726,80,84.76,-347,713000,713000,713000,713000,0,3
20210217,730000,730000,710000,714000,16000,3785,1779646,121,84.76,-1671,714000,714000,712000,712000,-2000,33
20210216,741000,741000,722000,730000,8000,5232,1779525,2246,84.75,-1087,726000,730000,726000,730000,0,2
20210215,726000,741000,723000,738000,16000,5466,1777279,2874,84.64,-458,738000,738000,736000,737000,-1000,14
20210210,718000,722000,713000,722000,9000,3657,1774405,2110,84.51,67,724000,724000,722000,722000,0,5
20210209,713000,719000,710000,713000,0,3096,1772295,647,84.41,41,713000,714000,713000,714000,1000,3
20210208,714000,721000,711000,713000,4000,5877,1771648,-859,84.38,375,714000,714000,711000,711000,-2000,34
20210205,716000,717000,705000,709000,5000,12133,1772507,96,84.42,-1320,709000,710000,709000,710000,1000,8
20210204,717000,719000,708000,714000,5000,3632,1772411,-18,84.41,97,714000,714000,714000,714000,0,0
20210203,720000,721000,716000,719000,7000,8978,1772429,2189,84.41,-7,719000,719000,717000,717000,-2000,57
20210202,713000,719000,705000,712000,9000,9391,1770240,737,84.31,824,713000,713000,713000,713000,1000,11
20210201,700000,705000,699000,703000,3000,10644,1769503,-288,84.27,-569,703000,703000,702000,702000,-1000,2
20210129,712000,714000,697000,700000,10000,16967,1769791,-2912,84.29,-493,701000,701000,700000,700000,0,36
20210128,727000,735000,707000,710000,30000,11316,1772703,-3002,84.43,-314,713000,713000,708000,708000,-2000,84
20210127,762000,767000,738000,740000,15000,11076,1775705,2051,84.57,-225,740000,742000,740000,740000,0,43
20210126,766000,784000,737000,755000,5000,12400,1773654,2803,84.47,1124,755000,757000,755000,757000,2000,28
20210125,711000,761000,709000,750000,41000,28681,1770851,2625,84.34,8414,750000,754000,750000,754000,4000,110
20210122,702000,710000,698000,709000,9000,8520,1768226,-1231,84.21,1367,709000,710000,709000,709000,0,34
20210121,698000,702000,697000,700000,5000,6300,1769457,828,84.27,-298,701000,702000,700000,702000,2000,15
20210120,696000,700000,693000,695000,1000,4699,1768629,-1321,84.23,1276,696000,698000,696000,698000,3000,4
20210119,697000,699000,694000,694000,1000,6676,1769581,-2655,84.28,-1805,695000,696000,695000,696000,2000,9
20210118,703000,704000,695000,695000,9000,6758,1772236,-2172,84.4,-552,697000,700000,697000,700000,5000,30
20210115,704000,711000,702000,704000,3000,5731,1774408,278,84.51,878,704000,704000,704000,704000,0,9
20210114,703000,703000,699000,701000,2000,3120,1774130,-442,84.49,-999,700000,701000,700000,700000,-1000,10
20210113,705000,705000,699000,703000,2000,5463,1774173,-881,84.5,-1589,703000,703000,703000,703000,0,5
20210112,705000,707000,699000,705000,2000,3914,1775054,-55,84.54,255,704000,704000,704000,704000,-1000,4
20210111,709000,709000,700000,707000,2000,5069,1775109,544,84.54,-863,707000,707000,707000,707000,0,0
