day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for_perc,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
20210326,44700,44850,43800,44100,100,90341,27288210,0,44.92,0,0,0,0,0,0,0
20210325,44300,45200,43800,44000,300,349699,27278818,-64262,44.9,24059,44050,44200,44050,44150,150,1554
20210324,44500,44600,43800,44300,500,382507,27343080,-75964,45.01,50667,44350,44400,44350,44400,100,1756
20210323,42550,45000,42550,44800,2250,976296,27418547,333517,45.13,100155,44750,44750,44700,44700,-100,3603
20210322,42850,43300,42500,42550,200,249208,27084699,8816,44.58,-7953,42550,42650,42550,42650,100,793
20210319,42600,43150,42350,42750,250,370499,27068971,-42171,44.56,-25101,42750,42950,42750,42900,150,1761
20210318,43950,44750,43000,43000,300,573210,27101618,-95938,44.61,12529,43000,43000,42950,42950,-50,3019
20210317,43400,43500,42300,43300,150,882438,27194459,-51554,44.76,60033,43300,43350,43300,43350,50,976
20210316,42400,43250,42300,43150,900,388784,27245601,-116694,44.85,145889,43150,43200,43100,43150,0,1196
20210315,42600,43000,42050,42250,350,293745,27362295,-39215,45.04,-11406,42250,42350,42250,42350,100,551
20210312,42500,42900,41950,42600,100,357459,27401360,-59958,45.1,9265,42550,42550,42350,42350,-250,2507
20210311,43300,43450,42500,42500,450,580236,27461318,-133654,45.2,32005,42700,42850,42600,42850,350,2077
20210310,42050,43500,41600,42950,950,515372,27597213,-124022,45.43,167342,43100,43100,43050,43050,100,1001
20210309,42900,43400,41600,42000,850,532105,27721235,-195871,45.63,116940,42300,42350,42050,42350,350,2239
20210308,42750,43350,42500,42850,750,552724,27917106,-208973,45.95,219895,42850,42850,42750,42750,-100,2985
20210305,42200,42600,41450,42100,150,425093,28126079,-198646,46.3,128076,42150,42300,42150,42200,100,1622
20210304,41150,43150,40800,42250,350,718954,28324671,-125498,46.62,124797,42350,42450,42350,42450,200,2006
20210303,40250,42150,40000,41900,1900,608403,28450385,-74176,46.83,203288,41900,42200,41900,42150,250,966
20210302,40650,41150,39550,40000,0,358980,28522293,-68772,46.95,27524,40000,40150,40000,40000,0,764
20210226,40400,40950,40000,40000,1500,442336,28591065,-2522,47.06,-97453,40500,40500,40100,40400,400,706
20210225,40800,41750,40200,41500,1600,251314,28591319,56118,47.06,2537,41500,41800,41500,41600,100,395
20210224,41650,42400,39850,39900,1600,394325,28535201,-41967,46.97,-4467,40200,40200,39950,40000,100,1786
20210223,41800,42200,40500,41500,350,524843,28577168,-174703,47.04,38045,41850,41850,41500,41650,150,291
20210222,42500,43050,41850,41850,650,222323,28750815,-26934,47.32,-13679,41900,41900,41750,41750,-100,2195
20210219,42050,42500,41550,42500,150,302229,28777749,-50141,47.37,-21852,42500,42650,42500,42650,150,1034
20210218,42950,43600,42350,42350,600,343371,28826834,-58562,47.45,-86191,42350,42400,42250,42300,-50,1757
20210217,43200,43650,42650,42950,200,241210,28885396,-11426,47.55,-77415,43150,43150,43000,43000,50,697
20210216,43450,43500,42750,43150,350,224527,28896822,-45859,47.57,-28078,43300,43350,43300,43350,200,842
20210215,44150,44200,43500,43500,650,311955,28942681,-95645,47.64,-48558,43500,43500,43400,43400,-100,5266
20210210,43900,44600,43600,44150,0,323754,29038326,-38558,47.8,15133,44150,44250,44100,44100,-50,1573
20210209,43700,44700,43500,44150,450,296690,29076884,-61911,47.86,28664,44150,44200,44150,44200,50,669
20210208,43850,44650,43550,43700,450,439122,29138795,-137495,47.96,71037,43700,43900,43700,43900,200,674
20210205,42400,43700,42250,43250,1100,204493,29276290,-35153,48.19,26867,43000,43350,43000,43350,100,534
20210204,43850,43850,42050,42150,1650,396083,29311443,-141603,48.25,-70659,42200,42400,42200,42400,250,768
20210203,44000,44600,43750,43800,200,273423,29453046,-11096,48.48,-14809,43850,44050,43850,44000,200,405
20210202,42900,44300,42650,44000,1200,315838,29464142,57835,48.5,-12572,44000,44200,44000,44150,150,923
20210201,42450,43150,41800,42800,100,380937,29406307,32642,48.4,-26045,42900,43000,42900,42950,150,1017
20210129,43000,44000,42000,42700,2100,1145558,29373665,32545,48.35,-157301,42650,42650,42200,42200,-500,3299
20210128,44900,45500,44350,44800,1150,355291,29341120,-18709,48.3,-48682,44800,44800,42750,42850,-1950,29059
20210127,46000,46250,45200,45950,100,330484,29359829,51488,48.33,-35370,45800,45850,45800,45850,-100,602
20210126,47100,47100,45850,45850,1250,351441,29307297,-146718,48.24,-51279,45950,46000,45950,46000,150,1160
20210125,46050,48000,46050,47100,1300,498338,29454015,43975,48.48,16412,47200,47250,47200,47200,100,1549
20210122,46450,46750,45750,45800,800,447664,29410040,-104447,48.41,-85944,45800,45800,45700,45800,0,4569
20210121,46950,47400,46550,46600,900,257507,29514487,-54131,48.58,-38098,46650,46800,46600,46600,0,2670
20210120,47250,47500,46250,47500,200,383431,29568618,-19715,48.67,-69452,47450,47450,47300,47400,-100,1350
20210119,45700,47300,45300,47300,2250,336839,29579158,27534,48.69,38560,47300,47450,47150,47150,-150,1453
20210118,45300,46400,44600,45050,900,352885,29551624,7991,48.64,1132,45050,45050,44850,44950,-100,623
20210115,47150,47600,45850,45950,1100,367148,29543633,2111,48.63,-29427,46000,46000,45800,45800,-150,2159
20210114,47350,47700,46500,47050,650,376192,29541522,-66875,48.63,-37314,47050,47100,47050,47100,50,815
20210113,48500,48550,47150,47700,200,674409,29599353,-11471,48.72,-43891,47600,47700,47600,47700,0,476
20210112,46000,47500,45100,47500,1650,859013,29610824,151515,48.74,-48122,47450,47600,47450,47600,100,2942
20210111,44500,45950,43850,45850,1400,935614,29459309,234531,48.49,-151504,45900,46100,45900,45950,100,4324
20210108,45500,45500,44000,44450,650,633016,29220188,33775,48.1,-227720,44450,44500,44450,44450,0,2759
20210107,44900,45750,44500,45100,750,572068,29186413,128260,48.04,-101801,45100,45200,45100,45200,100,1247
20210106,45050,45300,44050,44350,350,526118,29058153,100154,47.83,-158599,44350,44350,44250,44300,-50,904
20210105,42750,44700,42750,44700,1850,664596,28957999,244519,47.67,-127985,44700,44700,44650,44700,0,1664
20210104,43350,43350,42550,42850,850,482493,28713480,9891,47.26,-191545,42950,42950,42900,42950,100,1710
20201230,43400,43850,43050,43700,500,299571,28703589,23502,47.25,-11084,43700,43700,43600,43700,0,650
20201229,43450,43700,42650,43200,500,387860,28680087,-41383,47.21,-122142,43200,43300,43200,43250,50,1369
20201228,44700,44800,43350,43700,700,229921,28721470,11493,47.28,8474,43700,43850,43700,43700,0,485
20201224,44000,44600,43650,44400,600,318258,28719047,125943,47.27,4236,44400,44400,44350,44400,0,380
20201223,42800,43850,42500,43800,1300,229727,28594384,74972,47.07,-11566,43800,43900,43800,43900,100,699
20201222,42750,43350,42500,42500,850,268348,28522400,40406,46.95,-38959,42500,42600,42500,42550,50,544
20201221,43800,43850,42500,43350,450,326098,28479572,-10812,46.88,-22947,43250,43300,43150,43200,-150,656
20201218,44400,44700,43800,43800,600,244386,28497113,35698,46.91,-37368,43850,44000,43850,43850,50,945
20201217,45050,45100,43850,44400,1000,448282,28468107,78974,46.86,-89551,44400,44400,44350,44400,0,740
20201216,45100,45800,44750,45400,700,468522,28399073,132737,46.75,-26469,45350,45350,45200,45300,-100,1761
20201215,43600,44700,42750,44700,1000,683589,28279736,205655,46.55,3144,44800,44800,44700,44750,50,2237
20201214,43500,43700,42700,43700,400,409835,28079074,79725,46.22,-12164,43700,43800,43700,43800,100,1634
20201211,42550,43350,42250,43300,1100,464299,28008327,109597,46.1,-44524,43350,43350,43200,43200,-100,3150
20201210,41850,42400,41350,42200,200,409160,27902599,12502,45.93,-21590,42400,42400,42200,42350,150,522
20201209,41750,42600,41600,42000,650,400316,27890097,104415,45.91,-49967,42000,42250,42000,42200,200,1067
20201208,41800,42250,41250,41350,400,312090,27786852,15555,45.74,-78586,41450,41500,41350,41500,150,993
20201207,42050,42600,41250,41750,700,293210,27768143,-15327,45.71,-65776,41750,41750,41700,41700,-50,1652
20201204,42850,43250,41850,42450,900,522507,27783470,25405,45.73,-235742,42450,42550,42400,42500,50,1068
20201203,43600,43800,42500,43350,150,356668,27758065,-35025,45.69,-65572,43300,43300,43000,43100,-250,976
20201202,42800,43500,42500,43500,1300,557813,27793090,15681,45.75,-55024,43500,43600,43500,43600,100,1344
20201201,41650,42450,41450,42200,900,344194,27777409,13787,45.72,-53823,42150,42150,42100,42150,-50,905
20201130,42100,42450,40900,41300,750,711035,27763622,-52978,45.7,-130411,41350,41350,41100,41200,-100,2186
20201127,43000,43200,41850,42050,950,508003,27816600,585,45.79,-192267,42100,42150,42050,42150,100,1458
20201126,43900,44200,43000,43000,650,351994,27820255,-4831,45.79,-96727,43050,43300,43050,43250,250,1297
20201125,43450,44150,43250,43650,550,468529,27824838,131524,45.8,-74467,43650,44050,43650,44050,400,1736
20201124,44150,44150,42800,43100,1000,472168,27694285,47266,45.59,-203899,43100,43200,43100,43200,100,2694
20201123,44800,44800,43600,44100,800,401697,27646438,26735,45.51,-137601,44100,44100,44000,44050,-50,2373
20201120,44400,45150,44300,44900,350,207695,27618375,20391,45.46,-23869,44900,44900,44800,44850,-50,688
20201119,44550,45700,44400,44550,0,356160,27596075,96311,45.42,-48572,44650,44650,44550,44550,0,1241
