day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for_perc,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
20210330,21700,22100,21650,21750,-100,17349,841954,0,4.5,0,0,0,0,0,0,0
20210329,21900,22050,21500,21850,250,29966,841954,-965,4.5,-2470,21850,21900,21850,21850,0,196
20210326,22200,22200,21750,22100,50,15310,842919,224,4.51,-1444,22000,22000,21950,21950,-150,686
20210325,21550,22150,21550,22050,250,12984,842695,1232,4.51,-633,22200,22350,22200,22250,200,21
20210324,21550,22200,21200,21800,0,26181,841463,-5964,4.5,1182,21800,21800,21800,21800,0,97
20210323,22300,22700,21800,21800,500,31629,847295,-6180,4.53,-131,21800,21800,21800,21800,0,19
20210322,22550,22600,22050,22300,250,21194,853475,-1254,4.56,1441,22300,22300,22050,22050,-250,73
20210319,22550,22800,21550,22550,300,27737,854729,2157,4.57,-5836,24500,24500,22600,22600,50,44
20210318,22950,23000,22600,22850,100,17760,852572,-2951,4.56,1582,22950,22950,22900,22900,50,755
20210317,22550,22850,22100,22750,200,32528,855523,-6722,4.58,-1589,22750,22900,22750,22900,150,94
20210316,21550,22700,21550,22550,900,49792,862245,17323,4.61,3193,22550,22650,22550,22650,100,99
20210315,21850,22150,21600,21650,400,18194,844922,-258,4.51,-4886,21650,21900,21650,21900,250,27
20210312,21950,22350,21850,22050,100,35133,845180,6702,4.51,74,22100,22100,21800,21800,-250,577
20210311,21250,21950,21250,21950,450,32254,838478,17761,4.48,-5195,21950,21950,21950,21950,0,26
20210310,22350,22350,21350,21500,450,16904,820699,4157,4.39,-203,21500,21500,21350,21350,-150,408
20210309,21250,22150,21150,21950,200,47664,816542,3553,4.37,-4540,21950,21950,21950,21950,0,1101
20210308,21700,22350,21500,21750,150,31662,812989,640,4.34,1062,21700,21700,21500,21500,-250,739
20210305,21150,21900,20950,21900,450,41505,812349,8940,4.34,23,21900,21900,21400,21550,-350,22
