day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for_perc,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
20210326,30100,30150,29750,29800,-50,187246,3598562,0,15.34,0,0,0,0,0,0,0
20210325,29750,30050,29650,29850,100,171808,3598562,13189,15.34,29567,29900,29900,29850,29900,50,974
20210324,29500,29850,29300,29750,100,138732,3585373,-4188,15.29,5492,29750,29750,29650,29750,0,392
20210323,30050,30050,29550,29650,400,273479,3589183,-46414,15.3,-32171,29650,29700,29550,29550,-100,1291
20210322,30150,30200,29850,30050,150,199720,3635597,-10603,15.5,-47587,30050,30050,29900,29900,-150,2157
20210319,29850,30250,29850,30200,50,213265,3646200,55975,15.55,-25012,30200,30200,30100,30200,0,1373
20210318,30200,30550,30100,30150,50,247984,3590225,-57293,15.31,13015,30200,30200,30050,30050,-100,2891
20210317,30300,30350,29900,30100,250,327242,3647518,-50341,15.55,-30263,30100,30100,30050,30100,0,1206
20210316,30550,30650,30150,30350,100,280907,3697859,-41030,15.77,-26850,30300,30400,30300,30400,50,1899
20210315,30550,30600,30100,30250,350,247098,3738889,-18066,15.93,-46708,30250,30350,30250,30300,50,974
20210312,30800,31100,30450,30600,1200,744561,3756955,-18649,16.02,-65034,30600,30600,30400,30400,-200,8706
20210311,30300,31800,30300,31800,1600,307959,3775604,51080,16.1,4994,31600,31600,30850,31000,-800,19302
20210310,31250,31450,30150,30200,700,182843,3724474,-19760,15.88,-3106,30200,30200,30150,30150,-50,1781
20210309,31700,31950,30300,30900,800,358442,3744234,-5617,15.97,2356,30900,31100,30900,30900,0,2266
20210308,33000,33000,31350,31700,1100,306492,3749851,-32535,15.98,7053,31650,31650,31300,31400,-300,4695
20210305,32000,32800,31850,32800,600,548049,3782386,2399,16.13,27800,32800,32800,32600,32700,-100,1357
20210304,31800,32450,31700,32200,0,423879,3779987,10067,16.12,64009,32250,32300,32250,32250,50,2385
20210303,30350,32200,30200,32200,2000,752071,3769920,141571,16.07,141458,32250,32350,32250,32350,150,3344
20210302,30500,30700,29900,30200,150,160000,3628349,10148,15.47,8503,30200,30200,30100,30150,-50,862
20210226,29800,30200,29750,30050,550,190652,3618201,-6063,15.43,-24387,30050,30150,30050,30150,100,2071
20210225,30450,30700,30150,30600,600,160767,3624264,4252,15.45,13004,30600,30700,30400,30400,-200,899
20210224,30500,31400,29950,30000,300,411986,3620012,-19360,15.44,55329,30100,30200,30050,30050,50,1784
20210223,29700,30650,29700,30300,350,187796,3639372,-10185,15.52,36458,30300,30300,30000,30200,-100,905
20210222,30400,30450,29900,29950,500,204662,3649557,-18283,15.55,-43157,29900,30000,29800,29800,-150,2527
20210219,30650,30800,29900,30450,150,205909,3667840,-4919,15.64,11489,30450,30500,30350,30500,50,909
20210218,30850,31150,30550,30600,300,160176,3672759,-2558,15.66,14067,30600,30700,30600,30650,50,1513
20210217,31300,31350,30600,30900,400,228194,3675317,-7214,15.67,-6394,30950,30950,30900,30900,0,676
20210216,30800,31600,30550,31300,550,346517,3682531,-6988,15.7,3697,31300,31300,31200,31250,-50,724
20210215,31050,31250,30700,30750,50,170841,3689519,-10285,15.73,19391,30900,30900,30750,30800,50,1065
20210210,29850,31150,29850,30800,750,285362,3699804,32028,15.78,35394,30900,31000,30850,30900,100,447
20210209,30500,30650,30000,30050,400,174844,3667776,-18000,15.64,-15734,30300,30300,30000,30000,-50,731
20210208,29450,30600,28950,30450,200,326020,3685776,9163,15.72,23915,30500,30550,30450,30450,0,801
20210205,30250,30350,29700,30250,450,640379,3676613,4194,15.68,-126062,30250,30250,30100,30100,-150,7225
20210204,31300,31400,30550,30700,600,295065,3672419,15587,15.66,-20983,30750,30750,30600,30650,-50,1326
20210203,31650,31900,31200,31300,100,255496,3656832,4486,15.59,-32308,31350,31450,31350,31400,100,1172
20210202,31100,31900,30800,31400,500,397915,3652346,4486,15.57,31464,31550,31550,31400,31500,100,1280
20210201,30150,30950,29550,30900,300,402189,3647860,-41763,15.55,-9819,30850,30850,30700,30800,-100,744
20210129,32150,32400,29900,30600,1200,620763,3689623,-40269,15.73,2509,30450,30500,30350,30500,-100,3133
20210128,31650,32400,31300,31800,800,520619,3729892,-5546,15.9,30265,31850,31850,31800,31800,0,4295
20210127,33600,34000,32600,32600,300,754775,3735438,-68845,15.93,18632,32600,33000,32600,32750,150,4215
20210126,34050,34050,32600,32900,850,787566,3804283,-58383,16.22,-44789,32850,32850,32750,32800,-100,2605
20210125,33150,33900,32450,33750,1350,1748926,3862666,-87554,16.47,49715,33750,34000,33750,33900,150,8266
20210122,31300,32850,30850,32400,1150,1128733,3950220,-15798,16.84,108515,32350,32500,32350,32500,100,8607
20210121,31600,31650,30850,31250,50,398146,3966018,-22264,16.91,-1548,31250,31350,31200,31250,0,795
20210120,30600,31900,30500,31300,1000,1355923,3988282,109512,17.01,151047,31300,31300,31250,31300,0,7034
20210119,29600,30450,29350,30300,750,406292,3877916,41320,16.54,57921,30400,30500,30400,30500,200,4093
20210118,29350,30050,29050,29550,350,353873,3836596,-48442,16.36,36654,29550,29550,29300,29450,-100,639
20210115,30800,30950,29850,29900,1000,392764,3885038,-64823,16.56,-41939,29900,29900,29750,29750,-150,5564
20210114,30650,31000,30150,30900,250,582826,3949861,-121349,16.84,39067,30900,30900,30900,30900,0,2283
20210113,29300,30750,29050,30650,1700,1021219,4071210,304985,17.36,115625,30650,30800,30650,30800,150,10571
20210112,28700,29500,28500,28950,50,350586,3766225,18993,16.06,-22150,29050,29100,29050,29100,150,1510
20210111,29950,30050,28500,29000,900,519483,3747232,-112450,15.98,-18227,29000,29100,29000,29050,50,798
20210108,29300,29900,29250,29900,700,529405,3859682,82581,16.46,-13099,29900,29900,29850,29900,0,3144
20210107,29200,29450,28900,29200,200,314772,3777101,3824,16.11,-5262,29200,29250,29200,29250,50,101
20210106,29350,29400,28900,29000,250,292516,3773277,3817,16.08,-61931,29000,29100,29000,29000,0,784
20210105,29300,29500,29050,29250,300,285710,3769460,-5672,16.07,-53507,29250,29400,29250,29300,50,518
20210104,29950,30000,29400,29550,200,289108,3775132,-53410,16.1,-14895,29550,29550,29450,29500,-50,1374
20201230,29250,30000,29250,29750,300,275269,3828542,14529,16.32,33812,29750,29800,29750,29800,50,1959
20201229,29300,29500,28950,29450,50,149683,3814013,10518,16.26,-8234,29450,29500,29400,29500,50,703
20201228,29450,29450,28900,29400,450,296745,3803495,9473,16.22,54349,29450,29450,29350,29400,0,1861
20201224,28450,29000,28400,28950,550,206500,3794022,28081,16.18,16716,29000,29000,28950,29000,50,1166
20201223,28150,28600,27850,28400,300,168672,3765941,5177,16.06,4213,28400,28400,28350,28350,-50,342
20201222,28800,28850,28100,28100,700,252442,3760764,-22063,16.03,-26014,28100,28150,28100,28100,0,1056
20201221,29150,29150,28700,28800,350,198118,3782827,-14292,16.13,927,28800,28900,28800,28800,0,1137
