day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for_perc,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
20210326,38950,38950,38950,38950,0,0,16806746,0,18.09,0,0,0,0,0,0,0
20210325,38850,39050,38650,38950,300,230318,16797278,-4564,18.07,-20729,38950,38950,38950,38950,0,196
20210324,38150,38800,38150,38650,50,290906,16801842,56721,18.07,-31237,38650,38800,38650,38800,150,223
20210323,39500,39650,38700,38700,550,328814,16744666,-84186,18.02,-32710,38750,38850,38750,38850,150,210
20210322,39200,39300,38900,39250,350,182279,16828549,-13326,18.11,-32083,39250,39300,39200,39300,50,1463
20210319,38900,39250,38800,38900,900,422309,16834579,-119560,18.12,-55492,38900,39100,38900,39050,150,1956
20210318,40400,40400,39500,39800,300,353770,16944248,-68339,18.24,16143,39850,39850,39700,39700,-100,1228
20210317,40450,40500,39850,40100,450,209921,17009434,-45775,18.31,2748,40100,40150,40100,40150,50,465
20210316,40400,40700,40000,40550,250,290382,17054832,5939,18.36,65817,40550,40600,40500,40600,50,3379
20210315,40100,40350,39700,40300,300,315527,17048893,7315,18.35,11655,40350,40400,40350,40400,100,3537
20210312,39700,40000,39350,40000,850,338733,17041419,21003,18.34,49927,40000,40000,39800,39800,-200,2753
20210311,38700,39500,38600,39150,500,375572,17020416,20412,18.32,-6463,39200,39300,39200,39200,50,361
20210310,39200,39400,38450,38650,500,319693,17002056,-10688,18.3,-79320,38550,38600,38550,38600,-50,2170
20210309,40100,40100,38800,39150,650,478170,17012744,-146643,18.31,49253,39150,39450,39150,39250,100,1316
20210308,39100,40450,38850,39800,1250,697194,17159387,51692,18.47,134757,39950,39950,39600,39600,-200,4930
20210305,39000,39450,38350,38550,300,451865,17107695,-102457,18.41,-35064,38550,38550,38500,38550,0,3570
20210304,38900,39500,38600,38850,250,342738,17210095,-61031,18.52,-36061,38850,38900,38800,38900,50,674
20210303,38400,39100,38300,39100,600,297223,17271328,-140,18.59,6296,39100,39200,39050,39050,-50,3546
20210302,39800,39850,38300,38500,500,573951,17269396,-43825,18.59,-56901,38500,38500,38400,38400,-100,2194
20210226,39000,39400,38550,39000,950,607906,17313221,-89026,18.63,-28290,39000,39050,39000,39050,50,3184
20210225,40500,40500,39850,39950,450,476087,17400175,-84979,18.73,16133,40100,40100,39950,40000,50,2033
20210224,41450,41700,39500,39500,1800,720116,17485154,-73695,18.82,-7193,39600,39750,39600,39750,250,3560
20210223,41400,42050,40650,41300,300,946681,17558849,-162755,18.9,179925,41350,41400,41300,41300,0,3069
20210222,39550,41250,39400,41000,2050,922640,17720644,109438,19.07,188650,41000,41000,40650,40800,-200,8036
20210219,39900,40050,38250,38950,800,593656,17611206,-103979,18.95,-94915,39100,39200,38950,39200,250,3021
20210218,41400,41650,39750,39750,1200,646146,17714225,-131060,19.06,74101,39850,39950,39850,39950,200,3018
20210217,40250,40950,39700,40950,750,681711,17845285,-31777,19.21,129815,41000,41250,41000,41250,300,9472
20210216,40300,40450,39700,40200,250,340418,17877062,1931,19.23,30903,40200,40200,40150,40150,-50,1912
