day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
20210326,15050,15100,14750,14900,-50,7233,524721,0,7.12,0,14900,14900,14900,14900,0,0
20210325,14600,15150,14600,14950,50,9480,524721,4,7.12,0,14950,14950,14700,14850,-100,163
20210324,14550,15100,14550,14900,50,7562,524717,-25,7.12,0,14900,14900,14900,14900,0,16
20210323,15350,15350,14700,14950,200,12447,524742,-121,7.12,0,14950,14950,14950,14950,0,8
20210322,15500,15500,15050,15150,250,7005,524863,-88,7.13,0,15450,15450,15450,15450,300,21
20210319,15300,15500,15000,15400,100,7277,524951,-179,7.13,0,15450,15450,15450,15450,50,1
20210318,15400,15600,14900,15500,200,13533,525130,-602,7.13,0,15500,15550,15500,15550,50,25
20210317,15150,15500,14700,15300,200,25091,525732,-681,7.14,0,15300,15300,15150,15300,0,375
20210316,14350,15600,14350,15100,800,76478,526413,1247,7.14,0,15200,15200,15100,15200,100,29
20210315,14550,14550,14150,14300,100,21021,525166,481,7.13,0,14400,14450,14400,14450,150,93
20210312,14200,14500,14200,14400,300,12830,524685,-976,7.12,0,14400,14550,14400,14550,150,2421
20210311,13900,14150,13700,14100,200,8953,525661,-831,7.14,0,14100,14200,14100,14200,100,113
20210310,14250,14400,13800,13900,200,11214,526492,-479,7.14,0,13950,13950,13900,13950,50,456
20210309,14000,14150,13200,13700,500,26677,526971,860,7.14,0,13650,13650,13650,13650,-50,9
20210308,14850,15600,14200,14200,700,38205,526111,-29,7.14,-19556,14250,14300,14150,14200,0,163
20210305,14950,14950,14500,14900,50,17319,526140,-160,7.14,0,14800,14950,14500,14900,0,287
20210304,14850,15100,14750,14950,100,24249,526300,92,7.14,0,15000,15000,14950,14950,0,329
20210303,14800,15650,14800,15050,50,24792,526208,-223,7.14,-10058,15000,15050,14950,15050,0,312
