day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for_perc,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
19800104,4700,4700,4700,4700,5400,0,0,0,0.0,0,0,0,0,0,0,0
19800105,4480,4480,4450,4450,250,800,0,0,0.0,0,0,0,0,0,0,0
19800107,4700,4700,4680,4700,250,90,0,0,0.0,0,0,0,0,0,0,0
19800108,4800,4800,4780,4780,80,310,0,0,0.0,0,0,0,0,0,0,0
19800109,4800,4850,4800,4800,20,650,0,0,0.0,0,0,0,0,0,0,0
19800110,4800,4890,4710,4890,90,1720,0,0,0.0,0,0,0,0,0,0,0
19800111,4900,4900,4850,4850,40,2580,0,0,0.0,0,0,0,0,0,0,0
19800112,4550,4550,4550,4550,300,700,0,0,0.0,0,0,0,0,0,0,0
19800114,4600,4850,4590,4590,40,1060,0,0,0.0,0,0,0,0,0,0,0
19800115,4500,4500,4370,4370,220,350,0,0,0.0,0,0,0,0,0,0,0
19800116,4370,4500,4370,4500,130,340,0,0,0.0,0,0,0,0,0,0,0
19800117,4400,4500,4400,4500,0,50,0,0,0.0,0,0,0,0,0,0,0
19800118,4400,4400,4400,4400,100,300,0,0,0.0,0,0,0,0,0,0,0
19800119,4300,4400,4300,4400,0,40,0,0,0.0,0,0,0,0,0,0,0
19800121,4400,4400,4260,4400,0,550,0,0,0.0,0,0,0,0,0,0,0
19800122,4400,4400,4300,4390,10,120,0,0,0.0,0,0,0,0,0,0,0
19800123,4380,4380,4380,4380,10,200,0,0,0.0,0,0,0,0,0,0,0
19800124,4350,4350,4230,4300,80,450,0,0,0.0,0,0,0,0,0,0,0
19800125,4300,4300,4300,4300,0,910,0,0,0.0,0,0,0,0,0,0,0
19800126,4420,4600,4420,4600,300,4230,0,0,0.0,0,0,0,0,0,0,0
19800128,4850,4890,4620,4700,100,13800,0,0,0.0,0,0,0,0,0,0,0
19800129,4510,5000,4510,5000,300,7520,0,0,0.0,0,0,0,0,0,0,0
19800130,5500,5500,5500,5500,500,5600,0,0,0.0,0,0,0,0,0,0,0
19800131,5980,6000,5820,6000,500,25610,0,0,0.0,0,0,0,0,0,0,0
19800201,6170,6170,5510,5800,200,20900,0,0,0.0,0,0,0,0,0,0,0
19800202,5780,6000,5780,6000,200,7790,0,0,0.0,0,0,0,0,0,0,0
19800204,6000,6000,5700,5700,300,6110,0,0,0.0,0,0,0,0,0,0,0
19800205,5750,5850,5590,5600,100,3130,0,0,0.0,0,0,0,0,0,0,0
19800206,5600,5800,5600,5650,50,3320,0,0,0.0,0,0,0,0,0,0,0
19800207,5670,5700,5550,5550,100,2860,0,0,0.0,0,0,0,0,0,0,0
19800208,5550,5590,5550,5550,0,2110,0,0,0.0,0,0,0,0,0,0,0
19800209,5540,5540,5510,5540,10,540,0,0,0.0,0,0,0,0,0,0,0
19800211,5490,5490,5410,5410,130,1590,0,0,0.0,0,0,0,0,0,0,0
19800212,5390,5500,5390,5450,40,1170,0,0,0.0,0,0,0,0,0,0,0
19800213,5440,5440,5400,5400,50,280,0,0,0.0,0,0,0,0,0,0,0
19800214,5450,5450,5400,5400,0,590,0,0,0.0,0,0,0,0,0,0,0
19800215,5400,5400,5350,5400,0,950,0,0,0.0,0,0,0,0,0,0,0
19800216,5500,5500,5500,5500,100,660,0,0,0.0,0,0,0,0,0,0,0
19800218,5400,5400,5360,5360,140,600,0,0,0.0,0,0,0,0,0,0,0
19800219,5400,5400,5310,5380,20,1330,0,0,0.0,0,0,0,0,0,0,0
19800220,5400,5400,5320,5320,60,160,0,0,0.0,0,0,0,0,0,0,0
19800221,5400,5400,5400,5400,80,30,0,0,0.0,0,0,0,0,0,0,0
19800222,5320,5330,5320,5320,80,860,0,0,0.0,0,0,0,0,0,0,0
19800223,5300,5300,5260,5260,60,160,0,0,0.0,0,0,0,0,0,0,0
19800225,5200,5200,5060,5060,200,1250,0,0,0.0,0,0,0,0,0,0,0
19800226,5020,5020,4950,5010,50,970,0,0,0.0,0,0,0,0,0,0,0
19800227,5050,5060,5020,5020,10,490,0,0,0.0,0,0,0,0,0,0,0
19800228,5000,5000,4960,4970,50,1000,0,0,0.0,0,0,0,0,0,0,0
19800229,4950,4950,4910,4910,60,850,0,0,0.0,0,0,0,0,0,0,0
19800303,5200,5200,4910,4910,0,520,0,0,0.0,0,0,0,0,0,0,0
19800304,4910,5100,4910,4920,10,130,0,0,0.0,0,0,0,0,0,0,0
19800305,4920,5000,4910,4910,10,1280,0,0,0.0,0,0,0,0,0,0,0
19800306,4900,5000,4900,4900,10,960,0,0,0.0,0,0,0,0,0,0,0
19800307,4950,4950,4920,4920,20,810,0,0,0.0,0,0,0,0,0,0,0
19800308,4990,4990,4990,4990,70,30,0,0,0.0,0,0,0,0,0,0,0
19800311,4900,4910,4850,4890,100,760,0,0,0.0,0,0,0,0,0,0,0
19800312,4890,4890,4800,4800,90,510,0,0,0.0,0,0,0,0,0,0,0
19800313,4800,5000,4720,4810,10,540,0,0,0.0,0,0,0,0,0,0,0
19800314,4840,4840,4830,4830,20,340,0,0,0.0,0,0,0,0,0,0,0
19800315,4900,4900,4900,4900,70,110,0,0,0.0,0,0,0,0,0,0,0
19800317,5010,5010,4920,4920,20,1240,0,0,0.0,0,0,0,0,0,0,0
19800318,4950,4950,4920,4950,30,130,0,0,0.0,0,0,0,0,0,0,0
19800319,4890,4930,4890,4900,50,390,0,0,0.0,0,0,0,0,0,0,0
19800320,4900,5200,4900,5200,300,1190,0,0,0.0,0,0,0,0,0,0,0
19800321,5250,5400,4900,4900,300,6190,0,0,0.0,0,0,0,0,0,0,0
19800322,5180,5180,5180,5180,280,10,0,0,0.0,0,0,0,0,0,0,0
19800324,5090,5230,5090,5230,50,3760,0,0,0.0,0,0,0,0,0,0,0
19800325,5300,5310,5200,5200,30,980,0,0,0.0,0,0,0,0,0,0,0
19800326,5150,5300,5150,5150,50,2250,0,0,0.0,0,0,0,0,0,0,0
19800327,5080,5150,5050,5110,40,960,0,0,0.0,0,0,0,0,0,0,0
19800328,5090,5090,5020,5020,90,420,0,0,0.0,0,0,0,0,0,0,0
19800329,4980,5050,4980,5050,30,710,0,0,0.0,0,0,0,0,0,0,0
19800331,5100,5100,5050,5050,0,970,0,0,0.0,0,0,0,0,0,0,0
19800401,5020,5040,5020,5020,30,230,0,0,0.0,0,0,0,0,0,0,0
19800402,5000,5050,4950,4950,70,900,0,0,0.0,0,0,0,0,0,0,0
19800403,5150,5150,5000,5140,190,800,0,0,0.0,0,0,0,0,0,0,0
19800404,5200,5300,5200,5300,160,8150,0,0,0.0,0,0,0,0,0,0,0
19800407,5400,5700,5400,5460,160,1730,0,0,0.0,0,0,0,0,0,0,0
19800408,5610,5610,5510,5550,90,5120,0,0,0.0,0,0,0,0,0,0,0
19800409,5440,5440,5310,5350,200,1530,0,0,0.0,0,0,0,0,0,0,0
