day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for_perc,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
19860127,5300,5350,5040,5200,0,4740,0,0,0.0,0,0,0,0,0,0,0
19860128,5200,5200,5060,5190,10,8200,0,0,0.0,0,0,0,0,0,0,0
19860129,5150,5150,5100,5100,90,6140,0,0,0.0,0,0,0,0,0,0,0
19860130,5120,5140,5100,5100,0,7040,0,0,0.0,0,0,0,0,0,0,0
19860131,5110,5250,5110,5250,150,13620,0,0,0.0,0,0,0,0,0,0,0
19860201,5280,5350,5250,5350,100,22960,0,0,0.0,0,0,0,0,0,0,0
19860203,5400,5400,5350,5380,30,15580,0,0,0.0,0,0,0,0,0,0,0
19860204,5370,5370,5310,5370,10,5840,0,0,0.0,0,0,0,0,0,0,0
19860205,5350,5350,5260,5260,110,2340,0,0,0.0,0,0,0,0,0,0,0
19860206,5260,5300,5260,5300,50,5800,0,0,0.0,0,0,0,0,0,0,0
19860207,5300,5350,5300,5330,30,12240,0,0,0.0,0,0,0,0,0,0,0
19860208,5300,5300,5250,5300,30,6220,0,0,0.0,0,0,0,0,0,0,0
19860210,5300,5350,5300,5340,40,6360,0,0,0.0,0,0,0,0,0,0,0
19860211,5330,5330,5330,5330,10,4720,0,0,0.0,0,0,0,0,0,0,0
19860212,5330,5330,5300,5310,30,7060,0,0,0.0,0,0,0,0,0,0,0
19860213,5330,5340,5310,5340,40,6540,0,0,0.0,0,0,0,0,0,0,0
19860214,5340,5360,5330,5350,10,10800,0,0,0.0,0,0,0,0,0,0,0
19860215,5360,5380,5360,5370,20,2880,0,0,0.0,0,0,0,0,0,0,0
19860217,5400,5720,5400,5720,350,10380,0,0,0.0,0,0,0,0,0,0,0
19860218,6070,6070,6070,6070,350,11280,0,0,0.0,0,0,0,0,0,0,0
19860219,6400,6400,6070,6150,90,13940,0,0,0.0,0,0,0,0,0,0,0
19860220,6150,6150,6000,6000,150,1320,0,0,0.0,0,0,0,0,0,0,0
19860221,5900,5900,5750,5830,180,4140,0,0,0.0,0,0,0,0,0,0,0
19860222,5830,5850,5800,5800,30,1820,0,0,0.0,0,0,0,0,0,0,0
19860224,5610,5800,5610,5800,0,4040,0,0,0.0,0,0,0,0,0,0,0
19860225,5800,5830,5750,5750,60,5140,0,0,0.0,0,0,0,0,0,0,0
19860226,5790,5900,5790,5880,140,6900,0,0,0.0,0,0,0,0,0,0,0
19860227,5800,5830,5800,5830,60,2540,0,0,0.0,0,0,0,0,0,0,0
19860228,5800,5800,5500,5800,30,6660,0,0,0.0,0,0,0,0,0,0,0
19860303,5720,5850,5700,5830,30,4700,0,0,0.0,0,0,0,0,0,0,0
19860304,5820,5820,5820,5830,0,7260,0,0,0.0,0,0,0,0,0,0,0
19860305,5800,5800,5750,5800,30,2780,0,0,0.0,0,0,0,0,0,0,0
19860306,5780,5830,5780,5800,0,5560,0,0,0.0,0,0,0,0,0,0,0
19860307,5780,5780,5700,5700,100,3020,0,0,0.0,0,0,0,0,0,0,0
19860308,5690,5800,5690,5800,100,5180,0,0,0.0,0,0,0,0,0,0,0
19860311,5840,5850,5800,5800,0,8200,0,0,0.0,0,0,0,0,0,0,0
19860312,5820,5830,5810,5820,20,2880,0,0,0.0,0,0,0,0,0,0,0
19860313,5800,5800,5800,5800,20,4380,0,0,0.0,0,0,0,0,0,0,0
19860314,5800,5800,5750,5750,50,2280,0,0,0.0,0,0,0,0,0,0,0
19860315,5750,5800,5730,5800,50,3820,0,0,0.0,0,0,0,0,0,0,0
19860317,5790,5790,5790,5790,10,360,0,0,0.0,0,0,0,0,0,0,0
19860318,5750,5750,5750,5750,50,80,0,0,0.0,0,0,0,0,0,0,0
19860319,5740,5740,5650,5700,50,2640,0,0,0.0,0,0,0,0,0,0,0
19860320,5680,5680,5650,5650,50,4100,0,0,0.0,0,0,0,0,0,0,0
19860321,5700,5700,5650,5700,50,6280,0,0,0.0,0,0,0,0,0,0,0
19860322,5750,5950,5750,5930,230,760,0,0,0.0,0,0,0,0,0,0,0
19860324,6000,6030,6000,6000,70,3660,0,0,0.0,0,0,0,0,0,0,0
19860325,6000,6000,5950,6000,0,5260,0,0,0.0,0,0,0,0,0,0,0
19860326,5760,5910,5760,5760,240,1160,0,0,0.0,0,0,0,0,0,0,0
19860327,5800,5900,5800,5850,90,4160,0,0,0.0,0,0,0,0,0,0,0
19860328,5850,6000,5770,5950,100,6400,0,0,0.0,0,0,0,0,0,0,0
19860329,6030,6280,6030,6240,290,8020,0,0,0.0,0,0,0,0,0,0,0
19860331,6340,6590,6340,6590,350,31500,0,0,0.0,0,0,0,0,0,0,0
19860401,6940,6940,6940,6940,350,38500,0,0,0.0,0,0,0,0,0,0,0
19860402,7270,7290,7270,7290,350,42080,0,0,0.0,0,0,0,0,0,0,0
19860403,7500,7500,7250,7250,40,25860,0,0,0.0,0,0,0,0,0,0,0
19860404,7000,7300,7000,7250,0,5360,0,0,0.0,0,0,0,0,0,0,0
19860407,7250,7250,7100,7100,150,7820,0,0,0.0,0,0,0,0,0,0,0
19860408,7000,7000,6860,6900,200,2980,0,0,0.0,0,0,0,0,0,0,0
19860409,6900,6930,6750,6930,30,17400,0,0,0.0,0,0,0,0,0,0,0
19860410,7030,7280,6950,7280,350,28080,0,0,0.0,0,0,0,0,0,0,0
19860411,7590,7630,7350,7630,350,59160,0,0,0.0,0,0,0,0,0,0,0
19860412,7800,7800,7510,7750,130,38440,0,0,0.0,0,0,0,0,0,0,0
19860414,7600,7950,7600,7600,150,23740,0,0,0.0,0,0,0,0,0,0,0
19860415,7770,7940,7770,7850,250,21180,0,0,0.0,0,0,0,0,0,0,0
19860416,7950,7950,7600,7850,0,61280,0,0,0.0,0,0,0,0,0,0,0
19860417,7600,7750,7600,7750,100,6800,0,0,0.0,0,0,0,0,0,0,0
19860418,7600,7650,7600,7610,150,6600,0,0,0.0,0,0,0,0,0,0,0
19860419,7500,7500,7500,7500,110,11480,0,0,0.0,0,0,0,0,0,0,0
19860421,7450,7450,7450,7450,50,10000,0,0,0.0,0,0,0,0,0,0,0
19860422,7360,7360,7360,7360,100,10000,0,0,0.0,0,0,0,0,0,0,0
19860423,7300,7300,7240,7260,100,10140,0,0,0.0,0,0,0,0,0,0,0
19860424,6980,6980,6980,6980,280,0,0,0,0.0,0,0,0,0,0,0,0
19860425,6850,6850,6850,6850,130,680,0,0,0.0,0,0,0,0,0,0,0
19860426,6800,6800,6800,6800,50,100,0,0,0.0,0,0,0,0,0,0,0
19860428,6850,6850,6850,6850,50,600,0,0,0.0,0,0,0,0,0,0,0
19860429,6850,6850,6800,6850,0,1100,0,0,0.0,0,0,0,0,0,0,0
19860430,6800,6840,6800,6840,10,6240,0,0,0.0,0,0,0,0,0,0,0
19860501,6840,6840,6840,6840,0,2100,0,0,0.0,0,0,0,0,0,0,0
19860502,6750,6750,6750,6750,90,880,0,0,0.0,0,0,0,0,0,0,0
19860503,6800,6800,6800,6800,50,1920,0,0,0.0,0,0,0,0,0,0,0
