day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for_perc,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
20210330,18700,18900,18600,18800,50,187092,3474482,-16854,6.61,6307,18650,18850,18650,18850,50,888
20210329,19200,19250,18600,18750,450,417401,3491336,-32089,6.64,-9079,18750,18800,18650,18800,50,1388
20210326,19400,19400,19100,19200,100,146662,3523425,7313,6.71,-8085,19200,19200,19150,19150,-50,2622
20210325,19150,19400,19100,19300,100,213030,3516112,13751,6.69,-5257,19300,19300,19200,19250,-50,752
20210324,19250,19450,19100,19200,50,216844,3502361,2398,6.66,4135,19250,19250,19200,19250,50,2308
20210323,19500,19850,19250,19250,250,296673,3499204,8358,6.66,-1372,19250,19300,19250,19250,0,2170
20210322,19650,19800,19450,19500,300,234182,3490846,-20909,6.64,6895,19500,19500,19450,19450,-50,2428
20210319,19500,19900,19400,19800,100,204988,3511755,27365,6.68,-18120,19800,19800,19700,19800,0,956
20210318,19950,20350,19700,19700,300,357260,3484390,-17205,6.63,7184,19600,19700,19600,19600,-100,3479
20210317,19950,20100,19650,20000,100,303984,3501595,37703,6.66,-7585,20000,20000,19950,19950,-50,1761
20210316,20000,20150,19800,19900,300,317579,3463892,37325,6.59,19003,20000,20000,19900,19950,50,2071
20210315,19850,20400,19600,19600,250,607164,3426567,16319,6.51,-3156,19600,19700,19550,19650,50,2058
20210312,19650,19950,19500,19850,250,356588,3410248,-13081,6.49,-1618,19850,19850,19650,19650,-200,5286
20210311,19400,19650,19200,19600,350,338108,3423329,67395,6.51,-2519,19550,19600,19550,19600,0,2134
20210310,19800,19900,19200,19250,300,324201,3355832,-15467,6.39,-6246,19250,19250,19150,19200,-50,1741
20210309,19400,20050,18800,19550,150,795436,3371299,18451,6.41,7600,19800,19800,19500,19600,50,13096
20210308,20300,20400,19300,19400,850,741842,3352848,-38391,6.38,-36063,19300,19350,19150,19150,-250,6652
20210305,19100,20700,19050,20250,850,2045438,3391239,56180,6.45,39110,20300,20300,20150,20200,-50,6906
20210304,19400,19500,18950,19400,200,400870,3335059,27920,6.35,-11025,19400,19500,19400,19400,0,4597
20210303,19600,19850,19350,19600,0,467921,3307139,19837,6.29,3335,19550,19600,19500,19600,0,3124
20210302,19300,19700,18900,19600,450,863522,3287302,16410,6.26,4232,19600,19600,19500,19600,0,7842
20210226,18200,19700,18000,19150,900,1803201,3270892,16489,6.22,-31213,19150,19150,19000,19000,-150,7195
20210225,18100,18450,18000,18250,400,339076,3254403,-32928,6.19,22222,18250,18500,18250,18500,250,7290
20210224,17950,18850,17800,17850,100,581686,3287331,-17353,6.26,-5363,17850,17950,17800,17850,0,15349
20210223,18150,18200,17850,17950,350,329929,3304684,-12108,6.29,-1199,17900,17950,17900,17900,-50,2272
