day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
20210326,3965,3965,3875,3920,35,195309,4192425,0,3.99,0,0,0,0,0,0,0
20210325,3900,3990,3840,3885,25,271658,4192425,14432,3.99,3,3900,3900,3900,3900,15,2603
20210324,3935,3940,3850,3910,25,256432,4177993,-20396,3.98,-397,3905,3905,3875,3880,-30,6464
20210323,3985,4025,3895,3935,50,359933,4198389,19002,4.0,1,3985,3985,3900,3900,-35,798
20210322,4040,4040,3950,3985,50,338290,4179387,-64462,3.98,1,3990,3990,3990,3990,5,20
20210319,4010,4035,3995,4035,5,229992,4243849,1290,4.04,0,4030,4030,4005,4010,-25,516
20210318,4040,4065,3995,4040,10,224029,4242559,-9970,4.04,0,4005,4020,4005,4020,-20,349
20210317,4060,4080,4000,4030,15,125645,4252529,-100985,4.05,0,4015,4015,4015,4015,-15,182
20210316,4095,4095,4010,4015,35,168750,4353514,-20827,4.14,288,4015,4110,4000,4110,95,1295
20210315,3980,4095,3915,4050,50,311246,4374341,8149,4.16,206,4170,4170,4050,4095,45,11840
20210312,3885,4090,3885,4000,125,395921,4366192,22621,4.16,-427,3995,3995,3990,3990,-10,1115
20210311,3915,3925,3840,3875,5,143806,4343571,11979,4.13,29,3875,3935,3875,3875,0,2696
20210310,3900,3940,3830,3870,30,202675,4331592,9173,4.12,279,3830,3935,3830,3870,0,1063
20210309,3900,3920,3845,3900,10,179501,4322419,5393,4.11,-230,3940,3940,3895,3900,0,150
20210308,3975,4050,3905,3910,65,202418,4317026,-31109,4.11,33,3945,3945,3900,3900,-10,489
20210305,3965,4035,3950,3975,60,133479,4348135,-1374,4.14,906,4250,4250,3995,3995,20,236
20210304,3945,4100,3895,4035,80,378025,4349509,-23612,4.14,-51,4045,4045,4030,4030,-5,4695
20210303,3990,4000,3935,3955,60,167257,4373121,5192,4.16,-189,4010,4010,3955,3955,0,266
20210302,3900,4280,3895,4015,100,883513,4367929,-32378,4.16,595,4000,4000,3970,3970,-45,3584
20210226,3935,3945,3875,3915,65,291432,4400307,-23702,4.19,507,3915,3915,3815,3895,-20,4951
20210225,3910,3995,3870,3980,75,282843,4424009,2174,4.21,1580,3980,3980,3970,3970,-10,265
20210224,3990,4020,3905,3905,85,374103,4421835,22267,4.21,-43,3915,3915,3910,3910,5,1133
20210223,4010,4010,3980,3990,25,291208,4399568,-19922,4.19,55,3990,3990,3980,3980,-10,607
20210222,4020,4050,3975,4015,15,249827,4419490,4503,4.21,609,4015,4015,4010,4010,-5,165
20210219,4070,4070,3975,4030,10,306182,4414987,-4960,4.2,-256,3990,4020,3990,4020,-10,653
20210218,4040,4080,4020,4040,15,290755,4419947,1588,4.21,40,4045,4055,4040,4040,0,440
20210217,4115,4115,4035,4055,45,304818,4418359,14446,4.2,-1733,4085,4085,4075,4075,20,254
20210216,4130,4130,4035,4100,10,321505,4403913,-1997,4.19,1228,4100,4100,4095,4095,-5,289
20210215,4170,4170,4065,4090,60,292186,4405910,-7441,4.19,1722,4100,4100,4090,4100,10,877
20210210,4140,4180,4100,4150,0,233868,4413351,-12697,4.2,1198,4155,4155,4150,4155,5,1007
20210209,4060,4185,4040,4150,50,217222,4426048,14298,4.21,531,4150,4180,4150,4150,0,1181
20210208,4095,4150,4040,4100,0,232315,4411750,11735,4.2,440,4100,4100,4075,4100,0,1274
20210205,4050,4210,4045,4100,60,575423,4400015,-22413,4.19,361,4110,4125,4100,4125,25,1277
20210204,4025,4065,3950,4040,25,605716,4422428,3158,4.21,-209305,4040,4040,4040,4040,0,652
20210203,4105,4195,4020,4065,40,456064,4419270,-115932,4.21,1096,4030,4065,4030,4065,0,818
20210202,4075,4200,4040,4105,40,343494,4535202,-49263,4.32,240,4180,4180,4160,4160,55,24
20210201,4050,4165,3785,4065,0,485425,4584465,34394,4.37,-275,4065,4070,4065,4070,5,3107
20210129,4155,4200,4045,4065,95,611136,4550071,-17044,4.34,-16529,4065,4065,4045,4045,-20,2368
20210128,4205,4245,4140,4160,100,484521,4567115,-20836,4.34,-27159,4230,4230,4185,4185,25,556
20210127,4290,4320,4235,4260,25,398954,4587951,-11117,4.37,564,4290,4300,4290,4295,35,5097
20210126,4340,4345,4255,4285,65,394020,4599068,-34007,4.38,130,4285,4300,4285,4295,10,968
20210125,4380,4380,4285,4350,0,396341,4633075,20303,4.41,-9377,4380,4380,4360,4360,10,261
20210122,4455,4570,4230,4350,120,904021,4612772,-37138,4.4,1832,4360,4360,4350,4350,0,14752
20210121,4335,4485,4295,4470,135,596752,4649910,-24889,4.43,258,4465,4495,4440,4495,25,5947
20210120,4240,4355,4240,4335,70,326638,4674799,24870,4.45,3054,4340,4345,4335,4345,10,2219
20210119,4280,4300,4220,4265,20,331600,4649929,-12844,4.43,1454,4310,4310,4260,4260,-5,1234
20210118,4315,4345,4235,4285,5,400572,4662773,29785,4.44,246,4340,4340,4245,4275,-10,2012
20210115,4390,4395,4275,4290,95,382671,4632988,-62464,4.41,6182,4330,4330,4290,4300,10,712
20210114,4300,4395,4285,4385,85,487568,4695452,1883,4.46,6687,4360,4400,4360,4400,15,1875
20210113,4325,4400,4250,4300,0,380811,4693569,-20704,4.46,332,4310,4320,4290,4290,-10,1862
20210112,4400,4490,4255,4300,65,773362,4714273,-56369,4.49,3059,4290,4350,4290,4335,35,1366
20210111,4525,4630,4305,4365,160,1193135,4770642,37656,4.55,-487,4420,4420,4370,4395,30,1876
20210108,4735,4735,4480,4525,195,1428744,4732986,-79900,4.51,10449,4525,4565,4520,4520,-5,2305
20210107,4840,4880,4665,4720,170,1146828,4812886,-52785,4.59,78,4700,4725,4700,4715,-5,2894
20210106,4955,5040,4755,4890,50,1859484,4865671,-193703,4.63,-25066,4880,4880,4835,4845,-45,14467
20210105,4700,4980,4600,4940,280,2708648,5059374,40358,4.82,41796,4930,4960,4930,4950,10,14926
20210104,4540,4665,4460,4660,160,1592671,5019016,42968,4.78,11147,4660,4675,4660,4675,15,17052
20201230,4400,4530,4380,4500,55,1422520,4976048,57221,4.74,7190,4500,4510,4500,4505,5,4108
20201229,4270,4590,4255,4445,340,4580179,4918827,155763,4.69,79830,4445,4445,4430,4435,-10,7887
20201228,4220,4240,4040,4105,65,1487411,4763064,-69469,4.54,-35054,4125,4125,4105,4105,0,3315
20201224,4100,4245,4070,4170,95,1352653,4832533,6138,4.6,4595,4135,4170,4135,4170,0,5267
20201223,4100,4135,4040,4075,25,971727,4826395,39449,4.6,3155,4130,4130,4075,4090,15,1555
20201222,4125,4125,4050,4100,25,1556681,4786946,-7842,4.56,-499660,4090,4220,4090,4150,50,13697
20201221,4250,4250,4095,4125,115,1454525,4794788,85041,4.57,-305716,4130,4140,4125,4125,0,13189
20201218,4260,4320,4160,4240,20,886998,4709747,24713,4.49,-73496,4240,4250,4230,4250,10,1271
20201217,4345,4400,4260,4260,55,1036559,4685034,26801,4.46,-56885,4260,4270,4250,4270,10,4292
