day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for_perc,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
20210329,160000,160600,153600,153900,2400,455519,3096679,-69266,8.64,-5256,153800,153800,153100,153100,-800,4360
20210326,151700,153000,148100,151500,1000,253603,3165945,-3432,8.84,-3445,151600,151900,151600,151900,400,5744
20210325,149300,150900,147700,150500,1200,176169,3167077,-10962,8.84,-2685,150700,150700,150500,150700,200,2810
20210324,148000,150700,146900,149300,1600,158735,3178039,11524,8.87,7069,149400,150000,149400,150000,700,1938
20210323,151000,155300,147400,147700,1100,266734,3166185,-32777,8.84,-272,147700,147900,147700,147900,200,2296
20210322,150100,151400,146500,148800,200,167565,3198962,-16893,8.93,4289,148900,148900,148200,148200,-600,2762
20210319,148500,149700,146800,148600,2000,116944,3213551,505,8.97,-8499,148000,148700,148000,148700,100,1231
20210318,151300,154000,150200,150600,100,131271,3209964,-5499,8.96,4565,150600,150600,150000,150000,-600,2865
20210317,153000,153900,148900,150700,2000,131273,3214707,-47244,8.98,-4810,151000,151000,150400,150400,-300,2224
20210316,149300,153800,148200,152700,4400,157392,3261951,34518,9.11,11844,152500,153200,152500,153000,300,2064
20210315,151400,151400,148300,148300,3100,93764,3227433,-10480,9.01,-2267,148300,148300,148200,148300,0,1381
20210312,149600,152800,148200,151400,3700,120194,3237913,12863,9.03,206,151400,151400,150500,150600,-800,1621
20210311,144800,149600,143600,147700,3600,149736,3225050,56374,9.01,-556,147800,148000,147400,147400,-300,1749
20210310,150500,151900,144000,144100,3800,170033,3168632,-19196,8.85,-1157,144100,144100,143300,143500,-600,3939
20210309,150600,152000,144400,147900,4400,268016,3187828,25420,8.9,1387,147700,147900,147000,147300,-600,4655
20210308,159700,159700,151500,152300,5600,155497,3162408,-20447,8.83,1982,152000,152000,150100,150100,-2200,3553
20210305,161100,161200,156000,157900,3500,190808,3182855,-47474,8.89,-1142,158000,158100,157900,157900,0,2530
20210304,158800,162800,155500,161400,3400,282322,3230311,27063,9.02,-2044,162100,162400,162000,162400,1000,4128
20210303,154200,159700,153100,158000,3900,237875,3203248,1487,8.93,6263,158400,158400,158300,158400,400,4829
20210302,156400,160200,151400,154100,400,239730,3201761,39928,8.93,6242,154000,154100,152900,153000,-1100,2991
20210226,157400,158300,150000,153700,7800,483586,3161833,-108279,8.83,-21418,153000,153500,153000,153500,-200,2677
20210225,150100,162100,148900,161500,14700,576631,3270112,41008,9.13,10323,161800,161800,159600,159900,-1600,10284
20210224,150000,156500,146500,146800,5400,470275,3229104,104902,9.02,-5208,146800,147300,146700,147100,300,7397
20210223,158500,159200,152200,152200,6300,368693,3124202,74638,8.72,-406,151900,151900,150800,151300,-900,6806
20210222,162700,164800,158300,158500,3800,237744,3049564,11326,8.52,-4992,158800,159100,158500,159100,600,4593
20210219,161500,165700,158600,162300,400,248949,3038238,45786,8.48,1938,162300,162600,162100,162300,0,2265
20210218,167400,170600,162700,162700,4700,221480,2992452,1217,8.35,-3193,162900,162900,162500,162500,-200,4686
20210217,166800,171300,162100,167400,600,429598,2991235,29304,8.35,-6541,168000,168000,165600,165600,-1800,4026
20210216,173400,173400,166700,166800,5800,393154,2961931,-35263,8.27,-6992,166800,166900,166700,166700,-100,4873
20210215,175100,176500,172600,172600,0,205481,2997194,-19063,8.37,5326,172700,172800,172600,172600,0,5754
20210210,171500,174000,170200,172600,400,211703,3016257,2455,8.42,-134,172800,173200,172700,173200,600,3386
20210209,177800,178500,173000,173000,4400,299704,3013802,11845,8.42,-2262,173000,173100,172900,172900,-100,6146
20210208,184000,184400,177200,177400,3100,335460,3001957,-36708,8.38,-8724,177400,177400,176700,176700,-700,5321
20210205,181000,193000,179000,180500,1500,1449047,3038665,-11342,8.49,6275,180600,181700,180600,181200,700,10384
20210204,177900,181200,174000,179000,700,305135,3050007,4633,8.52,-9955,179400,179400,178000,178000,-1000,5724
20210203,182900,182900,175500,178300,2700,373337,3045374,-27842,8.5,-1616,178300,178500,177500,177500,-800,4941
20210202,189500,189500,179000,181000,6300,418914,3073216,-165974,8.58,158,181000,181300,181000,181000,0,4105
20210201,176000,191500,176000,187300,12300,960840,3239190,70767,9.05,29185,187400,188000,187400,187800,500,7389
20210129,186600,188700,175000,175000,11600,489135,3168423,-40805,8.85,-9178,175800,175800,175200,175500,500,6153
20210128,188100,197800,185000,186600,7100,620714,3209228,-52943,8.96,-12415,186700,186800,185500,185500,-1100,7249
20210127,191200,199100,185500,193700,5700,784646,3262171,35294,9.11,-4602,194600,194600,192100,192100,-1600,13981
20210126,189700,199800,186200,188000,3700,965525,3226877,-110236,9.01,-18240,188000,188000,187100,187400,-600,6772
20210125,179600,184300,178700,184300,6300,355397,3337113,16112,9.32,12277,184500,189900,184500,187900,3600,14198
20210122,181300,181500,177100,178000,2600,342157,3321001,3977,9.27,-16434,177200,177900,177200,177700,-300,5362
20210121,181500,183000,177800,180600,200,439806,3317024,-11709,9.26,-15560,180600,180700,180000,180100,-500,9199
20210120,183800,187600,180200,180800,900,544062,3328733,-28128,9.3,20518,180800,180900,180600,180600,-200,6566
20210119,177200,183900,168800,181700,2200,1367507,3353127,176526,9.36,15128,182200,182500,181800,182100,400,9926
20210118,185500,199800,170000,179500,7900,1573778,3176601,96074,8.87,13725,179300,179300,173800,177500,-2000,69777
20210115,203000,203100,185700,187400,19700,1784957,3080527,49193,8.59,-22321,187700,187700,184700,185000,-2400,39431
20210114,216300,225000,206700,207100,22600,1733651,3031334,-59869,8.46,-21269,207100,207100,203700,203900,-3200,30881
20210113,221700,239800,219000,229700,5700,2150842,3088277,21369,8.62,5540,232900,234500,212900,212900,-16800,76656
20210112,225900,229300,214800,224000,1600,839203,3066908,-14066,8.56,-17338,225100,225100,220300,220300,-3700,22404
20210111,225200,230000,217700,222400,1500,1108586,3080974,-3514,8.59,-3056,223100,227100,223000,227000,4600,31204
20210108,217800,222400,212500,220900,5200,880896,3082958,13790,8.61,-6891,221000,221200,220900,221100,200,12673
20210107,215000,218700,210700,215700,1500,635270,3069168,35560,8.57,5540,216200,216300,215900,216000,300,10316
20210106,218000,220400,214200,214200,4200,567075,3033608,-7898,8.47,-23858,214200,214200,213400,213400,-800,13511
20210105,219100,225900,213400,218400,100,960322,3041506,6781,8.49,-27255,218400,218400,217600,217600,-800,15444
20210104,228000,230700,216200,218300,20300,1724617,3034725,-18639,8.47,-29512,218100,218100,215200,215200,-3100,39771
20201230,248200,248200,234500,238600,11500,1690965,3053364,-66593,8.53,-7302,238600,238600,237300,237400,-1200,20060
20201229,259800,261300,248000,250100,2200,2567907,3119957,-121957,8.71,-52074,250800,250800,248000,248000,-2100,33143
20201228,245400,274200,242000,257300,17300,5785386,3241914,900,9.05,86071,257800,258300,256200,256600,-700,65943
20201224,237800,244400,230400,240000,4800,1600327,3242544,19385,9.05,48777,242000,242000,240100,240100,100,23074
20201223,238800,246500,233100,235200,1200,2236508,3223159,169717,9.0,7676,236400,238500,236400,238500,3300,29870
20201222,242700,244000,233300,234000,10000,1175638,3053442,-50305,8.53,-36639,235000,236500,233700,233700,-300,19942
20201221,245000,252800,240100,244000,1500,2395452,3103747,-146463,8.67,9328,244000,244000,241600,241600,-2400,20097
20201218,236500,243900,233800,242500,8500,1721354,3251684,129047,9.08,16868,242900,242900,242000,242300,-200,22987
20201217,228800,239500,228000,234000,500,1185680,3124149,96421,8.72,4282,235600,235600,234000,234600,600,15164
20201216,243000,243300,232200,233500,6500,1514194,3030648,-212906,8.46,13219,233500,233900,229500,229600,-3900,34336
20201215,235700,245000,222300,240000,8000,3709700,3247954,-146092,9.07,-2450,239800,239800,236200,236200,-3800,76619
20201214,228300,238400,223600,232000,9600,2243434,3397104,133517,9.49,-1531,233000,235800,233000,235800,3800,31873
20201211,229200,231900,221700,222400,3100,1039226,3266535,-107932,9.12,-24829,222500,222600,222000,222100,-300,12946
20201210,204500,229100,203700,225500,15800,2589945,3375781,47967,9.43,-72,225500,225500,224100,224100,-1400,15248
20201209,205100,214600,194300,209700,5200,2122535,3327814,165029,9.29,-8227,209700,209700,207000,207000,-2700,25725
20201208,228000,234000,203000,204500,32300,3008096,3162785,132219,8.83,-16317,205300,208000,205300,205800,1300,39937
20201207,239800,243800,218100,236800,1800,3497202,3030566,-67448,8.46,13748,236600,238000,233900,233900,-2900,39401
20201204,234000,244000,232200,238600,1600,3052254,3098014,-28736,8.64,6021,238600,238600,238000,238400,-200,29149
20201203,200800,244600,200100,237000,32000,5027374,3126750,-63866,8.73,-4747,237200,238300,237200,238300,1300,28472
20201202,198400,210000,194800,205000,11200,901097,3190616,-253,8.91,-19256,201800,202600,201000,201000,-4000,57759
20201201,192000,193800,187000,193800,4500,486655,3190869,7592,8.91,10489,195100,195100,193300,195000,1200,14861
20201130,188700,199400,188700,189300,500,836953,3183277,6800,8.89,-22786,189800,190900,189800,190900,1600,14529
20201127,186800,189300,184100,188800,1800,2409469,3176477,179462,8.87,-2498,190200,191500,187200,188400,-400,88766
20201126,178300,195800,168600,187000,15000,10822941,2998455,-101990,8.37,11113,187000,187000,183900,184300,-2700,66743
20201125,140500,178400,139400,172000,34700,11489403,3100445,198031,8.66,-80335,173500,174200,170500,174200,2200,102745
20201124,137000,138000,133800,137300,1600,725233,2903674,3149,8.11,3378,137300,137300,137000,137000,-300,9389
20201123,133100,140500,132000,135700,4800,1784965,2900525,-28282,8.1,-9316,135800,135800,134600,134600,-1100,12132
20201120,128600,132000,127900,130900,2300,599674,2928807,50921,8.18,20376,131300,131300,130700,130800,-100,11673
20201119,128700,133300,127000,128600,3200,1179897,2877886,-20854,8.04,-2814,128600,130000,128200,128200,-400,10477
20201118,125100,127400,122900,125400,700,518020,2898740,12544,8.09,9162,126000,128800,125900,127900,2500,53432
20201117,121300,128400,119200,124700,2600,907640,2886196,-624,8.06,-4911,124300,124700,124100,124400,-300,8250
20201116,122800,125000,121600,122100,700,350731,2886820,-38440,8.06,17778,122100,122600,122100,122200,100,5605
20201113,123800,126400,118900,122800,2000,799310,2925260,-29521,8.17,1270,122800,122900,122400,122700,-100,10373
20201112,127000,127900,122400,124800,4400,1060582,2954781,-1708,8.25,-5908,125000,125400,124500,124500,-300,8172
20201111,111700,131000,111700,129200,17000,4417198,2956489,51008,8.26,9135,129200,129200,127400,127500,-1700,48231
20201110,116200,116300,111800,112200,3000,256449,2905481,-33282,8.11,-12507,112200,112400,112200,112200,0,3027
