date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,3.41,2.07,6336,185740,3925.76,416.04,270.72,300,65,1962,-2022,157
2011-07-01,3.46,2.06,6233,180105,4144.39,411.24,230.35,300,68,2064,-2726,87
2011-10-01,3.6,2.14,6219,172983,4446.97,262.27,-108.21,300,68,2060,-1666,-488
2012-01-01,3.73,2.25,6566,176144,4601.48,380.91,218.87,350,66,2316,-1669,-365
2012-04-01,3.49,2.07,6125,175376,5417.17,470.44,260.79,350,68,1690,-1471,-134
2012-07-01,3.29,1.94,5868,178149,5748.25,544.35,283,350,69,1692,-2041,233
2012-10-01,3.67,2.22,6715,183048,4390.76,146.37,116.66,350,65,1267,-2177,809
2013-01-01,3.41,2.07,6450,189095,4697.95,275.72,252.49,375,65,1305,-2293,858
2013-04-01,3.97,2.38,7415,186750,5393.75,548.76,373.91,375,66,1581,-2401,713
2013-07-01,4.58,2.74,8801,192272,5666.39,584.86,398.33,375,67,1755,-2374,1040
2013-10-01,4.18,2.56,8167,195222,4537.86,223.44,-111.26,375,63,2228,-2099,249
2014-01-01,4.51,2.66,8655,191746,4810.38,359.01,235.02,490,69,2603,-2737,1037
2014-04-01,3.41,1.98,6444,188747,5631.19,278.36,106.92,490,71,2700,-2726,629
2014-07-01,2.3,1.35,4404,191164,5822.5,317.64,177.08,490,69,1997,-1923,42
2014-10-01,0.82,0.46,1510,183808,4572.46,0.86,-253.15,490,77,1450,-3866,2310
2015-01-01,0.77,0.43,1415,183686,4964.85,378.94,260.61,920,77,1218,-2852,1486
2015-04-01,2.94,1.62,5569,189329,5939.56,502.88,406.39,920,81,1864,-2934,1830
2015-07-01,3.49,1.87,6877,197138,6156.15,518.93,324.74,920,86,2296,-5669,3788
2015-10-01,4.26,2.29,8053,188852,4888.26,69.67,-126.81,920,85,2751,-3215,1492
2016-01-01,4.37,2.34,8339,190978,5195.8,398.94,289.04,1000,85,2629,-3851,1603
2016-04-01,2.9,1.5,5472,188917,5968.63,473.69,264.21,1000,92,1951,-3856,2818
2016-07-01,3.11,1.6,5882,189272,6416.79,536.87,363.17,1000,93,2232,-2345,1036
2016-10-01,2.95,1.5,5604,189709,5060.9,52.32,-822.53,1000,96,1909,-3413,2659
2017-01-01,2.21,1.12,4142,187583,5265.16,272.57,159.71,3300,96,2075,-3647,2532
2017-04-01,0,0,-588,192110,6208.84,238.98,-486.57,3300,108,2105,-4487,2226
2017-07-01,0,0,-19658,103452,6683.52,357.49,-2148.34,3300,267,1437,-2436,2215
2017-10-01,10.26,3.86,16893,164718,4635.31,-123.38,3990.99,3300,166,1447,-1570,-1530
2018-01-01,9.66,3.4,15588,161429,5199.74,85.99,-13.54,2700,184,1270,-1577,375
2018-04-01,12.44,4.55,20106,161579,5965.07,228.39,53.36,2700,173,-590,-182,-723
2018-07-01,29.18,10.93,47991,164486,6674.26,503.15,234.96,2700,167,-134,-537,-1450
2018-10-01,0,0,-6020,153797,5393.65,58.06,-820.46,2700,168,859,-1409,1
2019-01-01,0,0,-5483,170088,5584.34,219.06,46.96,2700,161,1652,-1032,-570
2019-04-01,0,0,-11863,163855,6466.56,465.53,-442.39,2700,174,3463,-1560,-548
2019-07-01,0,0,-11432,167998,6333.88,476.72,300.67,2700,163,3228,-1944,-221
2019-10-01,0,0,-17825,151702,5046.92,-71.81,-1028.18,2700,165,1341,-1341,1019
2020-01-01,0,0,-18507,147272,4903.94,74.36,-12.56,2700,166,1097,-1414,-1558
2020-04-01,0,0,-11076,149462,5722.06,272.99,150.78,2700,182,1566,-1748,-297
2020-07-01,0,0,-10700,153166,6183.81,558.42,332.48,2700,180,1647,-2394,313
2020-10-01,0,0,-1392,144165,4809.82,66.24,-634.37,2700,166,3034,-3885,459
