date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,16.87,11.37,1113,6597,685.74,429.39,415.26,98.04,48,396,-756,759
2011-07-01,17.33,11.2,1202,6938,727.04,467.85,419.51,98.04,55,454,-619,991
2011-10-01,18.91,12.09,1322,6992,772.8,514.6,464.97,98.04,56,342,-654,915
2012-01-01,18.4,11.52,1332,7239,798.41,470.99,415.46,242.65,60,320,-381,1128
2012-04-01,17.8,11.31,1323,7429,801.15,412.37,406.69,242.65,57,432,-715,739
2012-07-01,16.67,9.95,1291,7746,808.66,451.08,379.9,242.65,68,527,-1232,1364
2012-10-01,16.47,9.98,1337,8120,1081.34,636.46,514.15,242.65,65,209,-1463,1294
2013-01-01,15.19,7.83,1274,8388,805.57,440.68,342.47,23.62,94,186,-1213,4203
2013-04-01,15.04,8.09,1236,8215,615.33,360.69,364.88,23.62,86,-320,-2203,2751
2013-07-01,14.54,7.91,1224,8421,806.9,419.19,360.37,23.62,84,435,-1711,1392
2013-10-01,9.42,5.18,790,8380,17.95,-210.72,-30.18,23.62,82,1372,-2294,1198
2014-01-01,7.53,4,640,8499,749.84,355.72,183.03,40.32,81,956,-2355,-2190
2014-04-01,10.12,5.51,917,9059,1614.83,960.02,718.78,40.32,77,1648,-1527,-509
2014-07-01,7.94,4.43,752,9462,845.88,344.25,192.1,40.32,73,1844,-1460,-313
2014-10-01,9.03,5.07,867,9604,835.66,297.65,186.7,40.32,72,1451,-1064,-114
2015-01-01,6.82,3.67,647,9498,817.43,398.22,253.89,25.42,79,1708,-1254,229
2015-04-01,4.58,2.83,525,11453,1489.48,797.54,527.71,25.42,58,1570,-1371,1111
2015-07-01,7.28,4.56,877,12051,1494.76,721.01,456.91,25.42,56,450,-1547,1201
2015-10-01,9.1,5.85,1147,12607,1486.17,624.53,781.54,25.42,52,776,-1668,1304
2016-01-01,9.7,6.89,1329,13697,909.2,254.66,78.57,43.48,38,1138,-1662,709
2016-04-01,9.42,6.67,1337,14190,1599.27,752.32,906.1,43.48,38,749,-1556,294
2016-07-01,8.93,6.37,1305,14626,1464.96,721.92,592.15,43.48,37,1455,-1479,170
2016-10-01,8.67,6.19,1314,15161,1802.32,798.01,637.31,43.48,37,2508,-1624,287
2017-01-01,11.25,8.02,1734,15417,1758.33,907.88,682.49,18.35,38,3870,-2763,423
2017-04-01,13.16,9.6,2136,16230,2162.54,1339.8,1139.9,18.35,35,5148,-2904,-722
2017-07-01,14.45,10.65,2465,17063,2007.01,1336.28,1102.59,18.35,34,4810,-2391,-741
2017-10-01,16.56,11.98,2818,17012,2361.3,1589.89,1106.82,18.35,36,4974,-2452,-962
2018-01-01,15.83,11.7,2916,18421,2204.74,1166.81,849.1,18.69,33,4245,-1242,-823
2018-04-01,13.96,10.55,2662,19070,2311.4,1092.11,750.48,18.69,31,4198,-2161,-782
2018-07-01,12.45,9.41,2318,18623,1992.96,754.33,583.75,18.69,31,4253,-2684,-1120
2018-10-01,10.37,7.63,1920,18503,2109.74,336.51,360.28,18.69,34,3821,-1932,-1981
2019-01-01,9.64,7.2,1793,18588,1915.07,758.56,631.85,47.62,32,4113,-2581,-2385
2019-04-01,9.16,6.75,1763,19245,1968.24,786.08,755.47,47.62,34,3994,-1672,-1872
2019-07-01,9.13,6.7,1802,19728,2481.82,982.37,595.13,47.62,35,4752,-1246,-1707
2019-10-01,10.65,7.87,2169,20370,3453.57,1072.17,880.36,47.62,34,4740,-2515,-859
2020-01-01,11.71,8.44,2468,21086,3456.94,1262.06,1136.27,20,37,3959,-1709,-349
2020-04-01,13.09,9.43,2907,22214,4042.74,1895.18,1435.07,20,37,4158,-1466,-87
2020-07-01,15.72,11.25,3701,23542,4873.7,2343.21,1701.1,20,38,3066,-2219,355
2020-10-01,15.33,10.38,3714,24227,4524.49,1532.58,805.56,20,46,3507,-4719,2660
