date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,12.29,9.19,1130,9189,374.8,29.54,148.85,130,34,140,32,-29
2011-07-01,12.55,9.5,1168,9307,383.76,42.31,53.17,130,32,234,-103,-153
2011-10-01,4.09,0.69,584,14271,512.72,71.27,42.98,130,293,176,-193,-688
2012-01-01,7.16,5.33,674,9405,444.76,45.75,57.2,130,34,3338,39,-2828
2012-04-01,6.47,4.91,627,9688,509.64,64.79,128.07,130,32,3675,100,-3285
2012-07-01,6.42,4.89,640,9960,429.09,52.73,58.79,130,31,2428,146,-1578
2012-10-01,5.95,0.95,934,15713,620.97,52.42,47.34,130,324,638,-138,855
2013-01-01,6.43,1.06,1015,15799,526.83,50.44,39.48,130,304,-433,-21,786
2013-04-01,5.44,0.63,860,15817,515.03,44.01,72.06,130,473,-869,-712,2984
2013-07-01,6.13,0.7,980,16000,497.91,50.46,27.16,130,474,494,-506,1664
2013-10-01,3.97,0.65,638,16081,591.26,68.71,-33.47,130,312,2149,-689,-2208
2014-01-01,3.53,0.45,567,16082,549.94,25.74,49.04,130,415,432,-1044,549
2014-04-01,3.93,0.51,638,16247,552.82,42.58,3.1,130,406,-878,-446,497
2014-07-01,4.6,0.66,767,16661,509.39,31.54,28.42,130,362,-1035,-718,-157
2014-10-01,5.9,0.93,1000,16940,777.22,104.71,-7.87,130,327,-2049,-591,2633
2015-01-01,8.49,1.21,1480,17433,625.46,18.38,58.72,150,361,-1633,-532,2462
2015-04-01,11.09,1.4,1997,18008,597.62,55.32,28.46,150,407,-81,-1147,1021
2015-07-01,12.06,1.54,2255,18698,567.94,40.49,98.5,150,402,-969,-1150,2868
2015-10-01,12.12,1.57,2297,18959,722.16,77.54,3.27,150,394,-1614,-1393,3257
2016-01-01,12.13,1.49,2356,19418,650.5,50.32,116.8,250,418,-1005,-1388,2304
2016-04-01,10.3,1.17,2054,19940,641.74,64.12,105.34,250,457,486,-675,2175
2016-07-01,9.26,0.97,1894,20446,451.93,55.06,33.11,250,498,-1938,-2058,4821
2016-10-01,10.47,1.07,2173,20749,402.55,50.56,-14.04,250,511,-3574,-6318,9572
2017-01-01,10.47,1.04,2218,21183,426.01,38.97,127.54,300,522,-1575,-6633,8565
2017-04-01,10.74,1.03,2411,22454,462.08,57.14,47.26,300,518,-5150,-7914,11715
2017-07-01,10.01,0.96,2324,23205,451.24,52.09,23.36,300,526,-6211,-6921,11712
2017-10-01,10.84,0.93,2554,23557,479.71,58.51,21.78,300,587,-8514,-2733,11567
2018-01-01,12.19,0.99,2910,23876,459.65,72.42,186.8,350,529,-13884,-3814,17631
2018-04-01,13.18,1,3310,25113,500.91,86.82,76.15,350,575,-17076,-5826,22858
2018-07-01,13.81,0.98,3580,25924,464.45,88.57,78.98,350,616,-12150,-7575,24108
2018-10-01,9.2,0.61,2460,26748,497.69,84.93,-7.78,350,693,-14414,-7839,25286
2019-01-01,10.45,0.62,2876,27528,519.18,94.41,263.88,400,781,-18413,-6698,30851
2019-04-01,9.01,0.52,2548,28271,547.82,110.32,56.49,400,803,-16955,-4415,21841
2019-07-01,9.17,0.53,2641,28794,595.85,107.3,70.11,400,818,-16883,-2324,17127
2019-10-01,13.87,0.79,4130,29779,550.25,88.1,-17.87,400,829,-29472,-3744,31101
2020-01-01,9.9,0.43,2873,29031,575.77,112.86,298.15,500,1114,-13198,-3415,21421
2020-04-01,13.55,0.61,4243,31324,589.84,116.23,55.25,500,1077,-24598,-2435,35185
2020-07-01,18.3,0.84,6219,33989,596.77,121.39,86.35,500,1039,-30007,-3329,38017
2020-10-01,17.36,0.75,6143,35384,699.23,92.45,-52.82,500,1090,-13350,494,21807
