date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,7.56,0.57,3995,52839,67.54,-151.17,-148.48,720,1183,74567,1629,-60569
2011-07-01,9.38,0.77,5529,58927,68.14,-130.24,-125.41,720,1089,4483,-16602,16542
2011-10-01,10.35,0.86,6142,59319,55.84,-177.97,-195.58,720,1102,-40071,6885,47749
2012-01-01,9.56,0.78,5747,60133,6891.02,6760.91,6761.32,600,1116,12942,1293,21284
2012-04-01,8.21,0.68,5060,61611,18.68,-88.45,-88.71,600,1105,27957,-19956,12762
2012-07-01,7.54,0.63,4762,63176,16.8,-104.88,-91.79,600,1083,30735,-6178,-6280
2012-10-01,7.05,0.61,4480,63592,12.93,-115.67,-118.47,600,1054,76446,-25323,-32522
2013-01-01,6.18,0.54,3980,64391,2831.06,2727.31,2723.05,500,1043,37238,-30742,-9346
2013-04-01,4.61,0.39,2975,64567,12.6,-118.38,-116.34,500,1077,-11793,-851,6490
2013-07-01,4.38,0.37,2878,65640,7.51,-99.64,-101.41,500,1071,39292,15172,-35172
2013-10-01,4.89,0.44,3291,67251,7.81,-541.8,-547.04,500,1024,-63455,41789,17071
2014-01-01,4.72,0.41,3156,66856,2091.31,1941.58,1934.23,780,1045,-37929,46520,2977
2014-04-01,5.52,0.48,3748,67925,8.21,-279.03,-287.5,780,1031,26305,20236,-43967
2014-07-01,5.45,0.49,3799,69695,5.42,-155.78,-151.52,780,1012,-31277,20150,3624
2014-10-01,5.13,0.45,3626,70700,3004.26,2833.47,2834.3,780,1021,32767,-16844,-7550
2015-01-01,5.94,0.52,4262,71772,3158.67,2990.46,2979.54,980,1031,-3501,4598,-8522
2015-04-01,5.67,0.5,4105,72444,17.95,-153.67,-141.49,980,1025,-2499,-15331,35650
2015-07-01,5.48,0.48,4023,73439,10.02,-173.49,-173.58,980,1035,26732,-53699,42396
2015-10-01,5.92,0.52,4396,74235,15.88,-230.33,-230.22,980,1039,21936,-50753,32553
2016-01-01,5.67,0.49,4241,74781,6989.92,6769.27,6755.58,1250,1054,41470,-36395,4186
2016-04-01,6.43,0.55,4884,75947,43.35,-211.17,-221.73,1250,1060,45427,-65850,14723
2016-07-01,6.86,0.58,5272,76827,28.38,-286.96,-277.37,1250,1075,30834,-65527,26220
2016-10-01,6.92,0.57,5127,74138,16.35,-368.06,-355.16,1250,1102,11250,-44385,31813
2017-01-01,7.88,0.65,5905,74920,7138.46,6806.93,6799.54,1920,1105,3140,-78219,57646
2017-04-01,8.84,0.68,6885,77901,47.18,-408.7,-396.38,1920,1184,-63394,-51384,103288
2017-07-01,9.52,0.74,7681,80650,42.52,-406.69,-391.31,1920,1183,-77569,-56917,133115
2017-10-01,9.73,0.76,7920,81411,42.71,-513.76,-477.6,1920,1183,-48360,-87294,146888
2018-01-01,10.14,0.75,8155,80420,10932.8,10497.11,10480.79,1920,1243,-100706,-84930,183593
2018-04-01,9.73,0.73,8051,82723,86.19,-373.01,-381.18,1920,1239,-86889,-76800,157160
2018-07-01,9.62,0.72,8186,85099,69.87,-375.32,-379.18,1920,1242,-79536,-39425,100914
2018-10-01,8.57,0.64,7321,85394,63.93,-458.91,-461.38,1920,1243,-89576,-44803,117438
2019-01-01,8.2,0.6,7028,85666,9335.98,8865.69,8846.77,2210,1270,35203,-74623,34682
2019-04-01,8.02,0.6,7135,88953,90.95,-431.05,-427.27,2210,1239,92337,-66325,-26800
2019-07-01,7.78,0.59,7102,91256,50.84,-434.21,-432.05,2210,1207,105126,-121935,9489
2019-10-01,8.59,0.64,7965,92672,48.15,-526.61,-527.58,2210,1226,94008,-123345,22776
2020-01-01,8.36,0.59,7685,91927,9806.83,9311.68,9296.26,1770,1304,27528,-124836,128881
2020-04-01,8.05,0.56,7663,95151,62.55,-455.62,-496.05,1770,1313,-95765,-131106,246616
2020-07-01,8.28,0.56,8207,99111,6054.63,5503.43,5559.51,1770,1338,-91392,-140412,262321
2020-10-01,8.13,0.57,8309,102219,55.33,-570.97,-565.57,1770,1308,-115407,-109885,252623
