date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,9.76,6.47,6107,62545,315.51,208.7,100.36,1350,45,2459,-2134,89
2011-07-01,10.94,6.9,6929,63362,284.83,178.3,66.92,1350,52,2360,-4546,2570
2011-10-01,12.86,8.02,8326,64741,332.4,180.23,26.89,1350,54,1856,-5256,3497
2012-01-01,9.51,5.17,6208,65298,696.77,600.77,566.15,1350,74,3592,-7255,15414
2012-04-01,6.48,3.5,4242,65485,336.46,266.71,153.21,1350,75,5323,-17744,13688
2012-07-01,8.34,4.45,5632,67510,308.39,193.23,100.24,1350,78,6158,-16387,14531
2012-10-01,7.79,4.16,5317,68262,341.8,237.35,146.56,1350,77,7754,-16408,13158
2013-01-01,7.21,3.83,4938,68475,2323.67,2252.51,2130.13,1350,79,6947,-15482,4975
2013-04-01,7.43,4.06,5115,68874,329.82,256.26,151.76,1350,73,7820,-8361,3803
2013-07-01,7.58,4.22,5407,71314,325.34,235.05,146.05,1350,71,8527,-9212,275
2013-10-01,5.44,3.04,3851,70753,321.78,220.92,134.24,1350,70,7938,-8360,-299
2014-01-01,3.92,1.81,2667,68048,1659.94,1572.5,1435.84,1200,97,7379,-13304,4781
2014-04-01,3.61,1.72,2454,67941,291.03,185.03,72.34,1200,91,6240,-12523,4933
2014-07-01,0,0,-512,67505,285.27,211.34,88.83,1200,98,4413,-13822,9206
2014-10-01,0,0,-3733,63570,299.32,228.29,45.52,1200,109,5004,-17578,12307
2015-01-01,0,0,-2789,63625,910.04,838.72,696.53,1500,120,2505,-12309,13376
2015-04-01,0,0,-270,66319,280.95,165.32,67.3,1500,120,4606,-21345,16369
2015-07-01,1.27,0.47,858,67823,291.28,229.81,89.55,1500,133,6666,-27370,20590
2015-10-01,7.79,2.85,5297,68025,299.35,210.33,100.57,1500,135,6531,-29441,22045
2016-01-01,8.35,2.85,5629,67428,2834.44,2719.97,2601.51,1600,150,9956,-32896,18227
2016-04-01,8.24,2.96,5789,70284,273.92,171.56,88.39,1600,138,9243,-23627,15128
2016-07-01,9.6,3.49,6850,71338,269.54,197.89,101.25,1600,136,8924,-16127,5987
2016-10-01,11.57,4.38,8672,74956,364.26,268.64,-583.54,1600,128,8517,-5236,-3364
2017-01-01,14.9,5.57,11349,76164,3982.42,3871.95,3307.68,1800,131,9967,-3037,-6079
2017-04-01,12.63,4.86,9992,79115,321.62,207.42,255.26,1800,127,10925,-4540,-4864
2017-07-01,13.2,5.06,10800,81836,302.7,226.59,113.1,1800,128,10137,-7360,-1445
2017-10-01,12.76,4.91,10614,83201,323.55,195.66,101.24,1800,128,13064,-14182,3345
2018-01-01,10.41,4.01,8698,83568,3993.4,3903.52,3765.58,1900,128,13382,-13389,710
2018-04-01,10.75,4.26,9276,86314,362.95,250.43,142.6,1900,122,13843,-11903,-2239
2018-07-01,11.28,4.5,10090,89477,346.26,264.18,163.82,1900,121,15225,-8596,-5547
2018-10-01,10.64,4.39,9721,91383,357.77,275.97,145.45,1900,115,12692,-8359,-5150
2019-01-01,9.83,3.77,9009,91655,2505.43,2412.06,2308.41,1900,129,14079,-6213,-9916
2019-04-01,9.29,3.6,8710,93733,330.97,200.14,154.58,1900,127,14752,-4966,-5412
2019-07-01,7.88,3.17,7603,96530,321.7,235.5,139.37,1900,120,14859,-4998,-8397
2019-10-01,6.12,2.41,5855,95668,495.26,242.62,172.92,1900,125,15864,-3438,-11664
2020-01-01,0.58,0.22,526,90782,2076.28,1917.96,1827.72,1900,132,15036,-5920,-7966
2020-04-01,0,0,-1232,90194,325.02,124.62,51.3,1900,127,14724,-8495,-5922
2020-07-01,0,0,-939,92416,325.4,185.68,106.73,1900,129,18501,-16191,-1604
2020-10-01,0,0,-2611,89903,336.16,184.74,-2518.71,1900,128,17382,-14240,-2967
