date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,1.67,1.02,248,14786,57.11,-1.42,-6.16,200,65,25,-551,384
2011-07-01,2.14,1.45,315,14695,96.74,-1.69,-11.16,200,48,30,8,-11
2011-10-01,1.8,0.71,356,19702,126.74,-5.88,16.53,200,108,32,-14,-19
2012-01-01,3.97,2.48,582,14661,148.74,71,94.36,250,60,748,-359,323
2012-04-01,3.85,2.42,561,14599,95.95,1.21,-9.41,250,59,244,-133,-20
2012-07-01,4.12,2.58,600,14577,80.88,0.18,-4.93,250,60,313,-865,496
2012-10-01,5.5,2.02,1155,21013,78.98,-3.95,-15.08,250,123,455,-761,415
2013-01-01,7.28,2.68,1589,21821,215.91,122.29,129.06,250,123,416,-573,-192
2013-04-01,7.06,2.86,1524,21586,115.87,2.22,11.41,250,104,507,1,255
2013-07-01,6.57,2.78,1402,21349,86.96,0.22,-8.83,250,97,468,261,94
2013-10-01,5.71,2.02,1250,21877,90.39,-3.07,-9.71,250,130,561,-32,290
2014-01-01,4.58,1.64,1030,22511,140.57,71.38,58.82,250,127,562,32,-5
2014-04-01,5.6,2.32,1264,22579,65.04,1.34,-6.37,250,101,465,-539,-88
2014-07-01,5.6,2.36,1259,22474,72.73,-0.56,-9.67,250,98,435,-377,-23
2014-10-01,4.83,1.71,1104,22834,53.25,-0.72,-7.44,250,130,440,-336,-104
2015-01-01,6.51,2.46,1558,23934,130.24,72.37,57.3,250,117,427,-327,-117
2015-04-01,6.53,2.87,1575,24127,57.7,1.79,-4.47,250,91,455,-270,-49
2015-07-01,5.93,2.57,1398,23599,51.81,-1,-6.29,250,93,624,-759,8
2015-10-01,5.05,1.95,1196,23673,44.44,-17.03,-23.17,250,113,579,-1127,-51
2016-01-01,4.23,1.67,1037,24500,115.77,74.9,59.36,250,109,598,-1418,-9
2016-04-01,3.47,1.56,848,24456,46.69,-7.74,-12.1,250,87,709,-1488,-203
2016-07-01,3.82,1.71,922,24102,39.15,-9.6,-9.04,250,88,566,-722,-141
2016-10-01,3.66,1.46,883,24083,82.89,39.52,31.99,250,107,628,-889,-293
2017-01-01,3.89,1.58,971,24947,142.55,108.91,91.1,250,105,810,-532,-386
2017-04-01,3.66,1.68,908,24817,35.18,-6.31,-9.29,250,84,763,-487,-398
2017-07-01,3.15,1.44,768,24400,35.68,-4.54,-8.4,250,84,776,-749,-448
2017-10-01,5.24,2.13,1308,24975,39.25,-7.33,-12.15,250,112,635,49,-712
2018-01-01,5.16,2.17,1340,25948,144.25,110.49,89.64,250,107,631,1,-709
2018-04-01,5.29,2.5,1369,25877,31.52,-2.97,-6.92,250,87,591,-27,-536
2018-07-01,5.34,2.51,1360,25457,27.58,-6.22,-9.7,250,87,546,-122,-503
2018-10-01,4.73,1.96,1215,25678,29.27,-3.41,-9.09,250,110,564,-356,-170
2019-01-01,3.98,1.78,1055,26482,90.88,63.78,49.78,250,97,449,-233,-562
2019-04-01,4.62,2.28,1226,26563,18.62,-7,-9.23,250,80,591,-216,-582
2019-07-01,4.11,2.01,1069,26026,18.13,-9.8,-13.86,250,81,561,-383,-519
2019-10-01,3.22,1.33,837,26016,38.39,10.89,10.97,250,110,570,-403,-462
2020-01-01,2.89,1.2,773,26762,106.88,80.51,65.01,250,110,537,-714,227
2020-04-01,2.82,1.34,757,26818,19.78,-5.07,-7.17,250,86,412,-541,13
2020-07-01,10.03,4.89,2843,28353,39.08,14.48,9.54,250,83,571,-521,-8
2020-10-01,9.32,4.03,2649,28428,195.59,169.96,109.01,250,103,725,-509,27
