date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,0,0,-4337,1134,118.72,-104.9,-534.11,0,1048,-141,25,315
2011-07-01,0,0,-4062,760,159.14,-54.09,-99.22,0,1548,-241,104,138
2011-10-01,0,0,-3436,2593,347.39,78.44,-438.52,0,247,-185,109,66
2012-01-01,0,0,-3395,1700,131.53,-28.43,-66.36,0,506,-139,42,203
2012-04-01,0,0,-916,2849,347.57,20.32,164.41,0,173,-370,19,366
2012-07-01,0,0,-644,2913,518.47,37.11,31.29,0,152,-284,-149,488
2012-10-01,0,0,-13,2782,125.27,-45.6,-105.53,0,149,-198,-128,349
2013-01-01,0,0,-6,2688,35.55,-32.61,-59.36,0,167,-275,-101,383
2013-04-01,0,0,-561,2496,129.41,-27.51,-96.99,0,192,-168,-59,125
2013-07-01,0,0,-773,2323,35.8,-22.23,-69.17,0,208,-189,31,129
2013-10-01,0,0,-1565,1284,199.54,-162.91,-539.88,0,372,-306,23,245
2014-01-01,0,0,-1533,1187,157.46,-9.26,-44.54,0,400,-189,10,54
2014-04-01,0,0,-1460,1036,133.47,5.98,-60.48,0,477,-81,-28,-96
2014-07-01,0,0,-1347,1010,288.76,29.55,2.51,0,509,-84,-23,-98
2014-10-01,0,0,-350,980,235.61,8.26,-27.86,0,554,123,-52,-136
2015-01-01,0,0,-324,909,476.69,33.84,4.77,0,544,98,-46,-177
2015-04-01,0,0,-428,667,242.95,0.58,-85.61,0,734,171,1,-144
2015-07-01,0,0,-490,580,150.83,-11.3,-38.8,0,845,203,-2,-137
2015-10-01,0,0,-480,684,311.08,16.45,-92.94,0,474,104,173,-242
2016-01-01,0,0,-488,618,65.55,-9.52,-31.13,0,550,7,161,-170
2016-04-01,0,0,-351,593,86.88,-24.99,-71.75,0,548,-87,179,-186
2016-07-01,0,0,-356,595,82.87,-21.05,-34.77,0,524,-88,175,-127
2016-10-01,0,0,-475,339,345.45,-34.61,-188.06,0,728,-89,-125,66
2017-01-01,0,0,-404,382,322.92,38.69,26.65,0,826,74,-235,122
2017-04-01,0,0,-324,520,335.4,26.87,8.73,0,539,140,-312,124
2017-07-01,0,0,-198,577,637.46,73.26,82.44,0,504,278,-337,73
2017-10-01,2.49,0.42,14,563,560.06,19.04,16.83,0,496,349,-264,23
2018-01-01,0,0,-18,935,355.39,18.65,1.57,0,234,155,-150,88
2018-04-01,0,0,-27,863,674.08,26.59,0.08,0,249,-7,-91,214
2018-07-01,0,0,-90,849,524.38,28.71,4.42,0,209,-73,-56,232
2018-10-01,0,0,-153,769,93.55,-59.48,-79.82,0,219,-183,15,67
2019-01-01,0,0,-107,787,266.76,-38.66,-47.54,0,230,-162,108,54
2019-04-01,0,0,-114,765,293.11,-21.9,-27.24,0,227,16,42,-81
2019-07-01,0,0,-159,705,33.9,-32.71,-47.08,0,249,-83,45,-112
2019-10-01,0,0,-43,760,142.75,-50.33,-85.15,0,232,-71,81,5
2020-01-01,0,0,-59,762,376.35,13.09,-7.3,0,236,103,-18,-146
2020-04-01,0,0,-83,732,185.85,-45.54,-73.99,0,209,-16,19,-73
2020-07-01,0,0,-95,690,120.26,-33.79,-80,0,214,-82,6,98
2020-10-01,0,0,-192,625,102.67,-54.88,-92.04,0,239,-108,-46,179
