date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,0,0,-500,573,67.64,7.2,-4.38,0,58,-20,31,-7
2011-07-01,0,0,-450,579,30.93,-3.51,-2.77,0,41,-23,21,7
2011-10-01,0,0,-33,474,23.66,-1.61,0.97,0,156,-18,19,4
2012-01-01,0,0,-26,544,27.51,-4.18,-5.61,0,51,0,-132,117
2012-04-01,0,0,-21,533,59.18,-0.6,-2.18,0,51,-9,-30,28
2012-07-01,0,0,-41,520,44.54,-5.72,-12.05,0,49,-11,-15,4
2012-10-01,0,0,-139,391,45.03,-5.69,-12.53,0,132,-8,-88,76
2013-01-01,0,0,-126,389,72.88,-10.34,0.14,0,113,-14,2,31
2013-04-01,0,0,-164,364,76.7,-13.51,-22.82,0,114,-23,-86,109
2013-07-01,0,0,-132,378,72.92,-11.5,-12.28,0,101,-30,-102,145
2013-10-01,0,0,-152,289,83.65,-19.31,-48.13,0,133,-40,-34,70
2014-01-01,0,0,-143,317,94.28,1.95,5.68,0,153,-25,-30,89
2014-04-01,0,0,-120,302,95.47,-5.53,-18.03,0,147,-25,-71,98
2014-07-01,0,0,-132,311,98.27,4.21,-1.01,0,152,-23,-53,70
2014-10-01,0,0,-45,380,83.76,7.41,-18.87,0,136,-40,-55,190
2015-01-01,0,0,-58,834,90.89,-1.5,-1.01,0,49,-64,-380,504
2015-04-01,0,0,-63,853,94.07,-8.55,-26.29,0,32,-38,-356,530
2015-07-01,0,0,-81,841,88.6,-3.97,-11.86,0,32,-30,-395,523
2015-10-01,14.92,8.13,163,1094,110.96,-11.48,-34.4,0,62,5,-551,480
2016-01-01,13.65,8.3,162,1190,91.69,3.24,2.9,0,48,10,-241,182
2016-04-01,14.24,8.55,165,1162,81.61,-4.8,-6.49,0,49,-1,-237,146
2016-07-01,12.96,7.94,154,1190,65.39,-16.19,4.62,0,46,-54,-228,270
2016-10-01,0,0,-162,1097,62.21,-28.65,-64.27,0,50,-101,-29,181
2017-01-01,0,0,-179,1075,59.59,-5.46,-2.99,0,51,-147,40,109
2017-04-01,0,0,-193,1033,70.82,-7.67,-10.39,0,55,-185,50,111
2017-07-01,0,0,-238,967,49.36,-16.75,-45.43,0,74,-175,-146,278
2017-10-01,0,0,-202,947,50.17,-37.88,-82.28,0,66,-191,-130,302
2018-01-01,10.62,5.86,142,1342,37.31,-2.5,266.12,0,63,-234,-231,465
2018-04-01,5.22,2.85,85,1636,88.93,11.21,-16.54,0,67,-249,-191,931
2018-07-01,3.72,2.44,65,1734,50.08,2.69,-35.24,0,43,-258,-63,618
2018-10-01,14.51,9.41,287,1979,96.39,5.14,204.6,0,45,-291,-282,801
2019-01-01,0,0,-123,2028,51.91,-5.62,-32.04,0,51,-270,-377,830
2019-04-01,0,0,-835,1297,73.45,-4.34,-661.9,0,82,-362,-477,852
2019-07-01,0,0,-519,1568,67.92,-12.02,201.46,0,78,-375,-338,890
2019-10-01,0,0,-460,1920,104.48,-27.42,180.2,0,92,-487,-267,868
2020-01-01,0,0,-490,1974,100.21,-6.45,-31.15,0,81,-525,-185,665
2020-04-01,0,0,-237,4678,83.68,-13.57,-398.74,0,25,-501,-1926,3392
2020-07-01,0,0,-393,4527,95.74,-21.72,-23.67,0,28,-584,-1197,3127
2020-10-01,0,0,-756,4535,207.68,-57.32,-147.09,0,27,-565,-981,3410
