date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,3.67,1.21,2278,62081,12462.56,198.01,368.13,450,188,4539,-1991,-1244
2011-07-01,4.18,1.35,2619,62601,13142.4,312.06,78.96,450,195,4803,-1814,-1291
2011-10-01,2.87,0.92,1746,60805,15228.03,224.43,-98.67,450,197,6579,-3287,-1953
2012-01-01,4.07,1.3,2490,61244,13519.61,344.32,243.24,450,196,13214,-9005,-3076
2012-04-01,3.13,0.99,1942,62052,13660.1,254.08,458.49,450,200,20589,-20461,1784
2012-07-01,3.78,1.18,2423,64142,11845.85,66.87,-86.1,450,205,51268,-41241,-5222
2012-10-01,6.69,0.29,3719,55549,13394.6,462.16,77.24,450,883,67307,-58861,-5083
2013-01-01,6.87,0.3,3883,56539,11010.23,296.54,203.14,400,889,66790,-62687,-2904
2013-04-01,5.41,0.23,3025,55958,13121.45,261.25,317.02,400,926,78314,-74279,-3019
2013-07-01,4.53,0.19,2550,56334,14193.31,425.02,212.65,400,945,54879,-66011,6780
2013-10-01,3.02,0.12,1687,55802,15083.8,137.68,-194.71,400,952,64042,-71528,6109
2014-01-01,1.15,0.05,643,55964,13119.87,239.49,492.54,500,967,61543,-70074,7371
2014-04-01,0,0,-4014,51152,11064,173.61,93.2,500,969,50822,-53667,6870
2014-07-01,0,0,-3666,52742,10991.92,322.31,58.88,500,960,53478,-52398,144
2014-10-01,0,0,-4729,56557,15394.69,868.1,309.19,500,921,45790,-40350,-6563
2015-01-01,0,0,-4491,59859,10999.11,49.4,346.89,500,916,57368,-50974,-2947
2015-04-01,0,0,-22,56490,13377.26,598.89,233.52,500,821,78738,-74198,-4694
2015-07-01,0,0,-2174,57062,11907.03,648.33,284.21,500,817,85567,-77960,-1538
2015-10-01,0,0,-3697,53913,14705.8,362.14,-502.74,500,967,96207,-89582,99
2016-01-01,0,0,-1892,58203,11606.06,620.81,743.07,600,945,100999,-91270,-4850
2016-04-01,0.66,0.02,406,61108,13242.03,654.03,561.37,600,904,82421,-76301,-4098
2016-07-01,4.61,0.16,2957,64157,12513.31,458.18,245.11,600,886,70578,-73197,149
2016-10-01,11.15,0.34,6559,58806,13657.12,508.89,-486.79,600,988,60972,-58573,12947
2017-01-01,12.95,0.41,7984,61666,11282.01,582.62,844.6,600,963,44234,-53783,18477
2017-04-01,12.78,0.42,8298,64945,11240.2,775.98,741.11,600,904,25336,-39478,15577
2017-07-01,11.69,0.37,7360,62955,11485.86,804.76,468.86,600,892,48506,-56929,11418
2017-10-01,8.93,0.27,5408,60583,12391.57,427.64,-451.14,600,903,51384,-56658,-3049
2018-01-01,9.91,0.27,5427,54764,11455.05,734.38,1046.51,700,963,43428,-39341,-10330
2018-04-01,8.22,0.23,4693,57077,11390.34,933.47,292.42,700,893,58328,-44666,2808
2018-07-01,11.33,0.32,6513,57487,13916.23,912.59,570.99,700,868,21131,-9536,3488
2018-10-01,11.19,0.3,6249,55835,15480.85,418.38,935.29,700,900,27492,-26323,19913
2019-01-01,6.86,0.19,4041,58858,8786.33,121.2,127.94,700,892,19447,-30095,17269
2019-04-01,4.09,0.12,2525,61658,10313.75,480.93,138.92,700,876,14064,-24953,11285
2019-07-01,2.63,0.08,1680,63803,10562.72,390.25,66.63,700,840,39213,-54151,9198
2019-10-01,2.03,0.05,1200,59035,14668.83,897.12,669.2,700,898,25179,-39876,9918
2020-01-01,2.67,0.07,1569,58703,8414.9,64.75,142.83,700,935,32890,-30020,27899
2020-04-01,3.92,0.11,2493,63634,10831.05,584.89,493.15,700,900,46216,-44663,12481
2020-07-01,4.81,0.14,3205,66601,9465.34,712.02,515.44,700,869,36788,-27363,3398
2020-10-01,4.74,0.12,2852,60161,11296.46,307.94,135.36,700,933,34430,-18865,-5487
