date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,16.11,1.26,2112,13104,2.21,-14.77,-14.77,327.1,1179,13979,-4268,-3922
2011-07-01,14.89,1.16,2059,13824,16.52,-24.73,-24.73,327.1,1180,-3716,8282,-5410
2011-10-01,13.55,1.02,1930,14242,1331.76,1267.75,1267.9,327.1,1232,350,1300,4558
2012-01-01,12.8,0.97,1848,14434,39.56,-28.69,-28.64,308.41,1226,-146,8052,1125
2012-04-01,12.14,0.93,1805,14867,36.52,-53.89,-52.97,308.41,1208,-8261,-4619,14884
2012-07-01,12.28,0.92,1901,15479,41.29,-45.93,-46.19,308.41,1237,-5904,-12602,20383
2012-10-01,11.22,0.85,1763,15720,1040.09,932.23,932.15,308.41,1223,-9316,6755,-1207
2013-01-01,10.58,0.78,1680,15875,38.17,-51.56,-71.95,261.68,1262,-12150,-12890,18149
2013-04-01,10.45,0.77,1701,16277,34.94,-57.97,-58.09,261.68,1258,-21052,-6976,16846
2013-07-01,9.63,0.72,1614,16759,30.56,-68.07,-68.28,261.68,1232,-19746,8953,-1422
2013-10-01,8.7,0.65,1468,16874,947.64,809.69,809.71,261.68,1203,-7943,-3752,9306
2014-01-01,8.75,0.65,1496,17101,20.96,-83.99,-83.98,192.31,1207,-2733,8159,-1880
2014-04-01,8.72,0.65,1305,14969,12.7,-94.79,-86.71,192.31,1201,4787,4401,-2530
2014-07-01,7.88,0.66,1385,17578,4009.55,3905.21,3905.22,192.31,1072,-224,-4181,13719
2014-10-01,16.99,0.97,3321,19543,1.12,-169.6,-170.39,192.31,1438,-1306,-12375,13665
2015-01-01,17.7,1,3541,20001,0.15,-115.54,-115.55,144.23,1452,49,-21635,20846
2015-04-01,16.79,1.02,3486,20766,0.14,-127.83,-127.79,144.23,1461,-2320,-41737,47676
2015-07-01,16.43,1.09,3605,21939,26.66,-135.06,-175.06,144.23,1341,14306,-16771,8082
2015-10-01,8.25,0.54,1490,18059,627.84,482.54,482.12,144.23,1358,7464,-8554,4361
2016-01-01,7.58,0.55,1505,19870,326.57,196.84,177.94,230,1228,7393,-2865,-3677
2016-04-01,7.19,0.52,1465,20374,26.09,-110.65,-110.36,230,1237,6487,15456,-25015
2016-07-01,7.02,0.51,1458,20761,26.12,-98.23,-98.09,230,1213,-3076,-2839,4273
2016-10-01,7.4,0.54,1539,20810,925.89,790.7,790.69,230,1219,-11257,-3719,11978
2017-01-01,7.43,0.54,1567,21096,582.82,466.43,466.86,230,1224,2506,-1993,4136
2017-04-01,7.4,0.54,1598,21598,24.92,-101.23,-131.09,230,1218,10075,-4256,-251
2017-07-01,7.39,0.56,1629,22042,24.93,-90.66,-90.52,230,1134,10274,-4333,-3439
2017-10-01,5.71,0.43,1237,21654,1224.59,1067.94,1066.77,230,1132,15302,-4272,-9320
2018-01-01,6.03,0.46,1356,22502,936.24,785.85,786.58,300,1109,6430,-8856,-1362
2018-04-01,5.74,0.44,1319,22992,26.86,-133.97,-134.36,300,1080,-3560,-8764,7166
2018-07-01,5.94,0.46,1399,23549,28.73,-138.42,-140.07,300,1081,-1397,-9395,8537
2018-10-01,6.58,0.51,1540,23401,29.11,-181.31,-221.41,300,1073,3544,-8538,6365
2019-01-01,6.06,0.47,1448,23912,918.38,748.3,749.32,360,1090,-1294,-6436,9192
2019-04-01,6.22,0.48,1521,24461,28.66,-144.29,-147.28,360,1075,1902,-8229,10316
2019-07-01,5.96,0.47,1509,25320,28.98,-138.26,-141.84,360,1046,6013,-8451,4870
2019-10-01,6.79,0.54,1725,25415,627.76,458.15,455.55,360,1039,-4887,-8529,13395
2020-01-01,6.19,0.5,1604,25892,1329.8,1184.57,1185.11,320,1038,-5395,-12234,17773
2020-04-01,6.06,0.47,1601,26409,28.13,-130.25,-130.72,320,1073,-10880,-11073,25337
2020-07-01,5.53,0.44,1474,26648,1728.22,1578.39,1578.28,320,1058,-13700,-9810,21163
2020-10-01,5.95,0.46,1593,26781,28.72,-155.86,-129.66,320,1086,-11113,-15557,26882
