date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,7.29,0.73,548,7516,26775.05,2068.62,1527.09,230,902,1881,-1412,165
2011-07-01,4.73,0.46,352,7449,28500.06,768.75,608.41,230,916,1824,-2047,346
2011-10-01,4.88,0.47,362,7417,28352.53,2108.08,1587.02,230,948,13280,-12964,-1225
2012-01-01,7.85,0.74,589,7504,29434.38,2038.5,1493.36,150,960,14321,-12733,-1740
2012-04-01,7.92,0.73,592,7476,28159.97,1708.59,1413.93,150,983,31126,-30153,-1725
2012-07-01,9.25,0.87,729,7876,37505.21,2128.12,1652.9,150,963,50207,-48142,-1917
2012-10-01,8.74,0.8,693,7925,40408.29,1443.71,1014.13,150,994,50700,-47576,-322
2013-01-01,7.28,0.66,591,8115,38272.69,712.96,591.23,130,1005,60315,-57818,-1836
2013-04-01,6.67,0.57,519,7782,32709.8,1667.14,1159.61,130,1062,60103,-55302,-3148
2013-07-01,6.16,0.53,491,7959,35355.64,1721.08,1509.68,130,1063,50278,-47103,-3170
2013-10-01,6.13,0.52,493,8043,32115.51,1507.74,1219.68,130,1079,56887,-56341,-2743
2014-01-01,6.37,0.53,517,8115,33617.89,1244.07,923,180,1091,54358,-52353,-1884
2014-04-01,6.67,0.57,562,8430,36669.4,1452.47,1129.56,180,1074,38619,-39030,-624
2014-07-01,6.61,0.57,580,8772,36640.5,1765.19,1772.61,180,1056,40399,-40181,391
2014-10-01,4.69,0.44,467,9961,35604.46,406.73,310.05,180,965,29777,-27402,-1541
2015-01-01,5.19,0.51,553,10643,37099.58,2046.02,1565.16,180,927,41521,-38084,-2588
2015-04-01,6.81,0.63,694,10195,38408.93,2973.47,2230.39,180,979,61281,-56230,-2584
2015-07-01,5.87,0.56,634,10802,42570.11,1297.64,1412.79,180,946,64725,-59224,-3593
2015-10-01,6.13,0.53,610,9950,39661.83,-367.14,-205.24,180,1052,82070,-71297,-7156
2016-01-01,5.45,0.49,577,10587,46530.08,1864.03,1457.37,80,1014,83083,-75076,-6311
2016-04-01,7.87,0.69,926,11769,36655.65,1429.51,1167.16,80,980,66491,-58640,-6570
2016-07-01,8.38,0.73,1003,11969,43910.86,1949.35,1503.68,80,974,61848,-55114,-6658
2016-10-01,9.33,0.67,916,9820,32868.9,-2194.59,-977,80,1203,40878,-38236,-1738
2017-01-01,10.07,0.74,1026,10195,52023.46,1967.78,1808.59,140,1165,27684,-26301,-764
2017-04-01,6.07,0.48,676,11141,41107.75,2660.87,2219.28,140,1088,28287,-32586,4128
2017-07-01,5.93,0.46,658,11101,39252.15,1537.93,1302.7,140,1104,32719,-36972,4155
2017-10-01,6.25,0.47,673,10767,38523.11,-242.78,-75.84,140,1131,33187,-40662,4807
2018-01-01,4.97,0.37,529,10645,37678.05,1129.11,1145.85,100,1147,32469,-37499,5003
2018-04-01,3.35,0.27,398,11882,45166.66,1485.92,1302.35,100,1047,35826,-35026,9871
2018-07-01,2.83,0.23,338,11942,38428.93,728.07,1405.44,100,1036,10317,-18456,11747
2018-10-01,4.03,0.32,478,11867,31269.19,-390.52,-260.96,100,1056,16429,-18322,14335
2019-01-01,3.04,0.24,373,12288,39789.87,-216.33,465.87,30,1039,3684,-14683,14154
2019-04-01,2.33,0.19,297,12721,42349,-223.64,468.2,30,1011,-10642,85,2338
2019-07-01,1.72,0.15,235,13610,45483.65,210.74,609.33,30,960,17226,-25445,5965
2019-10-01,0.79,0.07,116,14606,33213.75,-1165.6,-396.99,30,914,10074,-21728,2732
2020-01-01,1.26,0.11,184,14664,56191.83,48.33,478.26,30,921,17292,-15903,3429
2020-04-01,1.24,0.12,194,15672,34743.91,1387.66,1279.88,30,880,31984,-35365,5164
2020-07-01,1.65,0.16,263,15948,36342.32,689.32,654.66,30,871,20225,-15535,-727
2020-10-01,1.86,0.16,271,14584,44462.41,-647.59,-443.77,30,967,15144,-13493,-556
