date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,0,0,-1369,29193,1317.3,36.42,4.74,0,127,544,-585,51
2011-07-01,0,0,-379,29193,1252.19,14.58,-6.29,0,127,722,-561,-176
2011-10-01,0.4,0.18,122,30797,1286.47,-67.83,-94.67,0,108,613,-392,-219
2012-01-01,0,0,-557,30394,1138.16,-79.35,-73.83,0,120,673,-742,211
2012-04-01,0,0,-331,30760,1561.28,37.78,18.21,0,122,522,-540,401
2012-07-01,1.02,0.45,328,32225,1351.33,103.2,42.45,0,112,485,-481,223
2012-10-01,6.25,2.87,2067,33096,1387.16,150.16,83.5,0,104,633,-413,121
2013-01-01,9.75,4.65,3446,35333,1306.53,78.34,61.33,0,97,724,-64,-374
2013-04-01,10.47,5.03,3751,35808,1416.67,75.54,57.89,0,96,817,-258,-397
2013-07-01,11.04,5.55,4149,37589,1428.08,86.63,98.85,0,88,925,-359,-350
2013-10-01,10.73,5.31,3670,34202,1476.29,104.65,41.6,0,90,859,-383,-322
2014-01-01,8.83,4.92,3823,43300,1370.15,81.84,82.53,0,72,564,-1158,697
2014-04-01,8.66,4.78,3771,43567,1438.4,41.2,47.54,0,73,168,-947,744
2014-07-01,6.09,3.37,2692,44183,1381.99,-73.88,-44.8,0,73,-91,-615,861
2014-10-01,6.73,3.65,2957,43922,1629.69,-12.73,70.38,0,75,-327,-693,851
2015-01-01,6.3,3.41,2811,44621,1576.86,-122.39,35.22,1694.92,75,-350,50,111
2015-04-01,6.76,3.51,3130,46311,1994.06,-32.06,78.9,1694.92,82,19,-343,655
2015-07-01,1.85,0.88,812,43888,2127.43,282.22,-314.88,1694.92,97,-356,-914,1049
2015-10-01,22.88,9.34,12838,56101,5434.04,1674.86,1539.27,1694.92,131,1016,-1144,946
2016-01-01,26.28,11.91,14951,56883,1954.47,90.4,295.94,0,109,4642,-1387,687
2016-04-01,27.04,12.88,15684,57997,1914.28,0.69,166.25,0,100,4396,-2283,-385
2016-07-01,31.72,15.27,18304,57706,1771.75,64.23,4.72,0,98,4739,-2625,-730
2016-10-01,3.54,1.53,1939,54821,1237.31,-199.33,-427.51,0,117,4130,-3552,-629
2017-01-01,0.63,0.3,347,55179,1781.15,156.54,113.04,462.96,99,35,-2680,-705
2017-04-01,0,0,-284,56625,1718.51,147.17,60.13,462.96,102,90,-2272,270
2017-07-01,1.73,0.8,1032,59609,1744.29,185.69,147.08,462.96,105,-5,-2143,973
2017-10-01,8.49,3.82,5024,59160,1782.41,-19.85,66.31,462.96,110,-629,-1528,1377
2018-01-01,7.05,3.07,4087,58005,1796.42,86.83,57.76,471.7,116,-588,-1858,1841
2018-04-01,7.05,3.01,4166,59111,1916.96,152.19,101.9,471.7,120,-617,-1862,2411
2018-07-01,5.74,2.47,3408,59385,1818.5,123.29,61.88,471.7,119,-569,-1397,1992
2018-10-01,3.54,1.55,2067,58405,2418.28,70.38,-93.92,471.7,114,261,-1458,1405
2019-01-01,4.2,1.7,2489,59211,2049.07,75.67,10.22,480.77,131,542,-2277,2051
2019-04-01,4.81,1.94,2898,60257,2154.5,175.56,156.15,480.77,131,112,-1873,1819
2019-07-01,4.07,1.62,2476,60831,2068.92,139.51,2.78,480.77,133,521,-2107,1650
2019-10-01,7.2,2.87,4321,60017,2363.98,137.86,73.43,480.77,133,124,-1730,1986
2020-01-01,6.45,2.51,3889,60290,2231.28,126.56,32.92,490.2,138,643,-1491,1301
2020-04-01,4.91,1.92,2989,60862,2155.54,187.86,118.62,490.2,137,1219,-1384,440
2020-07-01,0,0,-102,58648,2254.77,-312.14,-302.1,490.2,141,1145,-929,37
2020-10-01,1.64,0.67,990,60430,2082.46,259.33,180.75,490.2,126,1515,-452,-652
