date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,0,0,-1081,8225,1519.22,21.42,-95.43,0,142,24,75,-422
2011-07-01,0,0,-1088,8096,1439.56,28.1,-100.71,0,147,-120,4,-133
2011-10-01,0,0,-1161,7377,1421.93,-113.57,-346.41,0,193,-210,-29,-141
2012-01-01,0,0,-1065,7247,1191.42,-108.19,-227.67,0,168,-3,-62,-481
2012-04-01,0,0,-837,7344,1901.37,215.16,68.92,0,176,-62,-518,369
2012-07-01,0,0,-696,7346,1490.89,118.26,1.52,0,171,214,-293,-9
2012-10-01,0,0,-879,6380,1533.87,120.49,-538.25,0,219,740,-712,-201
2013-01-01,0,0,-716,6165,1403.61,6.1,-95.65,0,221,754,-1004,246
2013-04-01,0,0,-823,6175,1686.07,134.28,25.7,0,218,604,-706,416
2013-07-01,0,0,-3068,3883,1438.55,57.89,-1541.23,0,368,1249,-2284,949
2013-10-01,0,0,-3196,3271,1549.78,-75.98,-615.11,0,436,1319,-1894,925
2014-01-01,0,0,-1662,4623,1256.74,31.61,981.48,0,282,1397,-1706,654
2014-04-01,0,0,-970,3456,1543.97,242.58,139.32,0,279,1825,-1666,-1
2014-07-01,45.83,16.91,2402,5241,1286.35,58.45,1739.14,0,171,1385,890,-1299
2014-10-01,57.34,24.91,3045,5310,1443.45,216.82,156.04,0,130,1138,1936,-2252
2015-01-01,38.78,16.96,2043,5269,1150.64,6.45,-40.86,0,129,1113,2101,-2278
2015-04-01,33.16,14.25,1695,5112,1449.52,205.41,-107.57,0,133,761,2294,-2278
2015-07-01,0,0,-239,4872,1437.98,45.92,-170.78,0,142,756,1042,-1341
2015-10-01,0,0,-100,5115,1592.23,154.89,86.95,0,102,697,384,-1677
2016-01-01,0,0,-15,5156,1209.71,115.56,84.32,0,101,634,80,-1637
2016-04-01,3.48,1.63,179,5156,1646.42,175.75,10.08,0,113,1114,-639,-1227
2016-07-01,7.82,3.7,410,5239,1488.96,149.6,50.68,0,112,1185,-810,-1133
2016-10-01,8.43,3.98,468,5557,1811.3,125.78,301.09,0,112,1075,-1715,712
2017-01-01,7.98,3.74,445,5573,1597.6,21.11,-4.37,50,114,1053,-1795,825
2017-04-01,9.79,4.58,561,5727,1836.1,262.78,161.83,50,114,974,-1281,522
2017-07-01,9.62,4.62,559,5817,1666.42,125.01,62.18,50,108,654,-1074,336
2017-10-01,5.74,2.87,338,5890,1601.2,104.24,24.73,50,100,906,-704,-488
2018-01-01,5.12,2.54,298,5815,1323.75,-80.34,-28.21,0,101,770,-648,-249
2018-04-01,2.55,1.28,148,5816,1426.1,34.89,-2.29,0,99,636,-586,-531
2018-07-01,0,0,-63,5685,1313.73,-138.11,-142.24,0,107,505,-747,-131
2018-10-01,0,0,-39,5784,1649.42,87.8,40.06,0,110,521,-698,601
2019-01-01,0,0,-129,5670,1276.98,-76.45,-101.95,50,111,518,-656,155
2019-04-01,0,0,-9,5796,1570.83,182,136.76,50,117,451,-672,522
2019-07-01,3.02,1.43,177,5852,1433.77,123.16,80.76,50,111,818,-544,-32
2019-10-01,2.93,1.38,173,5916,1591.14,123.12,57.27,50,112,665,-444,-376
2020-01-01,4.96,2.31,291,5871,1277.48,34.04,8.63,75,114,867,-400,-137
2020-04-01,3.97,1.9,236,5940,1380.87,102.02,64.23,75,108,904,-366,-626
2020-07-01,2.39,1.17,141,5903,1226.19,20.65,-27.75,75,105,712,-349,-479
2020-10-01,2.14,1.02,128,5987,1473.88,368.9,171.99,75,110,929,-464,-540
