date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,0,0,0,1125,0,0,0,0,27,0,0,0
2011-07-01,0,0,0,1125,0,0,0,0,27,0,0,0
2011-10-01,0,0,0,1122,0,0,0,0,27,0,0,0
2012-01-01,0,0,0,1125,0,0,0,0,27,0,0,0
2012-04-01,0,0,0,1123,0,0,0,0,27,0,0,0
2012-07-01,0,0,0,1125,0,0,0,0,27,0,0,0
2012-10-01,0,0,0,3614,0,0,0,0,24,0,0,0
2013-01-01,2.68,2.17,97,3614,0,0,0,6,24,-3,-72,-3
2013-04-01,7.18,5.81,259,3614,0,0,0,6,24,5,-65,-6
2013-07-01,14.53,11.75,500,3438,0,0,0,6,24,10,-53,0
2013-10-01,3.48,3.07,215,6172,0,0,0,6,13,31,-84,-14
2014-01-01,5.01,4.55,53,1056,44.13,7.63,10.21,0,10,47,161,-17
2014-04-01,0,0,-14,1018,31.84,-15.31,-18.51,0,11,38,52,-19
2014-07-01,0,0,-46,1017,39.69,3.52,1.38,0,7,22,-26,-27
2014-10-01,0,0,-8,1010,48.07,4.14,3.37,0,10,24,20,-15
2015-01-01,0,0,-35,1014,42.11,-2.49,-0.9,0,8,12,-182,-11
2015-04-01,0,0,-5,1017,36.03,-10.51,0.34,0,10,8,-77,-5
2015-07-01,0,0,-15,1000,32.08,-8.48,-0.66,0,8,23,-9,-4
2015-10-01,0,0,-43,965,43.95,-1.69,-15.21,0,8,-22,58,-12
2016-01-01,0,0,-68,935,35.59,-6.46,-3.38,0,8,-30,51,-12
2016-04-01,0,0,-45,944,47.35,6.68,12.26,0,12,-4,56,-2
2016-07-01,0,0,-41,946,46.82,5.26,5.26,0,11,-18,55,-21
2016-10-01,0,0,0,871,52.62,12.73,-17.14,0,11,4,-2,9
2017-01-01,0,0,0,943,38.68,-2.42,-4.5,0,9,12,0,11
2017-04-01,0,0,-5,954,43.46,3.22,10.8,0,12,4,-5,0
2017-07-01,0.36,0.33,4,978,50.17,10.23,3.15,0,11,14,-14,13
2017-10-01,5.61,5.05,52,924,64.11,23.27,10.84,0,11,26,-24,0
2018-01-01,10.14,9.23,96,948,47.61,4.19,12.55,10,10,34,12,-27
2018-04-01,10.5,9.55,101,959,51.44,9.93,5.01,10,10,35,-36,-1
2018-07-01,13.25,12.14,133,1003,50.33,11.56,23.15,10,9,45,-22,5
2018-10-01,9.3,8.48,94,1012,64.64,24.69,4.8,10,10,-5,-4,-7
2019-01-01,12.24,11.22,129,1055,57.45,13.43,27.1,20,9,74,-42,11
2019-04-01,14.91,13.66,165,1106,53.23,8.08,20.02,20,9,104,31,-21
2019-07-01,13.44,10.65,154,1146,54.21,4.42,14.22,20,26,-4,-88,48
2019-10-01,13.89,10.96,162,1164,68.02,14.35,13.78,20,27,56,-141,69
2020-01-01,0,0,-277,771,63.66,6.93,-207.7,30,43,-61,-86,77
2020-04-01,0,0,-87,1017,128.72,67.12,105.24,30,37,11,-184,72
2020-07-01,0,0,-51,1087,76.02,33.58,37.5,30,35,161,-114,1
2020-10-01,0,0,-23,1130,96.18,30.91,21.75,30,25,183,-25,-78
