date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,19.77,16.37,1963,9929,494.65,42.25,40.25,150,21,157,36,-203
2011-07-01,16.58,13.2,1681,10143,530.06,43.85,33.82,150,26,134,-22,-103
2011-10-01,11.17,9.23,1196,10708,593.61,81.81,57.16,150,21,74,-5,-81
2012-01-01,10.08,8.2,1067,10584,516.6,21.92,33.02,100,23,113,-87,-80
2012-04-01,8.45,7.26,902,10682,460.24,17.97,14.96,100,16,43,-34,-18
2012-07-01,6.69,5.32,716,10714,482.57,9.56,5.23,100,26,142,-71,-32
2012-10-01,4.63,3.72,513,11077,543.95,19.69,14,100,24,82,-108,26
2013-01-01,3.65,2.74,405,11091,437.82,4.14,16.69,100,33,-29,-106,134
2013-04-01,2.83,2.07,315,11123,488.07,6.27,14.32,100,37,-60,-193,255
2013-07-01,3.21,2.15,359,11175,540.02,7.24,5.31,100,50,-141,-226,329
2013-10-01,4.72,3.01,544,11526,754.52,54.04,46.55,100,57,-82,-323,404
2014-01-01,4.3,2.54,494,11488,624.36,10.37,15.77,150,69,-75,-387,463
2014-04-01,5.03,3.07,583,11578,600.57,20.11,13.73,150,64,-105,-337,442
2014-07-01,4.7,2.53,546,11617,675.26,15.01,5.23,150,86,-180,-273,452
2014-10-01,7.38,4.33,908,12305,1111.03,74.75,99.93,150,70,-185,-5,192
2015-01-01,8.2,4.91,1010,12318,780.9,30.21,20.91,200,67,-186,62,123
2015-04-01,8.11,5.13,1006,12409,721.72,25.83,14.88,200,58,-42,90,-50
2015-07-01,8.08,4.48,1006,12448,777.01,22.66,8.08,200,80,64,88,-125
2015-10-01,6.23,3.73,808,12961,1418.21,108.32,72.88,200,67,156,-46,-112
2016-01-01,5.33,3.38,682,12792,916.36,46.53,34.01,350,58,288,-32,-256
2016-04-01,6.13,4.37,797,13000,847.95,50.21,53.37,350,40,225,180,-401
2016-07-01,7.84,5.46,1041,13279,918.8,60.16,43.38,350,43,392,176,-581
2016-10-01,13.33,9.89,1963,14721,1704.19,292.46,218.72,350,35,557,168,-627
2017-01-01,17.87,14.25,2706,15143,1124.74,147.3,119.85,650,25,693,-62,-605
2017-04-01,20.29,16.85,3219,15864,1027.06,142.04,107.93,650,20,871,-410,-399
2017-07-01,21.94,15.73,3634,16565,1026.47,144.03,105.35,650,39,686,-377,-214
2017-10-01,25.3,18.72,4863,19221,2431.26,545.5,413.93,650,35,666,-387,-54
2018-01-01,33.34,26.64,7244,21727,1324.91,185.49,492.13,650,25,779,-47,-100
2018-04-01,34.26,27.2,7817,22818,1429.98,183.29,169.54,650,26,568,-209,-97
2018-07-01,33.65,25.07,7981,23714,1307.65,162.96,123.66,650,34,339,-292,-20
2018-10-01,27.7,22.05,7089,25591,2397.75,380.66,280.75,650,26,273,-330,-120
2019-01-01,18.97,14.23,4866,25649,1577.39,195.08,152.63,1000,33,247,-294,-161
2019-04-01,18.25,13.58,4943,27091,1962.59,307.55,230.99,1000,34,639,-264,-208
2019-07-01,19.76,13.86,5651,28604,2095.23,347.08,261.26,1000,43,1100,-370,-331
2019-10-01,22.82,16.12,7156,31364,3215.97,740.8,539.36,1000,41,1619,-1095,-244
2020-01-01,22.85,17.5,7123,31175,1589.76,213.97,174.92,1000,31,1351,-1029,-318
2020-04-01,20.84,16.33,6675,32026,1562.09,222.22,170.53,1000,27,1272,-1036,-311
2020-07-01,17.34,12.55,5657,32630,1623,216.7,159.25,1000,38,1011,-822,-152
2020-10-01,15.56,10.5,5571,35799,3260.06,751,713.57,1000,48,1546,-1396,165
