date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,9.64,8.33,1522,15796,1709.14,162.17,195.97,199.36,16,869,-1071,-235
2011-07-01,7.64,6.59,1202,15737,1646.56,141.71,175.45,199.36,16,1069,-464,-511
2011-10-01,7.44,6.33,1200,16112,1679.09,56.31,160.96,199.36,18,594,444,-546
2012-01-01,7.3,6.28,1158,15866,1665.48,101.38,270.02,199.36,16,833,848,-381
2012-04-01,5.82,4.82,912,15680,2013.5,92.79,25.63,199.36,21,933,102,-524
2012-07-01,5.25,4.41,832,15830,2009.16,31.17,119.75,199.36,19,356,37,-350
2012-10-01,5.24,4.43,898,17143,1939.79,78.71,280.33,199.36,18,724,-464,-99
2013-01-01,4.89,4.04,848,17341,2155.54,120.8,285.57,239.23,21,964,-833,-68
2013-04-01,6.64,5.49,1148,17306,2361.54,124.55,133.42,239.23,21,754,-831,15
2013-07-01,6.97,5.71,1227,17599,2216.95,115.03,70.6,239.23,22,862,-580,207
2013-10-01,7.04,5.71,1248,17723,2582.09,199.33,229.26,239.23,23,798,-106,57
2014-01-01,6.84,5.54,1220,17834,2258.18,140.44,302.96,279.11,23,565,-358,265
2014-04-01,6.94,5.66,1265,18228,2545.16,161.04,134.03,279.11,23,445,-1267,226
2014-07-01,7.49,6.1,1377,18386,2591.15,134.09,118.33,279.11,23,787,-1244,-79
2014-10-01,7.13,5.63,1312,18409,2687.31,235.84,258.89,279.11,27,944,-1923,-164
2015-01-01,7.36,5.67,1356,18429,2410.3,158.43,337.49,318.98,30,714,-1289,-115
2015-04-01,7.52,5.7,1419,18872,2694.15,220.51,170.93,318.98,32,1401,-713,85
2015-07-01,8.73,6.67,1704,19518,3099.66,221.63,281.34,318.98,31,1204,-1143,365
2015-10-01,9.24,6.7,1819,19678,3005.26,106.36,285.08,318.98,38,1263,-1179,574
2016-01-01,10.94,7.94,2203,20130,2742.48,184.35,549.69,318.98,38,887,-1336,760
2016-04-01,10.87,7.66,2248,20684,3304.74,175.86,101.72,318.98,42,973,-1185,574
2016-07-01,9.26,6.62,1948,21039,3596.67,159.49,46.11,318.98,40,988,-844,470
2016-10-01,10.77,7.88,2324,21574,3476.3,202.92,526.48,318.98,37,741,-770,233
2017-01-01,9.29,6.78,2009,21630,3494.19,277.24,404.74,333.33,37,1422,-615,-162
2017-04-01,8.99,6.72,1980,22031,3525.53,194.25,225.98,333.33,34,1351,-753,-720
2017-07-01,8.97,6.77,2008,22380,3766.24,193.21,151.66,333.33,32,1163,-828,-779
2017-10-01,6.81,5.22,1567,22998,3733.92,138.87,324.94,333.33,30,1262,-422,-682
2018-01-01,6.29,4.69,1439,22892,3361.49,256.75,445.01,349.04,34,1123,-767,-986
2018-04-01,5.23,3.92,1213,23178,3833.78,239.12,187.73,349.04,34,1077,-917,-348
2018-07-01,4.32,3.27,1006,23290,3755.98,43.79,37.8,349.04,32,1087,-647,-369
2018-10-01,3.5,2.66,825,23561,4116.42,69.75,144.4,349.04,32,935,-582,-513
2019-01-01,3.2,2.34,750,23446,3418.53,128.17,371.51,364.96,36,1567,-862,-500
2019-04-01,2.54,1.98,594,23395,3557.03,4.44,47.56,364.96,28,13,121,-552
2019-07-01,2.7,2.08,634,23463,3800.46,101.53,73.2,364.96,29,713,13,-586
2019-10-01,2.43,1.89,573,23583,3856.58,169.47,47.27,364.96,28,659,316,-670
2020-01-01,8.1,6.23,2007,24767,3033.19,80.78,1252.21,380.95,30,129,2615,-381
2020-04-01,9.42,7.1,2414,25615,4085.88,403.74,241.49,380.95,33,1365,2512,-412
2020-07-01,9.98,7.73,2644,26505,4165.58,246.77,193.59,380.95,29,405,1542,-129
2020-10-01,10.48,8.08,2757,26317,4394.76,428.35,245.82,380.95,30,288,576,117
