date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,36.05,8.71,6376,17687,18827.13,1308.59,1020.84,2380.95,325,-5531,5378,90
2011-07-01,37.85,9.2,7275,19219,20053.18,1519.29,1201.27,2380.95,322,-2458,3567,3431
2011-10-01,38,9.82,7998,21047,25992.46,1015.74,1312.37,2380.95,295,383,2280,-1083
2012-01-01,38.63,9.62,8359,21639,22571.59,1609.21,1292.28,2380.95,307,1581,-202,364
2012-04-01,37.64,9.78,8849,23511,25161.76,2425.32,1862.99,2380.95,290,3732,-2712,533
2012-07-01,34.03,10.16,8798,25850,22098.68,1626.15,1039.07,2380.95,239,-416,-1014,-253
2012-10-01,31.23,9.29,8216,26308,18844.89,1564.16,995.43,2380.95,236,-1990,-1736,2588
2013-01-01,14.62,3.41,3161,21622,21491.63,-637.65,-414.8,0,329,-3693,-1241,3821
2013-04-01,0,0,-529,20340,22359.32,5.82,-156.83,0,362,-7235,188,4596
2013-07-01,0,0,-10651,12386,16874.22,-2488.72,-7324.39,0,648,-11089,-666,9523
2013-10-01,0,0,-11018,14127,21621.53,343.83,1011.64,0,555,-12309,807,9900
2014-01-01,0,0,-7829,14245,18767.88,471.25,38.82,0,555,-12094,1232,9926
2014-04-01,0,0,-6028,14954,18302.32,470.84,21.08,0,531,-6112,809,6210
2014-07-01,15.97,2.48,2367,14820,19427.75,1578.04,220.28,0,544,-507,362,1230
2014-10-01,5.77,0.89,857,14847,18225.09,508.39,-801.55,0,545,2777,-2219,498
2015-01-01,4.46,0.68,661,14808,13853.49,-68.64,320.78,0,554,2380,-1760,807
2015-04-01,1.99,0.34,320,16089,14402.23,282.79,-171.95,0,492,995,-1861,1414
2015-07-01,0,0,-20660,16089,7289.34,-11347.75,-14106.76,0,-1702,-5692,-952,8477
2015-10-01,0,0,-6659,5267,13682.16,-236.08,465.63,0,-1899,-8335,204,10724
2016-01-01,0,0,-6679,5288,10999.86,-298.63,48.26,0,442,-8135,-334,10923
2016-04-01,0,0,-6673,5228,16087.81,839.71,802.2,0,428,-8884,-329,11286
2016-07-01,2.41,0.48,131,5444,12877.92,381.52,640.58,0,403,-3436,49,2930
2016-10-01,2.55,0.47,131,5158,16050.57,405.42,-1511.7,0,454,1880,945,-1019
2017-01-01,0,0,-135,5161,13917.79,-41.63,89.09,0,427,-43,1030,-1110
2017-04-01,0.28,0.05,15,5219,10810.47,140.45,256.19,0,416,87,1290,-1314
2017-07-01,0.76,0.15,40,5278,10661.99,-266.63,-505.18,0,412,2781,667,-1459
2017-10-01,0,0,-230,5236,9647.59,-842.41,-624.49,0,406,-1341,-153,381
2018-01-01,0.91,0.19,49,5366,10606.56,45.2,398.1,0,388,3168,340,-2922
2018-04-01,0,0,-3,5249,11195.4,145.84,-487.34,0,370,3612,520,-5052
2018-07-01,4.33,1.04,239,5517,9935.61,277.29,795.97,0,324,3585,140,-7021
2018-10-01,6.51,1.48,350,5383,11040.05,-415.86,-358.37,0,348,4463,207,-8493
2019-01-01,13.78,3.31,805,5838,10412.27,671.92,477.22,0,321,5692,-483,-7861
2019-04-01,17.13,4.81,1064,6212,12400.3,583.07,277.01,0,260,6849,-67,-8484
2019-07-01,17.56,5.1,1156,6583,12498.39,594.64,398.75,0,248,8983,-769,-6860
2019-10-01,22.12,6.41,1493,6749,12401.99,90.12,89.97,0,249,7842,-1473,-4223
2020-01-01,18.55,5.72,1340,7224,12675.49,511.08,364.26,0,228,7704,-1616,-4509
2020-04-01,17.49,5.45,1319,7542,13253.69,583.4,477.72,0,224,6556,-1263,-1102
2020-07-01,16.41,5.3,1303,7942,11846.02,863.47,656.85,0,214,-566,-63,1607
2020-10-01,15.29,5.13,1249,8167,12192.05,509.35,745.27,0,201,443,734,705
